variable;localidad;year_start;year_end;mean;std;n;confidence_level;ci_lower;ci_upper
O3;BOSA;2021;2023;20.254999547060983;18.53726503530938;4890;99%;19.571909602592505;20.93808949152946
O3;CIUDAD BOLIVAR;2020;2020;26.957395601802993;17.361161415545862;1795;95%;26.153707123899892;27.761084079706094
O3;CIUDAD BOLIVAR;2020;2020;26.957395601802993;17.361161415545862;1795;90%;26.283025783652068;27.63176541995392
O3;CIUDAD BOLIVAR;2020;2020;26.957395601802993;17.361161415545862;1795;99%;25.900758363302423;28.014032840303564
O3;CIUDAD BOLIVAR;2020;2021;22.15616372329547;16.755254119126633;10351;95%;21.83334497706866;22.478982469522283
O3;CIUDAD BOLIVAR;2020;2021;22.15616372329547;16.755254119126633;10351;90%;21.885253125167544;22.427074321423397
O3;CIUDAD BOLIVAR;2020;2021;22.15616372329547;16.755254119126633;10351;99%;21.73187934440914;22.5804481021818
O3;CIUDAD BOLIVAR;2020;2022;24.996454625584615;19.735570096142105;18893;95%;24.71502155437712;25.27788769679211
O3;CIUDAD BOLIVAR;2020;2022;24.996454625584615;19.735570096142105;18893;90%;24.760272097307425;25.232637153861806
O3;CIUDAD BOLIVAR;2020;2022;24.996454625584615;19.735570096142105;18893;99%;24.62657520061268;25.36633405055655
O3;CIUDAD BOLIVAR;2020;2023;25.96235031720375;20.021508161308837;27413;95%;25.725329891957607;26.199370742449894
O3;CIUDAD BOLIVAR;2020;2023;25.96235031720375;20.021508161308837;27413;90%;25.763438566668157;26.161262067739344
O3;CIUDAD BOLIVAR;2020;2023;25.96235031720375;20.021508161308837;27413;99%;25.65084474026444;26.27385589414306
O3;CIUDAD BOLIVAR;2021;2021;21.148892659489835;16.449471303483488;8556;95%;20.80029369281621;21.49749162616346
O3;CIUDAD BOLIVAR;2021;2021;21.148892659489835;16.449471303483488;8556;90%;20.856348896516007;21.441436422463664
O3;CIUDAD BOLIVAR;2021;2021;21.148892659489835;16.449471303483488;8556;99%;20.690718553043297;21.607066765936374
O3;CIUDAD BOLIVAR;2021;2022;24.790589082695856;19.957755398897106;17098;95%;24.491419196131652;25.08975896926006
O3;CIUDAD BOLIVAR;2021;2022;24.790589082695856;19.957755398897106;17098;90%;24.539521969769257;25.041656195622455
O3;CIUDAD BOLIVAR;2021;2022;24.790589082695856;19.957755398897106;17098;99%;24.39739714309901;25.183781022292703
O3;CIUDAD BOLIVAR;2021;2023;25.892629562817945;20.19323904507011;25618;95%;25.645342163590502;26.139916962045387
O3;CIUDAD BOLIVAR;2021;2023;25.892629562817945;20.19323904507011;25618;90%;25.68510173602478;26.10015738961111
O3;CIUDAD BOLIVAR;2021;2023;25.892629562817945;20.19323904507011;25618;99%;25.567629970853577;26.217629154782312
O3;CIUDAD BOLIVAR;2022;2022;28.438254102240546;22.35402944026636;8542;95%;27.96413694132517;28.912371263155922
O3;CIUDAD BOLIVAR;2022;2022;28.438254102240546;22.35402944026636;8542;90%;28.040375668693642;28.83613253578745
O3;CIUDAD BOLIVAR;2022;2022;28.438254102240546;22.35402944026636;8542;99%;27.81510757457988;29.06140062990121
O3;CIUDAD BOLIVAR;2022;2023;28.271448748427787;21.43908655416397;17062;95%;27.94973456269554;28.593162934160034
O3;CIUDAD BOLIVAR;2022;2023;28.271448748427787;21.43908655416397;17062;90%;28.001462186960225;28.54143530989535
O3;CIUDAD BOLIVAR;2022;2023;28.271448748427787;21.43908655416397;17062;99%;27.84862733066779;28.694270166187785
O3;CIUDAD BOLIVAR;2023;2023;28.104212676565286;20.480743184930798;8520;95%;27.66926630368234;28.539159049448234
O3;CIUDAD BOLIVAR;2023;2023;28.104212676565286;20.480743184930798;8520;90%;27.739206342850565;28.469219010280007
O3;CIUDAD BOLIVAR;2023;2023;28.104212676565286;20.480743184930798;8520;99%;27.532549379869817;28.675875973260755
O3;ENGATIVÁ;2020;2020;24.711693225509844;17.628779544982724;10112;95%;24.368053155588832;25.055333295430856
O3;ENGATIVÁ;2020;2020;24.711693225509844;17.628779544982724;10112;90%;24.42330948825251;25.000076962767178
O3;ENGATIVÁ;2020;2020;24.711693225509844;17.628779544982724;10112;99%;24.260042421667457;25.16334402935223
O3;ENGATIVÁ;2020;2021;20.23425360471179;18.076093230317422;30652;95%;20.031886273093562;20.436620936330016
O3;ENGATIVÁ;2020;2021;20.23425360471179;18.076093230317422;30652;90%;20.06442315988223;20.404084049541346
O3;ENGATIVÁ;2020;2021;20.23425360471179;18.076093230317422;30652;99%;19.96829178898338;20.5002154204402
O3;ENGATIVÁ;2020;2022;19.139119419139128;18.519132191175018;47384;95%;18.972370143193377;19.30586869508488
O3;ENGATIVÁ;2020;2022;19.139119419139128;18.519132191175018;47384;90%;18.999179854104028;19.279058984174227
O3;ENGATIVÁ;2020;2022;19.139119419139128;18.519132191175018;47384;99%;18.919970493227197;19.35826834505106
O3;ENGATIVÁ;2020;2023;19.629563603684428;18.89931760213653;62669;95%;19.48159273615356;19.777534471215297
O3;ENGATIVÁ;2020;2023;19.629563603684428;18.89931760213653;62669;90%;19.505383099793704;19.75374410757515
O3;ENGATIVÁ;2020;2023;19.629563603684428;18.89931760213653;62669;99%;19.43509475262006;19.824032454748796
O3;ENGATIVÁ;2021;2021;18.029975637549672;17.885590943003447;20540;95%;17.785364200519382;18.274587074579962
O3;ENGATIVÁ;2021;2021;18.029975637549672;17.885590943003447;20540;90%;17.82469408680512;18.235257188294224
O3;ENGATIVÁ;2021;2021;18.029975637549672;17.885590943003447;20540;99%;17.708490784858522;18.35146049024082
O3;ENGATIVÁ;2021;2022;17.62726423750089;18.465850322767846;37272;95%;17.439790621087774;17.814737853914004
O3;ENGATIVÁ;2021;2022;17.62726423750089;18.465850322767846;37272;90%;17.469932617757816;17.78459585724396
O3;ENGATIVÁ;2021;2022;17.62726423750089;18.465850322767846;37272;99%;17.380877524648547;17.87365095035323
O3;ENGATIVÁ;2021;2023;18.65175865408878;18.978780794030563;52557;95%;18.48949878585603;18.814018522321533
O3;ENGATIVÁ;2021;2023;18.65175865408878;18.978780794030563;52557;90%;18.51558661586163;18.787930692315932
O3;ENGATIVÁ;2021;2023;18.65175865408878;18.978780794030563;52557;99%;18.438510206369465;18.865007101808096
O3;ENGATIVÁ;2022;2022;17.132900613486903;19.1431090356075;16732;95%;16.84282043419231;17.422980792781498
O3;ENGATIVÁ;2022;2022;17.132900613486903;19.1431090356075;16732;90%;16.889461785122574;17.376339441851233
O3;ENGATIVÁ;2022;2022;17.132900613486903;19.1431090356075;16732;99%;16.751654721473567;17.51414650550024
O3;ENGATIVÁ;2022;2023;19.0506537148288;19.63800996245582;32017;95%;18.835538232895512;19.26576919676209
O3;ENGATIVÁ;2022;2023;19.0506537148288;19.63800996245582;32017;90%;18.87012471280989;19.231182716847712
O3;ENGATIVÁ;2022;2023;19.0506537148288;19.63800996245582;32017;99%;18.767937882546196;19.333369547111406
O3;ENGATIVÁ;2023;2023;21.149956619091316;19.95627655135694;15285;95%;20.833561862943903;21.46635137523873
O3;ENGATIVÁ;2023;2023;21.149956619091316;19.95627655135694;15285;90%;20.884434703254716;21.415478534927917
O3;ENGATIVÁ;2023;2023;21.149956619091316;19.95627655135694;15285;99%;20.734124423721195;21.56578881446144
O3;FONTIBÓN;2020;2021;16.89763287909539;16.602026168127495;3449;95%;16.343370928527616;17.451894829663164
O3;FONTIBÓN;2020;2021;16.89763287909539;16.602026168127495;3449;90%;16.432519906285343;17.362745851905437
O3;FONTIBÓN;2020;2021;16.89763287909539;16.602026168127495;3449;99%;16.169061595826424;17.626204162364356
O3;FONTIBÓN;2020;2022;19.023175587678644;19.24319108132321;11936;95%;18.67792070945984;19.368430465897447
O3;FONTIBÓN;2020;2022;19.023175587678644;19.24319108132321;11936;90%;18.733435454763335;19.312915720593953
O3;FONTIBÓN;2020;2022;19.023175587678644;19.24319108132321;11936;99%;18.569407210392566;19.476943964964722
O3;FONTIBÓN;2020;2023;23.51909488364784;23.780364062945747;29767;95%;23.248937577993207;23.78925218930247
O3;FONTIBÓN;2020;2023;23.51909488364784;23.780364062945747;29767;90%;23.292373888776453;23.745815878519224
O3;FONTIBÓN;2020;2023;23.51909488364784;23.780364062945747;29767;99%;23.164039669709005;23.87415009758667
O3;FONTIBÓN;2021;2021;16.89763287909539;16.602026168127495;3449;95%;16.343370928527616;17.451894829663164
O3;FONTIBÓN;2021;2021;16.89763287909539;16.602026168127495;3449;90%;16.432519906285343;17.362745851905437
O3;FONTIBÓN;2021;2021;16.89763287909539;16.602026168127495;3449;99%;16.169061595826424;17.626204162364356
O3;FONTIBÓN;2021;2022;19.023175587678644;19.24319108132321;11936;95%;18.67792070945984;19.368430465897447
O3;FONTIBÓN;2021;2022;19.023175587678644;19.24319108132321;11936;90%;18.733435454763335;19.312915720593953
O3;FONTIBÓN;2021;2022;19.023175587678644;19.24319108132321;11936;99%;18.569407210392566;19.476943964964722
O3;FONTIBÓN;2021;2023;23.51909488364784;23.780364062945747;29767;95%;23.248937577993207;23.78925218930247
O3;FONTIBÓN;2021;2023;23.51909488364784;23.780364062945747;29767;90%;23.292373888776453;23.745815878519224
O3;FONTIBÓN;2021;2023;23.51909488364784;23.780364062945747;29767;99%;23.164039669709005;23.87415009758667
O3;FONTIBÓN;2022;2022;19.886966892250772;20.155118684363273;8487;95%;19.458104170171783;20.31582961432976
O3;FONTIBÓN;2022;2022;19.886966892250772;20.155118684363273;8487;90%;19.52706599569035;20.246867788811194
O3;FONTIBÓN;2022;2022;19.886966892250772;20.155118684363273;8487;99%;19.323299343794776;20.450634440706768
O3;FONTIBÓN;2022;2023;24.386844045958856;24.43373662551334;26318;95%;24.09163374170142;24.682054350216294
O3;FONTIBÓN;2022;2023;24.386844045958856;24.43373662551334;26318;90%;24.139098422256286;24.634589669661427
O3;FONTIBÓN;2022;2023;24.386844045958856;24.43373662551334;26318;99%;23.99886164511903;24.77482644679868
O3;FONTIBÓN;2023;2023;26.52864525752975;25.95407694889849;17831;95%;26.147671280697853;26.909619234361646
O3;FONTIBÓN;2023;2023;26.52864525752975;25.95407694889849;17831;90%;26.20892690992902;26.84836360513048
O3;FONTIBÓN;2023;2023;26.52864525752975;25.95407694889849;17831;99%;26.027940968648423;27.029349546411076
O3;KENNEDY;2020;2020;27.093025624227895;23.852797651796283;17238;95%;26.736923574431746;27.449127674024044
O3;KENNEDY;2020;2020;27.093025624227895;23.852797651796283;17238;90%;26.794180287088317;27.391870961367474
O3;KENNEDY;2020;2020;27.093025624227895;23.852797651796283;17238;99%;26.625009237943885;27.561042010511905
O3;KENNEDY;2020;2021;24.912878140704017;22.548295507160855;36974;95%;24.683036979092925;25.142719302315108
O3;KENNEDY;2020;2021;24.912878140704017;22.548295507160855;36974;90%;24.71999083895485;25.105765442453183
O3;KENNEDY;2020;2021;24.912878140704017;22.548295507160855;36974;99%;24.610809946128523;25.21494633527951
O3;KENNEDY;2020;2022;24.35904882364341;22.29078634599061;46442;95%;24.15631353855953;24.561784108727288
O3;KENNEDY;2020;2022;24.35904882364341;22.29078634599061;46442;90%;24.18890904941088;24.529188597875937
O3;KENNEDY;2020;2022;24.35904882364341;22.29078634599061;46442;99%;24.092605488272625;24.625492159014193
O3;KENNEDY;2020;2023;24.51538616700208;22.273724635858265;55004;95%;24.32924031734533;24.70153201665883
O3;KENNEDY;2020;2023;24.51538616700208;22.273724635858265;55004;90%;24.359168452018835;24.671603881985327
