variable,localidad,year_start,year_end,mean,std,n
SO2,BOSA,2020,2021,5.552439871703491,4.045826423121373,6837
SO2,BOSA,2020,2022,5.552439871703491,4.045826423121373,6837
SO2,BOSA,2020,2023,5.552439871703491,4.045826423121373,6837
SO2,BOSA,2021,2021,,,5053
SO2,BOSA,2021,2022,,,5053
SO2,BOSA,2021,2023,,,5053
SO2,BOSA,2022,2022,,,0
SO2,BOSA,2022,2023,,,0
SO2,BOSA,2023,2023,,,0
SO2,CHAPINERO,2020,2020,2.2394361990950222,1.0673870986292715,8701
SO2,CHAPINERO,2020,2021,2.2394361990950222,1.0673870986292715,18273
SO2,CHAPINERO,2020,2022,2.2394361990950222,1.0673870986292715,23955
SO2,CHAPINERO,2020,2023,2.2394361990950222,1.0673870986292715,27702
SO2,CHAPINERO,2021,2021,,,9572
SO2,CHAPINERO,2021,2022,,,15254
SO2,CHAPINERO,2021,2023,,,19001
SO2,CHAPINERO,2022,2022,,,5682
SO2,CHAPINERO,2022,2023,,,9429
SO2,CHAPINERO,2023,2023,,,3747
SO2,CIUDAD BOLIVAR,2020,2020,6.94121544117647,4.402999690616721,1827
SO2,CIUDAD BOLIVAR,2020,2021,8.098291333041958,5.9307879865305875,10462
SO2,CIUDAD BOLIVAR,2020,2022,7.988313353007944,6.117458486646223,19108
SO2,CIUDAD BOLIVAR,2020,2023,7.430808569564383,5.867980006553482,31389
SO2,CIUDAD BOLIVAR,2021,2021,8.191163335694052,6.027253680397021,8635
SO2,CIUDAD BOLIVAR,2021,2022,8.030345618654074,6.172741314646034,17281
SO2,CIUDAD BOLIVAR,2021,2023,7.443928700689654,5.901745291767156,29562
SO2,CIUDAD BOLIVAR,2022,2022,7.869451936702881,6.311200755291826,8646
SO2,CIUDAD BOLIVAR,2022,2023,7.0694051351831035,5.801908492734625,20927
SO2,CIUDAD BOLIVAR,2023,2023,6.26622833432128,5.11713374913384,12281
SO2,ENGATIVÁ,2020,2020,2.469439240506329,2.4101211182231763,10461
SO2,ENGATIVÁ,2020,2021,2.98065680775836,3.417184821562407,32149
SO2,ENGATIVÁ,2020,2022,3.0337973613074705,3.4264120392176656,49350
SO2,ENGATIVÁ,2020,2023,4.013409149206609,8.766481044144026,65197
SO2,ENGATIVÁ,2021,2021,3.0835827718446605,3.5771929396411184,21688
SO2,ENGATIVÁ,2021,2022,3.09222660009985,3.509761000037955,38889
SO2,ENGATIVÁ,2021,2023,4.126099253849538,9.047108529166437,54736
SO2,ENGATIVÁ,2022,2022,3.1013767985611507,3.4371435940796435,17201
SO2,ENGATIVÁ,2022,2023,4.7189450655624565,10.961428154898169,33048
SO2,ENGATIVÁ,2023,2023,6.5965399642111535,15.471410807043316,15847
SO2,FONTIBÓN,2020,2020,,,0
SO2,FONTIBÓN,2020,2021,,,5807
SO2,FONTIBÓN,2020,2022,9.269789328502615,11.073444689342143,31954
SO2,FONTIBÓN,2020,2023,9.158212821533304,12.256522777619871,58479
SO2,FONTIBÓN,2021,2021,,,5807
SO2,FONTIBÓN,2021,2022,9.269789328502615,11.073444689342143,31954
SO2,FONTIBÓN,2021,2023,9.158212821533304,12.256522777619871,58479
SO2,FONTIBÓN,2022,2022,9.269789328502615,11.073444689342143,26147
SO2,FONTIBÓN,2022,2023,9.158212821533304,12.256522777619873,52672
SO2,FONTIBÓN,2023,2023,9.042649230310008,13.371238702345012,26525
SO2,KENNEDY,2020,2020,7.899501624863058,8.7902880705171,17525
SO2,KENNEDY,2020,2021,8.676998901110553,12.246744477239075,38344
SO2,KENNEDY,2020,2022,8.53874345678512,11.490273940488668,50135
SO2,KENNEDY,2020,2023,8.212457674796187,10.821460046802063,62316
SO2,KENNEDY,2021,2021,9.33843985382125,14.522308698440895,20819
SO2,KENNEDY,2021,2022,8.885030231454007,12.702411296030954,32610
SO2,KENNEDY,2021,2023,8.346297261854858,11.57939504448329,44791
SO2,KENNEDY,2022,2022,8.09018901023304,8.574009761019445,11791
SO2,KENNEDY,2022,2023,7.343380671393862,7.378265377276417,23972
SO2,KENNEDY,2023,2023,6.3262063715155765,5.164242253719146,12181
SO2,PUENTE ARANDA,2020,2020,3.6896584604010716,3.335197497608667,10953
SO2,PUENTE ARANDA,2020,2021,3.6068124392592593,3.1510045853398716,28316
SO2,PUENTE ARANDA,2020,2022,3.388959194226457,2.954066511238773,45568
SO2,PUENTE ARANDA,2020,2023,3.2172104935261183,2.8222098589259335,62937
SO2,PUENTE ARANDA,2021,2021,3.551402537857717,3.0203886124188286,17363
SO2,PUENTE ARANDA,2021,2022,3.287259967494921,2.8062800821131586,34615
SO2,PUENTE ARANDA,2021,2023,3.1093843814987454,2.6798541640940323,51984
SO2,PUENTE ARANDA,2022,2022,3.017054944360141,2.540696600045792,17252
SO2,PUENTE ARANDA,2022,2023,2.880421976692067,2.454129648354037,34621
SO2,PUENTE ARANDA,2023,2023,2.740261967829809,2.3538895323705207,17369
SO2,SAN CRISTOBAL,2020,2020,,,8713
SO2,SAN CRISTOBAL,2020,2021,,,17319
SO2,SAN CRISTOBAL,2020,2022,,,26058
SO2,SAN CRISTOBAL,2020,2023,,,34793
SO2,SAN CRISTOBAL,2021,2021,,,8606
SO2,SAN CRISTOBAL,2021,2022,,,17345
SO2,SAN CRISTOBAL,2021,2023,,,26080
SO2,SAN CRISTOBAL,2022,2022,,,8739
SO2,SAN CRISTOBAL,2022,2023,,,17474
SO2,SAN CRISTOBAL,2023,2023,,,8735
SO2,SANTA FE,2020,2020,1.4759381818181818,1.309449711280576,8754
SO2,SANTA FE,2020,2021,1.4759381818181818,1.309449711280576,17477
SO2,SANTA FE,2020,2022,1.4759381818181818,1.309449711280576,26221
SO2,SANTA FE,2020,2023,1.4759381818181818,1.309449711280576,34958
SO2,SANTA FE,2021,2021,,,8723
SO2,SANTA FE,2021,2022,,,17467
SO2,SANTA FE,2021,2023,,,26204
SO2,SANTA FE,2022,2022,,,8744
SO2,SANTA FE,2022,2023,,,17481
SO2,SANTA FE,2023,2023,,,8737
SO2,SUBA,2020,2020,4.618697697261724,6.621042855362752,17328
SO2,SUBA,2020,2021,3.267416550633871,5.263361254025333,51185
SO2,SUBA,2020,2022,2.9021679038423254,4.659722269244409,76955
SO2,SUBA,2020,2023,3.051844530624634,4.549097453817206,102886
SO2,SUBA,2021,2021,2.248988625332152,3.6237340197956436,33857
SO2,SUBA,2021,2022,2.2268730676406676,3.3756728621963776,59627
SO2,SUBA,2021,2023,2.6973926351890256,3.844306426361179,85558
SO2,SUBA,2022,2022,2.202723280781507,3.0820690171876266,25770
SO2,SUBA,2022,2023,2.88970692144051,3.9194991624704523,51701
SO2,SUBA,2023,2023,3.3340437284954647,4.318905955700042,25931
SO2,TUNJELITO,2020,2020,4.85448699386503,3.780331004265561,8748
SO2,TUNJELITO,2020,2021,5.224118813196973,3.802348347597201,17475
SO2,TUNJELITO,2020,2022,5.2965249758285955,3.7314582294340526,26129
SO2,TUNJELITO,2020,2023,5.211554245880862,3.6097733892340353,34865
SO2,TUNJELITO,2021,2021,5.592513977849562,3.7886667836948487,8727
SO2,TUNJELITO,2021,2022,5.518314157277269,3.6868904213625746,17381
SO2,TUNJELITO,2021,2023,5.341655637283847,3.536722865034274,26117
SO2,TUNJELITO,2022,2022,5.4430902923976605,3.5794095611489514,8654
SO2,TUNJELITO,2022,2023,5.1970977263661755,3.3747003334260146,17390
SO2,TUNJELITO,2023,2023,4.873124152803451,3.0546284104482924,8736
SO2,USAQUEN,2020,2020,1.7000703810151616,1.1029921899136854,8754
SO2,USAQUEN,2020,2021,1.9485868222156921,1.4512655357213167,18977
SO2,USAQUEN,2020,2022,1.8493923286858498,1.3755855787978637,27718
SO2,USAQUEN,2020,2023,1.802145161989105,1.3330437279357537,36456
SO2,USAQUEN,2021,2021,2.1484804814422054,1.6529562522785601,10223
SO2,USAQUEN,2021,2022,1.9201272133399947,1.4821681389378523,18964
SO2,USAQUEN,2021,2023,1.8346679383348734,1.3968693466711397,27702
SO2,USAQUEN,2022,2022,1.5929665755089637,1.117240318774863,8741
SO2,USAQUEN,2022,2023,1.6288212298274904,1.154169429399662,17479
SO2,USAQUEN,2023,2023,1.659100333589941,1.1836852941548708,8738
SO2,USME,2020,2020,8.858346727871469,6.051120953871835,20070
SO2,USME,2020,2021,8.849344158041959,6.4417872881206675,28697
SO2,USME,2020,2022,8.557228697979246,6.463269430981929,37142
SO2,USME,2020,2023,8.48677006646069,6.750290557153167,45738
SO2,USME,2021,2021,8.828261018929656,7.2753965888893,8627
SO2,USME,2021,2022,8.19319156713717,6.9115697092204975,17072
SO2,USME,2021,2023,8.188251629454443,7.2497380472047395,25668
SO2,USME,2022,2022,7.515520199501247,6.432584263748837,8445
SO2,USME,2022,2023,7.8540518396485455,7.213993785933456,17041
SO2,USME,2023,2023,8.178466196678217,7.877287387301845,8596
Nowcast_PM25,ALL,2020,2020,17.825977981006826,11.977888932669146,154198
Nowcast_PM25,ALL,2020,2021,18.054821718176328,12.989551707911815,333080
Nowcast_PM25,ALL,2020,2022,17.914794824191418,12.355001425477148,497638
Nowcast_PM25,ALL,2020,2023,17.315012042576072,12.066443108873024,663781
Nowcast_PM25,ALL,2021,2021,18.25612378945083,13.815264297841278,178882
Nowcast_PM25,ALL,2021,2022,17.9550927753214,12.52216957999896,343440
Nowcast_PM25,ALL,2021,2023,17.159274565382976,12.089022737822965,509583
Nowcast_PM25,ALL,2022,2022,17.63442023663098,10.969384123521268,164558
Nowcast_PM25,ALL,2022,2023,16.5777241911377,11.020883747891945,330701
Nowcast_PM25,ALL,2023,2023,15.53059849197543,10.971775817416344,166143
Nowcast_PM25,BARRIOS UNIDOS,2020,2020,17.08786099465718,10.084606981870147,30580
Nowcast_PM25,BARRIOS UNIDOS,2020,2021,15.92181824944678,9.946381219545211,41762
Nowcast_PM25,BARRIOS UNIDOS,2020,2022,15.784066183771635,9.758339004898076,50508
Nowcast_PM25,BARRIOS UNIDOS,2020,2023,15.478195930736408,9.701016614071298,59228
Nowcast_PM25,BARRIOS UNIDOS,2021,2021,12.732980192879614,8.802197901395443,11182
Nowcast_PM25,BARRIOS UNIDOS,2021,2022,13.783361380636352,8.87036831672599,19928
Nowcast_PM25,BARRIOS UNIDOS,2021,2023,13.759976241588923,8.9606553315613,28648
Nowcast_PM25,BARRIOS UNIDOS,2022,2022,15.126302432716836,8.776007786554528,8746
Nowcast_PM25,BARRIOS UNIDOS,2022,2023,14.417474799740049,8.999569600703925,17466
Nowcast_PM25,BARRIOS UNIDOS,2023,2023,13.706533689875949,9.163942657215745,8720
Nowcast_PM25,BOSA,2020,2020,15.617573293344973,8.675637143452606,1784
Nowcast_PM25,BOSA,2020,2021,16.101095696650365,8.422975391965792,6837
Nowcast_PM25,BOSA,2020,2022,16.101095696650365,8.422975391965792,6837
Nowcast_PM25,BOSA,2020,2023,16.101095696650365,8.422975391965792,6837
Nowcast_PM25,BOSA,2021,2021,16.689502222910132,8.068820246479756,5053
Nowcast_PM25,BOSA,2021,2022,16.689502222910132,8.068820246479756,5053
Nowcast_PM25,BOSA,2021,2023,16.689502222910132,8.068820246479756,5053
Nowcast_PM25,BOSA,2022,2022,,,0
Nowcast_PM25,BOSA,2022,2023,,,0
Nowcast_PM25,BOSA,2023,2023,,,0
Nowcast_PM25,CHAPINERO,2020,2020,21.70088235994027,13.866331550713722,8701
Nowcast_PM25,CHAPINERO,2020,2021,19.28783002276758,12.69521527699434,18273
Nowcast_PM25,CHAPINERO,2020,2022,19.10058170735078,12.25257341866156,23955
Nowcast_PM25,CHAPINERO,2020,2023,18.375325027233984,11.953964029585471,27702
Nowcast_PM25,CHAPINERO,2021,2021,17.09435233934305,11.081702337949586,9572
Nowcast_PM25,CHAPINERO,2021,2022,17.617350031843955,10.956135585023503,15254
Nowcast_PM25,CHAPINERO,2021,2023,16.852314639746364,10.62580404994205,19001
Nowcast_PM25,CHAPINERO,2022,2022,18.49840140682083,10.68450922835419,5682
Nowcast_PM25,CHAPINERO,2022,2023,16.606554073231088,10.136623912985447,9429
Nowcast_PM25,CHAPINERO,2023,2023,13.736199854417489,8.473269389791806,3747
Nowcast_PM25,CIUDAD BOLIVAR,2020,2020,22.638549841034855,11.828025474697037,1827
Nowcast_PM25,CIUDAD BOLIVAR,2020,2021,18.31088568743574,11.87561032132623,10462
Nowcast_PM25,CIUDAD BOLIVAR,2020,2022,18.94385663377354,11.587587574158574,19108
Nowcast_PM25,CIUDAD BOLIVAR,2020,2023,17.07754723881615,11.697563696580612,31389
Nowcast_PM25,CIUDAD BOLIVAR,2021,2021,17.395235147930755,11.68261104864817,8635
Nowcast_PM25,CIUDAD BOLIVAR,2021,2022,18.553242404870907,11.493004616745205,17281
Nowcast_PM25,CIUDAD BOLIVAR,2021,2023,16.73386441105573,11.602526965685229,29562
Nowcast_PM25,CIUDAD BOLIVAR,2022,2022,19.709776370135565,11.182067102882511,8646
Nowcast_PM25,CIUDAD BOLIVAR,2022,2023,16.46096641741518,11.558576693919607,20927
Nowcast_PM25,CIUDAD BOLIVAR,2023,2023,14.173757651742964,11.268368428290257,12281
Nowcast_PM25,ENGATIVÁ,2020,2020,14.209865307972818,10.624140909699431,10461
Nowcast_PM25,ENGATIVÁ,2020,2021,22.543130861011345,17.19568139116629,32149
Nowcast_PM25,ENGATIVÁ,2020,2022,20.22419092359554,15.040662565936827,49350
Nowcast_PM25,ENGATIVÁ,2020,2023,18.95332870106363,13.95756555096108,65197
Nowcast_PM25,ENGATIVÁ,2021,2021,26.562602040942,18.281904018230506,21688
Nowcast_PM25,ENGATIVÁ,2021,2022,21.842022708034047,15.632270014429714,38889
Nowcast_PM25,ENGATIVÁ,2021,2023,19.85988691787017,14.330185483894493,54736
Nowcast_PM25,ENGATIVÁ,2022,2022,15.890047557048195,8.219090409640417,17201
Nowcast_PM25,ENGATIVÁ,2022,2023,15.461179413961256,8.482568989244816,33048
Nowcast_PM25,ENGATIVÁ,2023,2023,14.995667902051208,8.736056926595255,15847
Nowcast_PM25,FONTIBÓN,2020,2020,,,0
Nowcast_PM25,FONTIBÓN,2020,2021,19.20774778850961,10.440577371881115,5807
Nowcast_PM25,FONTIBÓN,2020,2022,22.081915808473408,13.016512057048654,31954
Nowcast_PM25,FONTIBÓN,2020,2023,21.358054951596035,12.741586811345202,58479
Nowcast_PM25,FONTIBÓN,2021,2021,19.20774778850961,10.440577371881115,5807
Nowcast_PM25,FONTIBÓN,2021,2022,22.081915808473408,13.016512057048654,31954
Nowcast_PM25,FONTIBÓN,2021,2023,21.358054951596035,12.741586811345202,58479
Nowcast_PM25,FONTIBÓN,2022,2022,22.720241187749412,13.439183355062006,26147
Nowcast_PM25,FONTIBÓN,2022,2023,21.59512272377182,12.948557579956846,52672
Nowcast_PM25,FONTIBÓN,2023,2023,20.486037993229978,12.346313156549957,26525
Nowcast_PM25,KENNEDY,2020,2020,25.3792698344546,13.886053143388956,17525
Nowcast_PM25,KENNEDY,2020,2021,26.1837197705582,14.086213625670938,38344
Nowcast_PM25,KENNEDY,2020,2022,26.22030202799668,13.574002746439861,50135
Nowcast_PM25,KENNEDY,2020,2023,26.038717033747623,13.587476217266504,62316
Nowcast_PM25,KENNEDY,2021,2021,26.860888949203453,14.217616570706848,20819
Nowcast_PM25,KENNEDY,2021,2022,26.672282683986406,13.381698249185742,32610
Nowcast_PM25,KENNEDY,2021,2023,26.297189304449223,13.459989359971459,44791
Nowcast_PM25,KENNEDY,2022,2022,26.33926649913748,11.754763811577748,11791
Nowcast_PM25,KENNEDY,2022,2023,25.80601352475902,12.743209869466169,23972
Nowcast_PM25,KENNEDY,2023,2023,25.286464208869376,13.617943408955815,12181
Nowcast_PM25,PUENTE ARANDA,2020,2020,19.5945105368048,12.406086813472475,10953
Nowcast_PM25,PUENTE ARANDA,2020,2021,18.336567126641594,11.828516269259044,28316
Nowcast_PM25,PUENTE ARANDA,2020,2022,17.669799991678513,11.181185784193138,45568
Nowcast_PM25,PUENTE ARANDA,2020,2023,16.647446964787747,11.051305156716072,62937
Nowcast_PM25,PUENTE ARANDA,2021,2021,17.543026023634184,11.378240408706102,17363
Nowcast_PM25,PUENTE ARANDA,2021,2022,17.0607763140599,10.69288629966323,34615
Nowcast_PM25,PUENTE ARANDA,2021,2023,16.026502302885955,10.640613041773403,51984
Nowcast_PM25,PUENTE ARANDA,2022,2022,16.575423792187753,9.93231706038468,17252
Nowcast_PM25,PUENTE ARANDA,2022,2023,15.265940754595857,10.166058871180256,34621
Nowcast_PM25,PUENTE ARANDA,2023,2023,13.965278576892167,10.228674136485976,17369
Nowcast_PM25,SAN CRISTOBAL,2020,2020,11.590896997559351,10.074797159224786,8713
Nowcast_PM25,SAN CRISTOBAL,2020,2021,11.732762933077984,9.689599172101502,17319
Nowcast_PM25,SAN CRISTOBAL,2020,2022,12.720514987034745,9.866680521437162,26058
Nowcast_PM25,SAN CRISTOBAL,2020,2023,12.402821686370686,9.691510558959687,34793
Nowcast_PM25,SAN CRISTOBAL,2021,2021,11.876392714181154,9.281721795043865,8606
Nowcast_PM25,SAN CRISTOBAL,2021,2022,13.287961602330165,9.71129756337903,17345
Nowcast_PM25,SAN CRISTOBAL,2021,2023,12.67407551357978,9.544854335481867,26080
Nowcast_PM25,SAN CRISTOBAL,2022,2022,14.678047636362708,9.922694239007562,8739
Nowcast_PM25,SAN CRISTOBAL,2022,2023,13.06693680301692,9.647868822081755,17474
Nowcast_PM25,SAN CRISTOBAL,2023,2023,11.455088197108639,9.083807643301062,8735
Nowcast_PM25,SANTA FE,2020,2020,12.682517743461146,10.285382791254385,8754
Nowcast_PM25,SANTA FE,2020,2021,12.294766851417203,9.557669900452925,17477
Nowcast_PM25,SANTA FE,2020,2022,13.280193211282501,9.689480566271387,26221
Nowcast_PM25,SANTA FE,2020,2023,13.225614591178918,9.554572968941267,34958
Nowcast_PM25,SANTA FE,2021,2021,11.905637961247226,8.750189587472896,8723
Nowcast_PM25,SANTA FE,2021,2022,13.579732402059863,9.362557338688491,17467
Nowcast_PM25,SANTA FE,2021,2023,13.407047571064483,9.2907740636346,26204
Nowcast_PM25,SANTA FE,2022,2022,15.249806259242916,9.65126312427524,8744
Nowcast_PM25,SANTA FE,2022,2023,14.156249334489686,9.460626406866345,17481
Nowcast_PM25,SANTA FE,2023,2023,13.061816262492178,9.136326797459429,8737
Nowcast_PM25,SUBA,2020,2020,14.064581951617557,10.445396479615768,17328
Nowcast_PM25,SUBA,2020,2021,12.594768111713488,8.954305708433473,51185
Nowcast_PM25,SUBA,2020,2022,13.05288893443561,8.674885371430326,76955
Nowcast_PM25,SUBA,2020,2023,13.002451905519084,8.540173611994666,102886
Nowcast_PM25,SUBA,2021,2021,11.842517935446905,7.981609845870335,33857
Nowcast_PM25,SUBA,2021,2022,12.758884262026655,8.064341480409789,59627
Nowcast_PM25,SUBA,2021,2023,12.787339473732521,8.083017019250866,85558
Nowcast_PM25,SUBA,2022,2022,13.962819641111269,8.01420221129613,25770
Nowcast_PM25,SUBA,2022,2023,13.406066825654849,8.089239900713011,51701
Nowcast_PM25,SUBA,2023,2023,12.852770768645406,8.125575591681729,25931
Nowcast_PM25,TUNJELITO,2020,2020,14.545656870796249,11.570985993159168,8748
Nowcast_PM25,TUNJELITO,2020,2021,14.13663587688771,10.979327671916693,17475
Nowcast_PM25,TUNJELITO,2020,2022,16.016517560903253,10.997884025825797,26129
Nowcast_PM25,TUNJELITO,2020,2023,16.58561689439225,10.977463074785504,34865
Nowcast_PM25,TUNJELITO,2021,2021,13.726630645455154,10.336799183088953,8727
Nowcast_PM25,TUNJELITO,2021,2022,16.75681382216878,10.621386701287205,17381
Nowcast_PM25,TUNJELITO,2021,2023,17.26891016262436,10.684853713992137,26117
Nowcast_PM25,TUNJELITO,2022,2022,19.812557822998432,10.012115895924296,8654
Nowcast_PM25,TUNJELITO,2022,2023,19.04656820439179,10.410892638960098,17390
Nowcast_PM25,TUNJELITO,2023,2023,18.287768506655762,10.738236284918747,8736
Nowcast_PM25,USAQUEN,2020,2020,13.292138408683835,10.793886637053044,8754
Nowcast_PM25,USAQUEN,2020,2021,11.051538821181264,9.359190530912086,18977
Nowcast_PM25,USAQUEN,2020,2022,11.891446238952136,9.12907583525338,27718
Nowcast_PM25,USAQUEN,2020,2023,11.495937418792385,8.758103737817075,36456
Nowcast_PM25,USAQUEN,2021,2021,9.132903509726944,7.407009816979531,10223
Nowcast_PM25,USAQUEN,2021,2022,11.244870661340276,8.167672047643137,18964
Nowcast_PM25,USAQUEN,2021,2023,10.92832701284661,7.923899238071253,27702
Nowcast_PM25,USAQUEN,2022,2022,13.71491301243776,8.3219811744405,8741
Nowcast_PM25,USAQUEN,2022,2023,11.978422239827122,8.027335023608455,17479
Nowcast_PM25,USAQUEN,2023,2023,10.241335281325224,7.320653558632382,8738
Nowcast_PM25,USME,2020,2020,22.958232095955413,9.538514845079893,20070
Nowcast_PM25,USME,2020,2021,28.17995647685688,11.274899649041144,28697
Nowcast_PM25,USME,2020,2022,24.932904491201132,12.554633582903822,37142
Nowcast_PM25,USME,2020,2023,22.601420890983306,12.992622879308282,45738
Nowcast_PM25,USME,2021,2021,40.327865173355356,0.437510992837729,8627
Nowcast_PM25,USME,2021,2022,27.254347495686932,15.033041837250803,17072
Nowcast_PM25,USME,2021,2023,22.32242755750231,15.148884648320724,25668
Nowcast_PM25,USME,2022,2022,13.8990796442665,10.182415810609063,8445
Nowcast_PM25,USME,2022,2023,13.207181368196277,9.917206323659881,17041
Nowcast_PM25,USME,2023,2023,12.52743719167079,9.60171803420718,8596
Nowcast_PM10,ALL,2020,2020,31.71345342080349,21.43005758572028,154198
Nowcast_PM10,ALL,2020,2021,31.353398689029895,21.21738609098126,333080
Nowcast_PM10,ALL,2020,2022,33.46969159799062,22.680689416460453,497638
Nowcast_PM10,ALL,2020,2023,33.033935636047715,22.490605354381213,663781
Nowcast_PM10,ALL,2021,2021,31.043028056266266,21.027448196230804,178882
Nowcast_PM10,ALL,2021,2022,34.25820899388482,23.177081540702183,343440
Nowcast_PM10,ALL,2021,2023,33.43351120146674,22.786750029572968,509583
Nowcast_PM10,ALL,2022,2022,37.75325631144511,24.83993957730471,164558
Nowcast_PM10,ALL,2022,2023,34.72657740077776,23.583255907066505,330701
Nowcast_PM10,ALL,2023,2023,31.72871879850497,21.859535567699677,166143
Nowcast_PM10,BARRIOS UNIDOS,2020,2020,25.8288460541901,13.826975560338763,30580
Nowcast_PM10,BARRIOS UNIDOS,2020,2021,24.63335958874722,13.928284348684317,41762
Nowcast_PM10,BARRIOS UNIDOS,2020,2022,24.70590397384981,13.880828049061371,50508
Nowcast_PM10,BARRIOS UNIDOS,2020,2023,24.4211134230259,14.0011763539871,59228
Nowcast_PM10,BARRIOS UNIDOS,2021,2021,21.3640002511293,13.678673872260305,11182
Nowcast_PM10,BARRIOS UNIDOS,2021,2022,22.982722078185116,13.786666646801054,19928
Nowcast_PM10,BARRIOS UNIDOS,2021,2023,22.91844434103061,14.029999321283066,28648
Nowcast_PM10,BARRIOS UNIDOS,2022,2022,25.052302168527913,13.647420422636202,8746
Nowcast_PM10,BARRIOS UNIDOS,2022,2023,23.91362319212854,14.161455372421809,17466
Nowcast_PM10,BARRIOS UNIDOS,2023,2023,22.771549071992194,14.570589982269555,8720
Nowcast_PM10,BOSA,2020,2020,37.60124558183617,18.5946329240487,1784
Nowcast_PM10,BOSA,2020,2021,32.78626685997282,17.71008493991975,6837
Nowcast_PM10,BOSA,2020,2022,32.78626685997282,17.71008493991975,6837
Nowcast_PM10,BOSA,2020,2023,32.78626685997282,17.71008493991975,6837
Nowcast_PM10,BOSA,2021,2021,31.086302078693535,17.0674575133945,5053
Nowcast_PM10,BOSA,2021,2022,31.086302078693535,17.0674575133945,5053
Nowcast_PM10,BOSA,2021,2023,31.086302078693535,17.0674575133945,5053
Nowcast_PM10,BOSA,2022,2022,,,0
Nowcast_PM10,BOSA,2022,2023,,,0
Nowcast_PM10,BOSA,2023,2023,,,0
Nowcast_PM10,CHAPINERO,2020,2020,39.782360270498366,22.56531054195228,8701
Nowcast_PM10,CHAPINERO,2020,2021,36.899445392402875,20.68029599045222,18273
Nowcast_PM10,CHAPINERO,2020,2022,36.143980467454455,19.825897509087874,23955
Nowcast_PM10,CHAPINERO,2020,2023,35.523452526807716,19.74796205072046,27702
Nowcast_PM10,CHAPINERO,2021,2021,34.27886010674586,18.417256994408152,9572
Nowcast_PM10,CHAPINERO,2021,2022,34.0686203870634,17.748144954828582,15254
Nowcast_PM10,CHAPINERO,2021,2023,33.57319957812857,17.980719181861367,19001
Nowcast_PM10,CHAPINERO,2022,2022,33.714446751582834,16.5554724283127,5682
Nowcast_PM10,CHAPINERO,2022,2023,32.8568370179499,17.498333354958973,9429
Nowcast_PM10,CHAPINERO,2023,2023,31.556346357020544,18.765913069863068,3747
Nowcast_PM10,CIUDAD BOLIVAR,2020,2020,43.84275436792038,21.658601748814085,1827
Nowcast_PM10,CIUDAD BOLIVAR,2020,2021,37.924696952090244,22.352547096909042,10462
Nowcast_PM10,CIUDAD BOLIVAR,2020,2022,40.83939111873389,23.51582942167248,19108
Nowcast_PM10,CIUDAD BOLIVAR,2020,2023,37.5868659278583,24.500669624582464,31389
Nowcast_PM10,CIUDAD BOLIVAR,2021,2021,36.67254977215721,22.297403631058998,8635
Nowcast_PM10,CIUDAD BOLIVAR,2021,2022,40.52186640047316,23.68200683942235,17281
Nowcast_PM10,CIUDAD BOLIVAR,2021,2023,37.200237547505374,24.613784575470927,29562
Nowcast_PM10,CIUDAD BOLIVAR,2022,2022,44.366285679389215,24.39063729176309,8646
Nowcast_PM10,CIUDAD BOLIVAR,2022,2023,37.4179746307056,25.50567620838194,20927
Nowcast_PM10,CIUDAD BOLIVAR,2023,2023,32.526264075627154,25.136373104962246,12281
Nowcast_PM10,ENGATIVÁ,2020,2020,28.904349169265174,23.10954178571839,10461
Nowcast_PM10,ENGATIVÁ,2020,2021,26.750653101765362,18.748304137501734,32149
Nowcast_PM10,ENGATIVÁ,2020,2022,28.409428938874623,18.355390964447206,49350
Nowcast_PM10,ENGATIVÁ,2020,2023,28.171441659369403,17.71764417444555,65197
Nowcast_PM10,ENGATIVÁ,2021,2021,25.71183833958741,16.12918689654894,21688
Nowcast_PM10,ENGATIVÁ,2021,2022,28.2762971913338,16.84700951167472,38889
Nowcast_PM10,ENGATIVÁ,2021,2023,28.031370308503075,16.484229092735667,54736
Nowcast_PM10,ENGATIVÁ,2022,2022,31.509712898366868,17.173711903236402,17201
Nowcast_PM10,ENGATIVÁ,2022,2023,29.553580709793415,16.537493497147697,33048
Nowcast_PM10,ENGATIVÁ,2023,2023,27.43031259749128,15.542310117994528,15847
Nowcast_PM10,FONTIBÓN,2020,2020,,,0
Nowcast_PM10,FONTIBÓN,2020,2021,46.831554385983296,23.90976514555639,5807
Nowcast_PM10,FONTIBÓN,2020,2022,60.09808729805977,29.397982898626054,31954
Nowcast_PM10,FONTIBÓN,2020,2023,54.12624081758701,28.84381129773516,58479
Nowcast_PM10,FONTIBÓN,2021,2021,46.831554385983296,23.90976514555639,5807
Nowcast_PM10,FONTIBÓN,2021,2022,60.09808729805977,29.397982898626054,31954
Nowcast_PM10,FONTIBÓN,2021,2023,54.12624081758701,28.84381129773516,58479
Nowcast_PM10,FONTIBÓN,2022,2022,63.04445807177867,29.689568790976285,26147
Nowcast_PM10,FONTIBÓN,2022,2023,54.9304678093155,29.226011384813802,52672
Nowcast_PM10,FONTIBÓN,2023,2023,46.93210764371231,26.42712929707646,26525
Nowcast_PM10,KENNEDY,2020,2020,52.43488611023382,27.555523337425985,17525
Nowcast_PM10,KENNEDY,2020,2021,53.962742196438114,27.023204048082697,38344
