variable;localidad;year_start;year_end;mean;std;n;ci_90_lower;ci_90_upper;ci_95_lower;ci_95_upper;ci_99_lower;ci_99_upper
PM25;BARRIOS UNIDOS;2023;2023;13,916593210244192;10,064820168454464;8395;13,73588792338189;14,097298497106495;13,701262294457807;14,131924126030578;13,633576868020354;14,199609552468031
PM25;BOSA;2020;2020;15,633801235261087;9,5173326557167;1781;15,262662203188242;16,004940267333932;15,191491203717995;16,07611126680418;15,052279045836496;16,21532342468568
PM25;BOSA;2020;2021;16,101388460351743;9,310144204501876;3241;15,832316562968888;16,370460357734597;15,780741408140269;16,422035512563216;15,679895925957364;16,52288099474612
PM25;BOSA;2020;2022;16,101388460351743;9,310144204501876;3241;15,832316562968888;16,370460357734597;15,780741408140269;16,422035512563216;15,679895925957364;16,52288099474612
PM25;BOSA;2020;2023;16,101388460351743;9,310144204501876;3241;15,832316562968888;16,370460357734597;15,780741408140269;16,422035512563216;15,679895925957364;16,52288099474612
PM25;BOSA;2021;2021;16,67178082191781;9,021455552993014;1460;16,28318038483886;17,06038125899676;16,208644645848846;17,134916997986775;16,06282504380751;17,28073660002811
PM25;BOSA;2021;2022;16,67178082191781;9,021455552993014;1460;16,28318038483886;17,06038125899676;16,208644645848846;17,134916997986775;16,06282504380751;17,28073660002811
PM25;BOSA;2021;2023;16,67178082191781;9,021455552993014;1460;16,28318038483886;17,06038125899676;16,208644645848846;17,134916997986775;16,06282504380751;17,28073660002811
PM25;CHAPINERO;2020;2020;21,750786071969255;15,267295821757791;8587;21,479757231724758;22,021814912213753;21,427824606780018;22,073747537158493;21,32630822994898;22,17526391398953
PM25;CHAPINERO;2020;2021;19,56551822000227;14,120663772961816;17618;19,390522710715906;19,740513729288637;19,356994847976676;19,774041592027867;19,291461191161595;19,839575248842948
PM25;CHAPINERO;2020;2022;19,26359143327842;13,692096017360127;23066;19,115295755806418;19,411887110750424;19,086884058905692;19,44029880765115;19,031351545628414;19,495831320928428
PM25;CHAPINERO;2020;2023;18,50313294451922;13,37336138320247;26748;18,36862831822541;18,637637570813027;18,342859095197447;18,66340679384099;18,292491901764418;18,71377398727402
PM25;CHAPINERO;2021;2021;17,487686856383565;12,590311321731512;9031;17,26974514280995;17,70562856995718;17,227985119159325;17,747388593607806;17,146354518421102;17,829019194346028
PM25;CHAPINERO;2021;2022;17,788521306720078;12,433379290675466;14479;17,61855026165737;17,958492351782787;17,585984341668606;17,99105827177155;17,52232977396798;18,054712839472177
PM25;CHAPINERO;2021;2023;16,967556852596218;12,077459583179952;18161;16,820137287590292;17,114976417602143;16,79189285924705;17,143220845945386;16,736686353271864;17,19842735192057
PM25;CHAPINERO;2022;2022;18,287206314243758;12,153531772595002;5448;18,016321240045524;18,55809138844199;17,964410008228842;18,610002620258673;17,862925651323216;18,7114869771643
PM25;CHAPINERO;2022;2023;16,453066812705366;11,525403790622144;9130;16,254643776370767;16,651489849039965;16,216623826099173;16,68950979931156;16,14230427961941;16,763829345791322
PM25;CHAPINERO;2023;2023;13,739217816404128;9,925524311450182;3682;13,470096478210333;14,008339154597923;13,41851521613276;14,059920416675496;13,317663157838403;14,160772474969853
PM25;CIUDAD BOLIVAR;2020;2020;22,644161593801883;12,685606197516053;1807;22,153047684219395;23,13527550338437;22,05887120229898;23,229451985304785;21,874661920621104;23,41366126698266
PM25;CIUDAD BOLIVAR;2020;2021;18,260646795246444;12,614807871050001;10266;18,055839009241623;18,465454581251265;18,01659651380059;18,5046970766923;17,93988853334475;18,58140505714814
PM25;CIUDAD BOLIVAR;2020;2022;18,906863836327982;12,35798453137851;18867;18,758869598906237;19,054858073749728;18,730515171059054;19,08321250159691;18,675093824552867;19,138633848103098
PM25;CIUDAD BOLIVAR;2020;2023;17,11081425430087;12,399138997923428;30924;16,994834024796543;17,226794483805197;16,972614017729807;17,249014490871932;16,929184254084454;17,292444254517285
PM25;CIUDAD BOLIVAR;2021;2021;17,324246364818535;12,401111214743498;8459;17,10243902331149;17,54605370632558;17,059937740679096;17,588554988957974;16,976857265381575;17,671635464255495
PM25;CIUDAD BOLIVAR;2021;2022;18,511008206330597;12,256585129911599;17060;18,356649612240908;18,665366800420287;18,327075534884564;18,69494087777663;18,269269803936368;18,752746608724827
PM25;CIUDAD BOLIVAR;2021;2023;16,767414912250572;12,299595892245026;29117;16,64884933923796;16,885980485263186;16,62613394006151;16,908695884439634;16,581735787414612;16,953094037086533
PM25;CIUDAD BOLIVAR;2022;2022;19,67817695616789;11,99953145313305;8601;19,465331758493644;19,891022153842133;19,424547884312087;19,93180602802369;19,344824781249915;20,01152913108586
PM25;CIUDAD BOLIVAR;2022;2023;16,539404589021203;12,25078474728689;20658;16,399198619060517;16,67961055898189;16,37233657458473;16,706472603457676;16,31983257624349;16,758976601798917
PM25;CIUDAD BOLIVAR;2023;2023;14,300325122335574;11,933066918945462;12057;14,121555766592543;14,479094478078604;14,08730327830048;14,513346966370667;14,020350744526226;14,580299500144921
PM25;ENGATIVÁ;2020;2020;14,409117766911168;11,56718439642565;9816;14,217061433445325;14,60117410037701;14,18026190838993;14,637973625432405;14,108328781946708;14,709906751875627
PM25;ENGATIVÁ;2020;2021;13,56881619098905;10,510863503945725;22284;13,452995238068254;13,684637143909846;13,430805254454798;13,706827127523303;13,387433390355751;13,75019899162235
PM25;ENGATIVÁ;2020;2022;14,574407872931697;10,056916059092016;39223;14,49087990118908;14,657935844674315;14,474877435092186;14,67393831077121;14,443600375752919;14,705215370110476
PM25;ENGATIVÁ;2020;2023;14,741115619402713;9,943394932224132;54714;14,671192617291853;14,811038621513573;14,65779679095823;14,824434447847196;14,63161471990807;14,850616518897356
PM25;ENGATIVÁ;2021;2021;12,90725056143728;9,546357091002372;12468;12,76661381589395;13,047887306980611;12,739667725539542;13,074833397335018;12,686997043274909;13,127504079599651
PM25;ENGATIVÁ;2021;2022;14,629581392185534;9,499070135563281;29407;14,538464967066666;14,720697817304401;14,521008426544672;14,738154357826396;14,486888939269745;14,772273845101322
PM25;ENGATIVÁ;2021;2023;14,813699942090961;9,55029493541199;44898;14,739562174606402;14,887837709575521;14,725358784621479;14,902041099560444;14,697598175148846;14,929801709033077
PM25;ENGATIVÁ;2022;2022;15,897307987484503;9,261964486019682;16939;15,780247524458426;16,01436845051058;15,75781950371809;16,036796471250916;15,713981486456959;16,080634488512047
PM25;ENGATIVÁ;2022;2023;15,546651248843665;9,450145173709027;32430;15,460332592943619;15,63296990474371;15,443795325648816;15,649507172038513;15,41147274104326;15,681829756644069
PM25;ENGATIVÁ;2023;2023;15,163217352010845;9,6374238983352;15491;15,03584520616744;15,29058949785425;15,011441296396155;15,314993407625535;14,963740809410268;15,362693894611422
PM25;FONTIBÓN;2020;2021;18,907315721411415;12,43894691188476;5413;18,629173958292938;19,18545748452989;18,57587197453435;19,238759468288478;18,471668575889698;19,34296286693313
PM25;FONTIBÓN;2020;2022;22,035707661878668;15,170681927603567;30841;21,893611882056252;22,177803441701084;21,866388537778654;22,20502678597868;21,81317957379926;22,258235749958075
PM25;FONTIBÓN;2020;2023;21,38103367682991;14,699342406337243;56478;21,27929346618452;21,482773887475304;21,25980212889157;21,50226522476825;21,22170644549919;21,540360908160633
PM25;FONTIBÓN;2021;2021;18,907315721411415;12,43894691188476;5413;18,629173958292938;19,18545748452989;18,57587197453435;19,238759468288478;18,471668575889698;19,34296286693313
PM25;FONTIBÓN;2021;2022;22,035707661878668;15,170681927603567;30841;21,893611882056252;22,177803441701084;21,866388537778654;22,20502678597868;21,81317957379926;22,258235749958075
PM25;FONTIBÓN;2021;2023;21,38103367682991;14,699342406337243;56478;21,27929346618452;21,482773887475304;21,25980212889157;21,50226522476825;21,22170644549919;21,540360908160633
PM25;FONTIBÓN;2022;2022;22,70166588013214;15,61040903933405;25428;22,54063793111137;22,86269382915291;22,50978710112515;22,89354465913913;22,449487492622822;22,953844267641458
PM25;FONTIBÓN;2022;2023;21,643253108782922;14,894929104320951;51065;21,534832483402386;21,751673734163457;21,51406124682276;21,772444970743084;21,473463899548243;21,8130423180176
PM25;FONTIBÓN;2023;2023;20,59346881460389;14,071471480268148;25637;20,448908573492798;20,738029055714986;20,421212754707135;20,76572487450065;20,36707981045935;20,81985781874843
PM25;KENNEDY;2020;2020;25,260765805877114;15,88388778745385;16845;25,059452516348355;25,462079095405873;25,020882181465122;25,500649430289105;24,945492211598456;25,57603940015577
PM25;KENNEDY;2020;2021;25,871227681660898;15,913351978087618;36125;25,7335079603627;26,008947402959095;25,707123221973053;26,035332141348743;25,655553693941297;26,0869016693805
PM25;KENNEDY;2020;2022;25,433422724375173;15,430738590781658;45493;25,314421747569337;25,55242370118101;25,2916234293871;25,575222019363245;25,247064000748093;25,619781448002254
PM25;KENNEDY;2020;2023;25,438067106093545;15,346478302362808;57044;25,33237609467401;25,54375811751308;25,31212787128176;25,56400634090533;25,27255286926591;25,60358134292118
PM25;KENNEDY;2021;2021;26,404590248962656;15,920312516665573;19280;26,2159882898191;26,59319220810621;26,17985384289985;26,629326655025462;26,10922584634493;26,69995465158038
PM25;KENNEDY;2021;2022;25,53494484780787;15,157326568482615;28648;25,387640096600034;25,68224959901571;25,359418670577174;25,71047102503857;25,304258724487294;25,76563097112845
PM25;KENNEDY;2021;2023;25,512363491629145;15,115185877298874;40199;25,388357367706273;25,636369615552017;25,364600037285417;25,660126945972873;25,31816602098305;25,70656096227524
PM25;KENNEDY;2022;2022;23,745153714773696;13,27424214138676;9368;23,51954467106123;23,970762758486163;23,476315807062527;24,013991622484866;23,39181446814677;24,098492961400623
PM25;KENNEDY;2022;2023;24,690042545054734;14,284262115190039;20919;24,527587261125475;24,852497828983992;24,496462506541;24,883622583568467;24,435626755762957;24,94445833434651
PM25;KENNEDY;2023;2023;25,456358756817593;15,010667694264837;11551;25,226610454879953;25,686107058755233;25,182590038170254;25,730127475464933;25,09654391449979;25,816173599135396
PM25;PUENTE ARANDA;2020;2020;19,657848291400676;13,810109907492134;10652;19,437734837850684;19,877961744950667;19,395559940606294;19,920136642195057;19,313120362641754;20,002576220159597
PM25;PUENTE ARANDA;2020;2021;18,523604041916165;13,304450641098942;26720;18,389722398602697;18,657485685229634;18,36407252870811;18,68313555512422;18,313938613924368;18,733269469907963
PM25;PUENTE ARANDA;2020;2022;17,781186626473005;12,393095953503252;43788;17,683768740108434;17,878604512837576;17,665105302316174;17,897267950629836;17,628627473478115;17,933745779467895
PM25;PUENTE ARANDA;2020;2023;16,705829838815358;12,109696204632844;61048;16,625211958489192;16,786447719141524;16,60976726254909;16,801892415081625;16,579580769139756;16,83207890849096
PM25;PUENTE ARANDA;2021;2021;17,77167662434653;12,903955622440073;16068;17,60422311743729;17,93913013125577;17,572139936994414;17,971213311698644;17,50942956634269;18,03392368235037
PM25;PUENTE ARANDA;2021;2022;17,177909222597776;11,839006037971798;33136;17,070928728295492;17,28488971690006;17,050433008593092;17,30538543660246;17,010373547971163;17,34544489722439
PM25;PUENTE ARANDA;2021;2023;16,08187356139376;11,623304960558256;50396;15,996707445886742;16,167039676900778;15,980391303640952;16,18335581914657;15,94850141889044;16,21524570389708
PM25;PUENTE ARANDA;2022;2022;16,618930161706114;10,710732297640387;17068;16,484071551929134;16,753788771483094;16,45823354279425;16,779626780617978;16,40773036302458;16,830129960387648
PM25;PUENTE ARANDA;2022;2023;15,290922861803777;10,883054107661081;34328;15,194303199574868;15,387542524032686;15,175792480756606;15,406053242850948;15,139612814735804;15,44223290887175
PM25;PUENTE ARANDA;2023;2023;13,977688296639629;10,893054800982831;17260;13,841299134573605;14,114077458705653;13,815167911926629;14,140208681352629;13,764091662569081;14,191284930710177
PM25;SAN CRISTOBAL;2020;2020;11,876323910628319;10,979552369645358;8101;11,675649383732212;12,076998437524425;11,63719707889265;12,115450742363988;11,562030882011568;12,19061693924507
PM25;SAN CRISTOBAL;2020;2021;12,179903852236068;10,963253703720056;15809;12,036473860679484;12,323333843792652;12,008993405514826;12,35081429895731;11,955279526987889;12,404528177484247
PM25;SAN CRISTOBAL;2020;2022;13,202827666861582;11,205084522582611;23942;13,083709230040297;13,321946103682867;13,060887611119501;13,344767722603663;13,01628137137313;13,389373962350033
PM25;SAN CRISTOBAL;2020;2023;12,912316798196166;11,027980541397227;31932;12,81080353523534;13,013830061156991;12,791355208889922;13,03327838750241;12,753342845817333;13,071290750574999
PM25;SAN CRISTOBAL;2021;2021;12,498962117280747;10,937731393741684;7708;12,294017808192462;12,703906426369032;12,254746911156959;12,743177323404536;12,177979842852913;12,819944391708582
PM25;SAN CRISTOBAL;2021;2022;13,881194369042358;11,258785592497842;15841;13,73404686207235;14,028341876012366;13,70585415627079;14,056534581813926;13,650748107724748;14,111640630359968
PM25;SAN CRISTOBAL;2021;2023;13,264487432336033;11,022469584501012;23831;13,147037731201147;13,381937133470919;13,124535813661362;13,404439051010703;13,080554437364452;13,448420427307614
PM25;SAN CRISTOBAL;2022;2022;15,191196360506579;11,401860429626874;8133;14,98321372930177;15,399178991711388;14,943361114238199;15,43903160677496;14,865457658801263;15,516935062211894
PM25;SAN CRISTOBAL;2022;2023;13,630465794207034;11,044356652578905;16123;13,487388832797384;13,773542755616683;13,459976076067338;13,800955512346729;13,406394617299435;13,854536971114632
PM25;SAN CRISTOBAL;2023;2023;12,04180225281602;10,431724855972629;7990;11,849820322704273;12,233784182927765;11,813033540732619;12,27057096489942;11,74112291453545;12,342481591096588
PM25;SANTA FE;2020;2020;12,732378156194951;11,097820669005335;8515;12,534535519925688;12,930220792464214;12,496626250587958;12,968130061801943;12,422522214281077;13,042234098108825
PM25;SANTA FE;2020;2021;12,386857379767829;10,561163763629764;16884;12,253159292914116;12,520555466621541;12,227543603328652;12,546171156207006;12,177474925138108;12,596239834397549
PM25;SANTA FE;2020;2022;13,405898133901447;10,812565074507132;25347;13,294183881844535;13,517612385958358;13,272780900664351;13,539015367138543;13,230947613849533;13,58084865395336
PM25;SANTA FE;2020;2023;13,361082740502406;10,642226821458053;33877;13,265974275550484;13,456191205454328;13,247753064490475;13,474412416514337;13,212139228803354;13,510026252201458
PM25;SANTA FE;2021;2021;12,035308878002152;9,973975314962374;8369;11,85595662215564;12,214661133848663;11,821590230192292;12,24902752581201;11,754411518755193;12,31620623724911
PM25;SANTA FE;2021;2022;13,746619534220532;10,649474548569335;16832;13,61159537553464;13,881643692906424;13,585725610792029;13,907513457649035;13,535160301495107;13,958078766945956
PM25;SANTA FE;2021;2023;13,572163078621559;10,47659684953994;25362;13,463952030398247;13,680374126844871;13,443220217845203;13,701105939397914;13,402698767851508;13,74162738939161
PM25;SANTA FE;2022;2022;15,438922367954625;11,020002542443088;8463;15,241864250966083;15,635980484943167;15,20410525777219;15,67373947813706;15,130294900653855;15,747549835255395
PM25;SANTA FE;2022;2023;14,329059024304126;10,634440612161056;16993;14,194865809779515;14,463252238828737;14,169155274186899;14,488962774421353;14,1189012365284;14,539216812079852
PM25;SANTA FE;2023;2023;13,22791324736225;10,118602475523112;8530;13,04768600010104;13,408140494623462;13,013152085196356;13,442674409528145;12,945646122455791;13,51018037226871
PM25;SUBA;2020;2020;14,22977053858043;11,447951998195661;16822;14,084579383323405;14,374961693837456;14,05676168536397;14,40277939179689;14,002388922924316;14,457152154236544
PM25;SUBA;2020;2021;12,657059400363035;9,845459799250227;47929;12,583086530071743;12,731032270654328;12,56891476652099;12,74520403420508;12,541216027225541;12,77290277350053
PM25;SUBA;2020;2022;13,088118523046148;9,665881179765966;71986;13,02886007450115;13,147376971591147;13,017507447860838;13,158729598231458;12,99531893967953;13,180918106412767
PM25;SUBA;2020;2023;13,04205588268541;9,520393018235323;97311;12,991855699643994;13,092256065726827;12,982238500578097;13,101873264792724;12,963441952684303;13,120669812686518
PM25;SUBA;2021;2021;11,80657086829331;8,742024751182646;31107;11,725039795258652;11,888101941327967;11,709419715716324;11,903722020870296;11,678889744463463;11,934251992123157
PM25;SUBA;2021;2022;12,739977159016751;9,024343911419995;55164;12,67677639724697;12,803177920786533;12,664668418752122;12,815285899281381;12,641003444502873;12,83895087353063
PM25;SUBA;2021;2023;12,79382648560673;9,046311716394184;80489;12,741377687802409;12,84627528341105;12,731329667809751;12,856323303403707;12,711691031730176;12,875961939483282
PM25;SUBA;2022;2022;13,946921893835473;9,238209741542256;24057;13,848947842805696;14,04489594486525;13,830177233252947;14,063666554417999;13,793488947803358;14,100354839867588
PM25;SUBA;2022;2023;13,415724353003117;9,178576136762134;49382;13,347784221770333;13,483664484235902;13,334768227831644;13,496680478174591;13,309328464947559;13,522120241058676
PM25;SUBA;2023;2023;12,911123395853899;9,09305409533767;25325;12,817134144167742;13,005112647540056;12,799127038809836;13,023119752897962;12,763931173619724;13,058315618088074
PM25;TUNJELITO;2020;2020;14,744755654517755;12,789269328789487;8533;14,516999944145635;14,972511364889876;14,473358952742846;15,016152356292665;14,388050728262462;15,101460580773049
PM25;TUNJELITO;2020;2021;14,570729020015914;12,401745385344931;16337;14,411123266875805;14,730334773156024;14,380543728697052;14,760914311334776;14,32077249280973;14,820685547222098
PM25;TUNJELITO;2020;2022;16,372654047523156;12,374154192390435;24830;16,243481381098494;16,501826713947818;16,218733561465452;16,52657453358086;16,170362549430624;16,574945545615687
PM25;TUNJELITO;2020;2023;16,84668905950096;12,336500855213902;33344;16,73556132320495;16,95781679579697;16,714271066586456;16,979107052415465;16,672658672484577;17,020719446517344
PM25;TUNJELITO;2021;2021;14,380445925166581;11,961584972924177;7804;14,157700435164017;14,603191415169146;14,115018642359521;14,645873207973642;14,031584118926798;14,729307731406365
PM25;TUNJELITO;2021;2022;17,22501073817267;12,064240291698926;16297;17,069558101719682;17,38046337462566;17,03977426874658;17,41024720759876;16,98155831791514;17,4684631584302
PM25;TUNJELITO;2021;2023;17,56958607069445;12,093016845051926;24811;17,443299841204915;17,695872300183982;17,419105024404125;17,720067116984772;17,371814885558255;17,767357255830643
PM25;TUNJELITO;2022;2022;19,838808430472152;11,556840669803746;8493;19,63251604395788;20,045100816986423;19,592987669318457;20,084629191625847;19,51571861499877;20,161898245945533
PM25;TUNJELITO;2022;2023;19,03298641735756;11,86976670183173;17007;18,883266615933383;19,182706218781735;18,8545812910632;19,211391543651917;18,798512708181722;19,267460126533397
PM25;TUNJELITO;2023;2023;18,229151984965938;12,121327237633714;8514;18,013050439674107;18,44525353025777;17,971642520537436;18,48666144939444;17,890699414600366;18,56760455533151
PM25;USAQUEN;2020;2020;13,50665403741416;11,589950149559888;8446;13,299195682657063;13,714112392171257;13,259443846920924;13,753864227907396;13,181737903310042;13,831570171518278
PM25;USAQUEN;2020;2021;12,849941800753166;10,657815629581306;14605;12,704873598538107;12,995010002968225;12,677079014515858;13,022804586990475;12,622750725487517;13,077132876018815
PM25;USAQUEN;2020;2022;12,955462034383954;10,092665070766028;22336;12,84437882183943;13,066545246928479;12,823096539583773;13,087827529184135;12,781498847081972;13,129425221685937
PM25;USAQUEN;2020;2023;12,364207496608993;9,722644373172283;30227;12,272220286919904;12,456194706298081;12,25459694585259;12,473818047365395;12,220151486139613;12,508263507078372
PM25;USAQUEN;2021;2021;11,949374898522487;9,152328719839481;6159;11,757521673775727;12,141228123269247;11,720757136829505;12,17799266021547;11,648886147008996;12,249863650035978
PM25;USAQUEN;2021;2022;12,620302375809935;9,046117213626431;13890;12,49404193164781;12,746562819972059;12,46985070075331;12,77075405086656;12,42256541497275;12,81803933664712
PM25;USAQUEN;2021;2023;11,921201965015381;8,854421288337088;21781;11,822513361518526;12,019890568512237;11,803605707521127;12,038798222509635;11,766649329519566;12,075754600511196
PM25;USAQUEN;2022;2022;13,154805329194152;8,925168194153118;7731;12,987820168228488;13,321790490159817;12,955822926539515;13,35378773184879;12,893274493489793;13,416336164898512
PM25;USAQUEN;2022;2023;11,910094738189732;8,734452759392997;15622;11,795141715256067;12,025047761123398;11,773117272640922;12,047072203738542;11,730067784670851;12,090121691708614
PM25;USAQUEN;2023;2023;10,690622227854517;8,366318541464027;7891;10,535688266237083;10,845556189471951;10,50600038011571;10,875244075593324;10,447966510591113;10,93327794511792
PM25;USME;2020;2020;24,107888173539816;9,781159701430884;17241;23,985353296852928;24,230423050226705;23,96187645707047;24,253899890009162;23,91598847665693;24,2997878704227
PM25;USME;2020;2021;24,107888173539816;9,781159701430884;17241;23,985353296852928;24,230423050226705;23,96187645707047;24,253899890009162;23,91598847665693;24,2997878704227
PM25;USME;2020;2022;20,77505372982689;11,217448716066498;25591;20,65971014543889;20,89039731421489;20,63761184660923;20,912495613044552;20,59441954713475;20,955687912519032
PM25;USME;2020;2023;18,60253149652655;11,46622946951879;33972;18,50020239255272;18,70486060050038;18,480597829171828;18,72446516388127;18,44228019958326;18,76278279346984
PM25;USME;2021;2022;13,893449101796408;10,854683228987435;8350;13,698037941219553;14,088860262373263;13,6605944212996;14,126303782293217;13,587400575210285;14,199497628382531
PM25;USME;2021;2023;12,929358675512521;10,244780336803117;16731;12,799074098635753;13,05964325238929;12,774112391622593;13,08460495940245;12,72532195616482;13,133395394860223
PM25;USME;2022;2022;13,893449101796408;10,854683228987435;8350;13,698037941219553;14,088860262373263;13,6605944212996;14,126303782293217;13,587400575210285;14,199497628382531
PM25;USME;2022;2023;12,929358675512521;10,244780336803117;16731;12,799074098635753;13,05964325238929;12,774112391622593;13,08460495940245;12,72532195616482;13,133395394860223
PM25;USME;2023;2023;11,968834267987114;9,502534893000746;8381;11,798081865783542;12,139586670190686;11,765363335529823;12,172305200444406;11,701405845788134;12,236262690186095
SO2;Todas;2020;2020;5,086298583521877;5,773242807994159;107403;5,057322304174873;5,1152748628688816;5,051771125783049;5,120826041260705;5,040921517195869;5,131675649847885
SO2;Todas;2020;2021;5,222716919256401;6,986457639769983;206617;5,197435397685099;5,247998440827703;5,1925920868417155;5,252841751671086;5,183126044634556;5,262307793878246
SO2;Todas;2020;2022;5,395814622462123;7,140103682807019;313648;5,3748439770687595;5,416785267855487;5,370826534620093;5,420802710304153;5,362974635235115;5,428654609689132
SO2;Todas;2020;2023;5,402371233081031;7,536812923536676;422248;5,3832932638290645;5,421449202332998;5,379638415298841;5,425104050863222;5,372495196835413;5,43224726932665
SO2;Todas;2021;2021;5,370395054528595;8,094882271130421;99214;5,328122804059661;5,412667304997529;5,320024417130588;5,4207656919266025;5,304196349772356;5,436593759284834
SO2;Todas;2021;2022;5,556996474775147;7,752233479851292;206245;5,528918593239401;5,585074356310893;5,523539569282528;5,590453380267766;5,513026498762174;5,60096645078812
SO2;Todas;2021;2023;5,5101930208832925;8,04769457121871;314845;5,486601734656512;5,533784307110073;5,4820822441544745;5,538303797612111;5,473249115982008;5,547136925784577
SO2;Todas;2022;2022;5,729969476133084;7,416338453179539;107031;5,692681761574516;5,767257190691652;5,6855383058985485;5,774400646367619;5,671576639351094;5,788362312915074
SO2;Todas;2022;2023;5,574515476531667;8,025090680434987;215631;5,546088971169743;5,602941981893592;5,540643161586304;5,608387791477031;5,529999564668287;5,619031388395047
SO2;Todas;2023;2023;5,421307400736647;8,580185308666675;108600;5,378480887591407;5,464133913881887;5,370276329358552;5,472338472114743;5,354240773295899;5,488374028177395
SO2;BARRIOS UNIDOS;2020;2020;2,6573509115183067;1,8432525776932736;29961;2,639834409505246;2,6748674135313673;2,636478514153135;2,6782233088834784;2,6299192921216497;2,6847825309149638
SO2;BARRIOS UNIDOS;2020;2021;2,6380693976602023;1,8736533508072066;37952;2,6222492778393884;2,653889517481016;2,61921842113802;2,6569203741823846;2,6132945591055265;2,662844236214878
SO2;BARRIOS UNIDOS;2020;2022;2,657116691490829;2,219921672580868;43506;2,639610181416276;2,6746232015653817;2,6362562619322563;2,6779771210494014;2,62970099980478;2,6845323831768777
SO2;BARRIOS UNIDOS;2020;2023;2,604838579284339;2,131628697609851;50918;2,5893000092882446;2,6203771492804337;2,5863231278637255;2,6233540307049528;2,580504817607997;2,629172340960681
SO2;BARRIOS UNIDOS;2021;2021;2,5657763884369915;1,981942965887808;7991;2,5293036644064752;2,602249112467508;2,5223149123457334;2,6092378645282497;2,5086533334099776;2,6228994434640054
SO2;BARRIOS UNIDOS;2021;2022;2,6565986061277225;2,8833827473155993;13545;2,6158446518713387;2,697352560384106;2,6080362561566233;2,7051609560988217;2,592773568672703;2,720423643582742
SO2;BARRIOS UNIDOS;2021;2023;2,5297647621319848;2,484601503454467;20957;2,5015329573213845;2,557996566942585;2,496124035922186;2,5634054883417834;2,4855518801709766;2,573977644092993
SO2;BARRIOS UNIDOS;2022;2022;2,787272056175729;3,8206023339881394;5554;2,7029330238927356;2,8716110884587227;2,6867707603715787;2,8877733519798796;2,655174348714326;2,9193697636371323
SO2;BARRIOS UNIDOS;2022;2023;2,5075706463057226;2,7488280615102294;12966;2,467860374789374;2,547280917822071;2,4602519027878755;2,5548893898235696;2,445379925820529;2,569761366790916
SO2;BARRIOS UNIDOS;2023;2023;2,297983270372369;1,4760727232687496;7412;2,2697785630649925;2,326187977679745;2,264374000717738;2,3315925400269997;2,253809039603842;2,3421575011408957
SO2;BOSA;2020;2020;5,552439871703492;4,045826423121373;1403;5,374655849208439;5,730223894198545;5,340554199597498;5,764325543809487;5,273836025794302;5,831043717612682
SO2;BOSA;2020;2021;5,552439871703492;4,045826423121373;1403;5,374655849208439;5,730223894198545;5,340554199597498;5,764325543809487;5,273836025794302;5,831043717612682
SO2;BOSA;2020;2022;5,552439871703492;4,045826423121373;1403;5,374655849208439;5,730223894198545;5,340554199597498;5,764325543809487;5,273836025794302;5,831043717612682
SO2;BOSA;2020;2023;5,552439871703492;4,045826423121373;1403;5,374655849208439;5,730223894198545;5,340554199597498;5,764325543809487;5,273836025794302;5,831043717612682
SO2;CHAPINERO;2020;2020;2,2394361990950227;1,0673870986292715;442;2,155750482080152;2,3231219161098933;2,139654143333412;2,3392182548566334;2,1080919114316634;2,370780486758382
SO2;CHAPINERO;2020;2021;2,2394361990950227;1,0673870986292715;442;2,155750482080152;2,3231219161098933;2,139654143333412;2,3392182548566334;2,1080919114316634;2,370780486758382
SO2;CHAPINERO;2020;2022;2,2394361990950227;1,0673870986292715;442;2,155750482080152;2,3231219161098933;2,139654143333412;2,3392182548566334;2,1080919114316634;2,370780486758382
SO2;CHAPINERO;2020;2023;2,2394361990950227;1,0673870986292715;442;2,155750482080152;2,3231219161098933;2,139654143333412;2,3392182548566334;2,1080919114316634;2,370780486758382
SO2;CIUDAD BOLIVAR;2020;2020;6,94121544117647;4,402999690616721;680;6,663106860091977;7,219324022260963;6,609689805496002;7,2727410768569385;6,505067696716733;7,377363185636208
SO2;CIUDAD BOLIVAR;2020;2021;8,098291333041958;5,9307879865305875;9152;7,996308841613672;8,200273824470244;7,976767927813449;8,219814738270466;7,938570316010643;8,258012350073273
SO2;CIUDAD BOLIVAR;2020;2022;7,988313353007946;6,117458486646224;17620;7,912504806320175;8,064121899695717;7,897980442070803;8,07864626394509;7,869591078252536;8,107035627763356
SO2;CIUDAD BOLIVAR;2020;2023;7,430808569564383;5,867980006553483;26055;7,371010689787908;7,490606449340858;7,359554224313223;7,502062914815543;7,337161976108021;7,524455163020745
SO2;CIUDAD BOLIVAR;2021;2021;8,191163335694053;6,027253680397021;8472;8,083442118764902;8,298884552623205;8,062801285203038;8,319525386185068;8,02245309547733;8,359873575910777
SO2;CIUDAD BOLIVAR;2021;2022;8,030345618654076;6,172741314646033;16940;7,952331647953614;8,108359589354537;7,93738468040451;8,123306556903643;7,908169199211582;8,15252203809657
SO2;CIUDAD BOLIVAR;2021;2023;7,443928700689656;5,901745291767155;25375;7,382986160889304;7,504871240490008;7,371310372813065;7,516547028566247;7,348489413588758;7,539367987790555
SO2;CIUDAD BOLIVAR;2022;2022;7,869451936702881;6,311200755291826;8468;7,756629273656625;7,982274599749138;7,735010932296017;8,003892941109745;7,692751931168948;8,046151942236815
