variable;localidad;year_start;year_end;mean;std;n;ci_90_lower;ci_90_upper;ci_95_lower;ci_95_upper;ci_99_lower;ci_99_upper
NO2;TUNJELITO;2020;2022;29,02771614246855;21,311195608563338;23528;28,79917748739925;29,25625479753785;28,75539225141709;29,30004003352001;28,66981125887518;29,38562102606192
NO2;TUNJELITO;2020;2023;27,81962521256236;20,42010714163353;31873;27,631482922829754;28,007767502294968;27,595437849328373;28,04381257579635;27,524986618161;28,11426380696372
NO2;TUNJELITO;2021;2021;32,36035770959168;26,481825476482513;8278;31,881550065635032;32,83916535354833;31,789803634688507;32,93091178449485;31,61045927214745;33,11025614703591
NO2;TUNJELITO;2021;2022;29,582864834831028;22,98193100069828;15802;29,282130366445667;29,88359930321639;29,224511172619188;29,94121849704287;29,111887473912475;30,05384219574958
NO2;TUNJELITO;2021;2023;27,79638212283099;21,3101099906923;24147;27,57080345918775;28,02196078647423;27,52758540486299;28,065178840798993;27,443113136886357;28,149651108775625
NO2;TUNJELITO;2022;2022;26,527032030834665;17,886936053204632;7524;26,187803555612202;26,866260506057127;26,122801110504557;26,931262951164772;25,99573322303128;27,05833083863805
NO2;TUNJELITO;2022;2023;25,415602621463233;17,569535647116986;15869;25,18617900815553;25,645026234770935;25,142222632037683;25,688982610888782;25,056304599723546;25,77490064320292
NO2;TUNJELITO;2023;2023;24,413518154583585;17,218037724439952;8345;24,103457998582865;24,723578310584305;24,0440461151202;24,78299019404697;23,927908938050745;24,899127371116425
NO2;USAQUEN;2020;2020;24,992839197465678;17,41297318824341;1894;24,334389221661095;25,65128917327026;24,208129889347035;25,77754850558432;23,96117556715457;26,024502827776786
NO2;USAQUEN;2020;2021;20,226737695154778;16,306915684300275;11888;19,980713096887225;20,47276229342233;19,93357430069681;20,519901089612745;19,841433047446966;20,61204234286259
NO2;USAQUEN;2020;2022;20,771918755235223;16,54590897063486;20534;20,581985634920482;20,961851875549964;20,545596353056105;20,99824115741434;20,474470583017272;21,069366927453174
NO2;USAQUEN;2020;2023;20,063493071814033;16,427830832303627;28908;19,904560696602637;20,22242544702543;19,874111605548865;20,2528745380792;19,814597622766545;20,31238852086152
NO2;USAQUEN;2021;2021;19,323496125675405;15,929711434930505;9994;19,061372748091053;19,585619503259757;19,011147979635652;19,635844271715158;18,912972386821398;19,73401986452941
NO2;USAQUEN;2021;2022;20,343033384120172;16,395030577273694;18640;20,14550108464731;20,540565683593034;20,10765554540884;20,578411222831505;20,033682876909364;20,65238389133098
NO2;USAQUEN;2021;2023;19,717887772266234;16,301050815323343;27014;19,554746703070187;19,88102884146228;19,523491154624683;19,912284389907786;19,46240070502272;19,97337483950975
NO2;USAQUEN;2022;2022;21,521526948878094;16,84114438502471;8646;21,223580796549076;21,819473101207112;21,166490547248358;21,87656335050783;21,054892324738162;21,988161573018026
NO2;USAQUEN;2022;2023;19,949471210340775;16,51128216820773;17020;19,741285019709114;20,157657400972436;19,701397924073525;20,197544496608025;19,62343426867967;20,27550815200188
NO2;USAQUEN;2023;2023;18,326352758538334;16,00341004748581;8374;18,03866501194686;18,614040505129807;17,983540036966943;18,669165480109726;17,875782888328136;18,776922628748533
NO2;USME;2020;2020;42,428274623827576;16,35082758204232;20044;42,238300315378886;42,618248932276266;42,201903065733624;42,65464618192153;42,130761600177394;42,72578764747776
NO2;USME;2020;2021;37,85333698790971;17,529444078382674;28618;37,68288980822124;38,02378416759817;37,65023463081608;38,056439345003334;37,58640873064406;38,120265245175354
NO2;USME;2020;2022;36,03753010332702;17,488552366212847;36970;35,88791781134135;36,18714239531269;35,85925469225523;36,21580551439882;35,80323207205948;36,271828134594564
NO2;USME;2020;2023;34,01194316049057;17,450207421742736;45417;33,87725559989016;34,14663072109097;33,85145202967004;34,17243429131109;33,801018817995974;34,22286750298516
NO2;USME;2021;2021;27,158206363424306;15,405854310590705;8574;26,88451049880653;27,43190222804208;26,832066821198026;27,484345905650585;26,729551427515567;27,586861299333044
NO2;USME;2021;2022;28,469523299066527;15,678453213047616;16926;28,271289787380038;28,667756810753016;28,233309537236405;28,70573706089665;28,159072983361686;28,779973614771368
NO2;USME;2021;2023;27,36326354628936;15,287596658790646;25373;27,20539470538181;27,52113238719691;27,17514911426547;27,55137797831325;27,11603247047589;27,61049462210283
NO2;USME;2022;2022;29,815695641762453;15,841851828504243;8352;29,530537260716965;30,10085402280794;29,475896917000274;30,155494366524632;29,369087067077572;30,262304216447333
NO2;USME;2022;2023;27,46792217393892;15,226281304366024;16799;27,27467936475579;27,66116498312205;27,23765527150385;27,69818907637399;27,165287584371903;27,770556763505937
NO2;USME;2023;2023;25,146553166804786;14,216803138945354;8447;24,892089607841555;25,401016725768017;24,84333093838198;25,449775395227594;24,748018652219937;25,545087681389635
O3;Todas;2020;2020;25,70546743379381;22,378065225079645;132616;25,604389847229662;25,80654502035796;25,585025802822855;25,825909064764765;25,54717946594404;25,86375540164358
O3;Todas;2020;2021;24,22489864756572;21,058522159472442;283267;24,1598169944671;24,28998030066434;24,147348996996975;24,302448298134465;24,122980879450907;24,326816415680533
O3;Todas;2020;2022;23,412388329013552;20,94224583153646;409357;23,358548907824158;23,466227750202947;23,34823465724933;23,476542000777776;23,328075968746212;23,496700689280893
O3;Todas;2020;2023;23,461905033370048;21,023401727089194;529367;23,41437670130124;23,509433365438856;23,4052715022483;23,518538564491795;23,38747585884121;23,536334207898886
O3;Todas;2021;2021;22,92157434069472;19,7327424803471;150651;22,83795025812506;23,00519842326438;22,821929912552783;23,021218768836654;22,790618756920043;23,052529924469393
O3;Todas;2021;2022;22,313530629722376;20,125739728221106;276741;22,25060264703211;22,37645861241264;22,23854723652858;22,388514022916173;22,214985498077777;22,412075761366975
O3;Todas;2021;2023;22,711983114346285;20,496034543164722;396751;22,658460280448022;22,76550594824455;22,64820667846288;22,77575955022969;22,628166522366964;22,795799706325607
O3;Todas;2022;2022;21,587046427155204;20,561970331741964;126090;21,491798649056417;21,682294205253992;21,473551443727278;21,70054141058313;21,43788790912729;21,73620494518312
O3;Todas;2022;2023;22,58368109142625;20,94857307280632;246100;22,514222250675353;22,653139932177147;22,50091568230967;22,66644650054283;22,47490859724773;22,69245358560477
O3;Todas;2023;2023;23,630807704357974;21,2971220587062;120010;23,52968636544368;23,731929043272267;23,51031391203095;23,751301496685;23,472451096907033;23,789164311808914
O3;BARRIOS UNIDOS;2020;2020;25,59870974806137;25,064531943300043;30047;25,360861647367;25,836557848755742;25,315293576736387;25,882125919386354;25,226229103511045;25,971190392611696
O3;BARRIOS UNIDOS;2020;2021;25,214723330730184;24,389081498761662;40976;25,016539718425545;25,412906943034823;24,97857135453037;25,450875306929998;24,904361735837604;25,525084925622764
O3;BARRIOS UNIDOS;2020;2022;24,445716260060365;24,254821131341007;47712;24,263066143053987;24,628366377066744;24,22807392638833;24,6633585937324;24,159681561836578;24,731750958284152
O3;BARRIOS UNIDOS;2020;2023;24,562370907278524;24,350558107861048;56179;24,393382724479512;24,731359090077536;24,361008049836634;24,763733764720413;24,29773196447687;24,827009850080177
O3;BARRIOS UNIDOS;2021;2021;24,159032976484585;22,394654423384978;10929;23,806647316851702;24,51141863611747;23,73912865195278;24,578937301016392;23,607149879123238;24,710916073845933
O3;BARRIOS UNIDOS;2021;2022;22,48455037645061;22,67806287656851;17665;22,20387832554571;22,76522242735551;22,150103622838593;22,818997130062627;22,044995457302544;22,924105295598675
O3;BARRIOS UNIDOS;2021;2023;23,370771598040715;23,446758733550453;26132;23,132188791347353;23,609354404734077;23,08647955965039;23,65506363643104;22,997138541064615;23,744404655016815
O3;BARRIOS UNIDOS;2022;2022;19,767742131828978;22,872811485558785;6736;19,30927784739706;20,226206416260897;19,22142520417094;20,314059059487015;19,049685517535533;20,485798746122423
O3;BARRIOS UNIDOS;2022;2023;22,804113135565352;24,15965776728644;15203;22,481798628529866;23,126427642600838;22,42004453709685;23,188181734033854;22,299338246791347;23,308888024339357
O3;BARRIOS UNIDOS;2023;2023;25,21972611314515;24,874388101485497;8467;24,77503094769178;25,66442127859852;24,689821364213465;25,749630862076835;24,523255766212685;25,916196460077614
O3;BOSA;2020;2020;26,151430344827588;21,829315624439445;1740;25,290190390795544;27,012670298859632;25,1250319530209;27,177828736634275;24,801971986026437;27,50088870362874
O3;BOSA;2020;2021;21,759580576496674;19,492792219763118;6765;21,369704224135177;22,14945692885817;21,294994741338652;22,224166411654696;21,148948237299173;22,370212915694175
O3;BOSA;2020;2022;21,759580576496674;19,492792219763118;6765;21,369704224135177;22,14945692885817;21,294994741338652;22,224166411654696;21,148948237299173;22,370212915694175
O3;BOSA;2020;2023;21,759580576496674;19,492792219763118;6765;21,369704224135177;22,14945692885817;21,294994741338652;22,224166411654696;21,148948237299173;22,370212915694175
O3;BOSA;2021;2021;20,238820656716417;18,374749772223904;5025;19,812377896964946;20,665263416467887;19,730654038660088;20,746987274772746;19,57088365083844;20,906757662594394
O3;BOSA;2021;2022;20,238820656716417;18,374749772223904;5025;19,812377896964946;20,665263416467887;19,730654038660088;20,746987274772746;19,57088365083844;20,906757662594394
O3;BOSA;2021;2023;20,238820656716417;18,374749772223904;5025;19,812377896964946;20,665263416467887;19,730654038660088;20,746987274772746;19,57088365083844;20,906757662594394
O3;CIUDAD BOLIVAR;2020;2020;27,03750291262136;19,580983917722737;721;25,836474496668718;28,238531328574002;25,60582396668781;28,469181858554908;25,154128685699693;28,920877139543027
O3;CIUDAD BOLIVAR;2020;2021;21,583679969727548;17,181364602200997;7928;21,266245673693373;21,901114265761723;21,205420123985732;21,961939815469364;21,086518461641678;22,08084147781342
O3;CIUDAD BOLIVAR;2020;2022;25,15430421917808;20,340300105216976;16425;24,89323454881868;25,41537388953748;24,8432151405591;25,46539329779706;24,745446481597924;25,563161956758236
O3;CIUDAD BOLIVAR;2020;2023;26,032240744051414;20,786655095561276;23493;25,809161197086116;26,255320291016712;25,766421855261097;26,29805963284173;25,68288512090007;26,381596367202757
O3;CIUDAD BOLIVAR;2021;2021;21,03807065353129;16,827127978205205;7207;20,711996910360757;21,36414439670182;20,649514509628933;21,426626797433645;20,527371820340814;21,548769486721763
O3;CIUDAD BOLIVAR;2021;2022;25,067843046357616;20,370903872498772;15704;24,800445120314883;25,33524097240035;24,749213002622586;25,386473090092647;24,64907356153917;25,486612531176064
O3;CIUDAD BOLIVAR;2021;2023;26,000412445108026;20,823301921006692;22772;25,77342913035462;26,22739575986143;25,729941770326747;26,270883119889305;25,644942822490325;26,355882067725727
O3;CIUDAD BOLIVAR;2022;2022;28,485822290220078;22,39128248733098;8497;28,086226619970844;28,88541796046931;28,00965876364852;28,961985816791636;27,85998589115115;29,111658689289005
O3;CIUDAD BOLIVAR;2022;2023;28,298105814327016;22,059373970692;15565;28,00725403296169;28,588957595692342;27,95152821681944;28,644683411834592;27,84260520329993;28,753606425354103
O3;CIUDAD BOLIVAR;2023;2023;28,072437040181097;21,653053059019328;7068;27,648740360890248;28,496133719471946;27,567551016756173;28,57732306360602;27,40883874484885;28,736035335513343
O3;ENGATIVÁ;2020;2020;25,105435481990906;19,17274127152007;8579;24,764917509391438;25,445953454590374;24,699669857019742;25,51120110696207;24,57212563395018;25,638745330031632
O3;ENGATIVÁ;2020;2021;22,046969237535485;19,228015282189652;25011;21,846977398427214;22,246961076643757;21,808661556917382;22,28527691815359;21,73377111076282;22,36016736430815
O3;ENGATIVÁ;2020;2022;20,29352040166306;19,43679690850853;41129;20,135872693739543;20,451168109586575;20,105670274315525;20,481370529010594;20,04663929414156;20,54040150918456
O3;ENGATIVÁ;2020;2023;20,552486159685024;19,595332039880645;56386;20,41674818165904;20,688224137711007;20,39074356822847;20,71422875114158;20,33991772974061;20,76505458962944
O3;ENGATIVÁ;2021;2021;20,450171409444984;19,06339987274698;16432;20,20554300215336;20,69479981673661;20,158673645024567;20,7416691738654;20,067062124990507;20,83328069389946
O3;ENGATIVÁ;2021;2022;19,025274027649772;19,30741102288636;32550;18,849243430115713;19,20130462518383;18,815518803283226;19,235029252016318;18,74960302007795;19,300945035221595
O3;ENGATIVÁ;2021;2023;19,735456180057312;19,558558459016293;47807;19,588317529293278;19,882594830821347;19,560128622256006;19,91078373785862;19,505033344659918;19,965879015454707
O3;ENGATIVÁ;2022;2022;17,572617756545476;19,446444736471157;16118;17,320654705694448;17,824580807396504;17,27237997309839;17,872855539992564;17,1780213249988;17,967214188092154
O3;ENGATIVÁ;2022;2023;19,361139027888445;19,80296056161378;31375;19,17724046482256;19,54503759095433;19,1420083909329;19,58026966484399;19,073146143772313;19,649131912004577
O3;ENGATIVÁ;2023;2023;21,250592121649078;20,000397318793308;15257;20,984239068560136;21,51694517473802;20,933206975154445;21,56797726814371;20,83345823826392;21,667726005034236
O3;FONTIBÓN;2020;2021;16,469332776280325;16,302805504309987;3710;16,028969458119263;16,909696094441387;15,944567330873548;16,994098221687103;15,779544165517244;17,159121387043406
O3;FONTIBÓN;2020;2022;18,95533761646996;19,52039913220341;11269;18,65284904753904;19,257826185400884;18,59489117056233;19,315784062377592;18,481601325348496;19,429073907591427
O3;FONTIBÓN;2020;2023;22,888757387347482;24,291301713166053;24833;22,635198023842232;23,142316750852732;22,586619315094858;23,190895459600107;22,491669484206707;23,285845290488258
O3;FONTIBÓN;2021;2021;16,469332776280325;16,302805504309987;3710;16,028969458119263;16,909696094441387;15,944567330873548;16,994098221687103;15,779544165517244;17,159121387043406
O3;FONTIBÓN;2021;2022;18,95533761646996;19,52039913220341;11269;18,65284904753904;19,257826185400884;18,59489117056233;19,315784062377592;18,481601325348496;19,429073907591427
O3;FONTIBÓN;2021;2023;22,888757387347482;24,291301713166053;24833;22,635198023842232;23,142316750852732;22,586619315094858;23,190895459600107;22,491669484206707;23,285845290488258
O3;FONTIBÓN;2022;2022;20,175482868104247;20,81197899804265;7559;19,781695575055323;20,56927016115317;19,706238734202458;20,644727002006036;19,558734546384645;20,79223118982385
O3;FONTIBÓN;2022;2023;24,016251839227383;25,269151266051797;21123;23,730256365069703;24,302247313385063;23,67546263063152;24,357041047823245;23,56836409112731;24,464139587327455
O3;FONTIBÓN;2023;2023;26,15665088469478;27,207145459564398;13564;25,772372453394606;26,540929315994955;25,69874530327468;26,61455646611488;25,554829951586115;26,758471817803446
O3;KENNEDY;2020;2020;28,240008277564808;24,52440021088017;15391;27,914832359435085;28,56518419569453;27,852530122213505;28,62748643291611;27,730752551448003;28,749264003681613
O3;KENNEDY;2020;2021;25,45302821352059;23,110018539202084;33608;25,24567145842487;25,66038496861631;25,20594531230188;25,7001111147393;25,12829948970882;25,77775693733236
O3;KENNEDY;2020;2022;24,546729664105477;22,77040981488729;43079;24,366272288710007;24,727187039500947;24,33170002111507;24,761759307095886;24,264128228832803;24,82933109937815
O3;KENNEDY;2020;2023;24,64531880340209;22,703883770019424;51145;24,480185873435214;24,810451733368968;24,448549688366164;24,84208791843802;24,386716820102876;24,903920786701306
O3;KENNEDY;2021;2021;23,09839187572048;21,565572088424965;18217;22,835563713675263;23,361220037765698;22,78520792155625;23,41157582988471;22,686782609925718;23,510001141515243
O3;KENNEDY;2021;2022;22,49373735192141;21,461638646403816;27688;22,281579615386633;22,705895088456188;22,24093322334314;22,74654148049968;22,161488028199095;22,825986675643726
O3;KENNEDY;2021;2023;23,097915276612405;21,691318885245366;35754;22,909219512598337;23,28661104062647;22,873068619698216;23,322761933526593;22,802410907363917;23,39341964586089
O3;KENNEDY;2022;2022;21,330714285714286;21,213025781720297;9471;20,972143878459217;21,689284692969355;20,903438478527097;21,757990092901476;20,769137272109727;21,892291299318845
O3;KENNEDY;2022;2023;23,097420197297144;21,8217892827102;17537;22,826361774505287;23,368478620089;22,77442893440163;23,420411460192657;22,672920817677;23,521919576917288
O3;KENNEDY;2023;2023;25,17186498884205;22,33925377467699;8066;24,762682822010408;25,58104715567369;24,684277194012097;25,659452783672002;24,531010505896642;25,812719471787457
O3;PUENTE ARANDA;2020;2020;19,310950409026802;17,246353692992386;10635;19,03584848132835;19,586052336725253;18,983137488786177;19,638763329267427;18,880102906570798;19,741797911482806
O3;PUENTE ARANDA;2020;2021;19,844677110612746;18,43575881722041;27646;19,662293135799377;20,027061085426116;19,627350967852426;20,062003253373067;19,559054928994716;20,130299292230777
O3;PUENTE ARANDA;2020;2022;19,29131847375925;18,57111495482302;44187;19,145997907335513;19,43663904018299;19,11815722566357;19,464479721854932;19,063742421124942;19,51889452639356
O3;PUENTE ARANDA;2020;2023;20,022633539003245;19,109589877750807;60777;19,895131945212317;20,150135132794173;19,87070530940801;20,17456176859848;19,822963705361257;20,222303372645232
O3;PUENTE ARANDA;2021;2021;20,178354347187113;19,134782471366577;17011;19,937025345240578;20,41968334913365;19,890788303870647;20,46592039050358;19,800412986651555;20,556295707722672
O3;PUENTE ARANDA;2021;2022;19,285095726037195;18,97196861902066;33552;19,114725994345612;19,455465457728778;19,08208595111802;19,48810550095637;19,018290102935286;19,551901349139104
O3;PUENTE ARANDA;2021;2023;20,173579853216864;19,47870281183473;50142;20,030494728618176;20,316664977815552;20,00308244561307;20,344077260820658;19,94950515638509;20,39765455004864
O3;PUENTE ARANDA;2022;2022;18,366455837011067;18,759322046191006;16541;18,12652402157884;18,606387652443292;18,08055453626148;18,652357137760653;17,990701970464244;18,74220970355789
O3;PUENTE ARANDA;2022;2023;20,1711284054209;19,653235231711747;33131;19,993522999414132;20,34873381142767;19,959496697029085;20,38276011381272;19,89299133155636;20,449265479285444
O3;PUENTE ARANDA;2023;2023;21,970470717299573;20,347573755834297;16590;21,71060981127002;22,230331623329125;21,660822048381792;22,280119386217354;21,563506251594813;22,377435183004334
O3;SAN CRISTOBAL;2020;2020;26,108706333567913;16,119757361255907;8526;25,821522301242705;26,39589036589312;25,766494051914314;26,45091861522151;25,658926310084684;26,55848635705114
O3;SAN CRISTOBAL;2020;2021;25,262589748085805;16,54510059508162;17109;25,054520511823537;25,470658984348074;25,014655845394948;25,510523650776662;24,93673606458276;25,58844343158885
O3;SAN CRISTOBAL;2020;2022;23,833425831152088;16,51766773927975;25597;23,663602573731303;24,003249088572872;23,631066693648325;24,03578496865585;23,567473587747997;24,099378074556178
O3;SAN CRISTOBAL;2020;2023;22,372256767786695;16,165884985768372;29404;22,21718340036444;22,52733013520895;22,18747366871784;22,55703986685555;22,12940484261566;22,61510869295773
O3;SAN CRISTOBAL;2021;2021;24,422092252126294;16,916145753590094;8583;24,121722634572162;24,722461869680426;24,064167932367955;24,780016571884634;23,951661674502798;24,89252282974979
O3;SAN CRISTOBAL;2021;2022;22,69705177201101;16,596926372715256;17071;22,488098578637054;22,90600496538497;22,448064542768776;22,946039001253247;22,369813696511404;23,02428984751062
O3;SAN CRISTOBAL;2021;2023;20,846393706293707;15,935072410625315;20878;20,66498583672012;21,027801575867294;20,63022995670221;21,062557455885205;20,56229688000377;21,130490532583643
O3;SAN CRISTOBAL;2022;2022;20,952704170593776;16,081670255956002;8488;20,6655579320202;21,239850409167353;20,610536873427694;21,294871467759858;20,502983106590577;21,402425234596976
O3;SAN CRISTOBAL;2022;2023;18,350239121594143;14,706850288701036;12295;18,13205889512412;18,568419348064165;18,090255340903912;18,610222902284374;18,00854310480037;18,691935138387915
O3;SAN CRISTOBAL;2023;2023;12,547842658261098;8,55443791635853;3807;12,319738596805562;12,775946719716634;12,27601961856722;12,819665697954976;12,190541052014337;12,90514426450786
O3;SANTA FE;2020;2020;27,0314768;21,62837667234194;7875;26,630539004276983;27,432414595723017;26,553712717051553;27,509240882948447;26,403532661706212;27,65942093829379
O3;SANTA FE;2020;2021;26,705578577945378;20,692837537201562;16441;26,440113337641055;26,9710438182497;26,389251769442122;27,021905386448633;26,289837020955428;27,121320134935328
O3;SANTA FE;2020;2022;25,72783743476264;20,307949006953006;23951;25,51198930278473;25,94368556674055;25,47063547202903;25,98503939749625;25,3898069009329;26,065867968592382
O3;SANTA FE;2020;2023;25,69390324749877;20,38039496457475;24388;25,47923477914179;25,90857171585575;25,43810701169047;25,94969948330707;25,357720381559208;26,030086113438333
O3;SANTA FE;2021;2021;26,405969834228344;19,790330998165107;8566;26,054216473602086;26,757723194854602;25,986815954349183;26,825123714107505;25,855063335850915;26,956876332605773
O3;SANTA FE;2021;2022;25,08923579248569;19,59781422697411;16076;24,83497996053454;25,343491624436844;24,78626592976029;25,392205655211093;24,69104859944882;25,487422985522564
O3;SANTA FE;2021;2023;25,05601844607279;19,72625754943924;16513;24,80350568442671;25,30853120771887;24,75512575711215;25,35691113503343;24,660561695465262;25,45147519668032
O3;SANTA FE;2022;2022;23,587352463382157;19,26765176761744;7510;23,221597979380782;23,95310694738353;23,151512630084333;24,02319229667998;23,014508546033063;24,16019638073125
O3;SANTA FE;2022;2023;23,600917956461558;19,554100743007087;7947;23,240078405317966;23,96175750760515;23,170935742933967;24,03090016998915;23,035775864095363;24,166060048827752
O3;SANTA FE;2023;2023;23,834045766590386;23,972982879963816;437;21,94373865494512;25,724352878235653;21,580135118981865;26,087956414198906;20,867142608729758;26,800948924451014
O3;SUBA;2020;2020;28,3265906377709;24,001937511195496;16150;28,01591141630888;28,637269859232916;27,956387001790794;28,696794273751003;27,840039546561098;28,8131417289807
O3;SUBA;2020;2021;24,1066682363069;21,587171587297156;46465;23,941939757271058;24,27139671534274;23,91038094717466;24,30295552543914;23,848699133413323;24,364637339200474
O3;SUBA;2020;2022;22,123754127913653;21,049569233005695;69672;21,992580326257297;22,25492792957001;21,967450265558927;22,28005799026838;21,91833397334228;22,329174282485027
O3;SUBA;2020;2023;21,234751077087793;20,124398343342236;93400;21,12643796570658;21,343064188469008;21,105687652017558;21,36381450215803;21,065131716361805;21,404370437813782
O3;SUBA;2021;2021;21,858548599703123;19,820038329640422;30315;21,671301011478054;22,045796187928193;21,635427246389785;22,081669953016462;21,565310680259696;22,15178651914655
O3;SUBA;2021;2022;20,252078748925676;19,69381957101735;53522;20,11205601212377;20,392101485727583;20,08523048179757;20,418927016053782;20,032800095292078;20,471357402559274
O3;SUBA;2021;2023;19,75212054110033;18,881597209407957;77250;19,64037712352196;19,863863958678696;19,618969557018445;19,885271525182212;19,57712890350957;19,927112178691086
O3;SUBA;2022;2022;18,153568233722584;19,328035054000743;23207;17,94486806619154;18,36226840125363;17,904883602416067;18,4022528650291;17,826731391662587;18,48040507578258
O3;SUBA;2022;2023;18,391592862469373;18,120354940402514;46935;18,254013238450536;18,52917248648821;18,227655637141595;18,555530087797152;18,176139621610055;18,607046103328692
O3;SUBA;2023;2023;18,6243911412677;16,85285983660281;23728;18,4444264708056;18,804355811729803;18,409947443283862;18,83883483925154;18,3425560541503;18,9062262283851
O3;TUNJELITO;2020;2020;25,770901815772035;18,05463916820496;7545;25,428969788110667;26,112833843433403;25,363449335216895;26,178354296327175;25,2353689054749;26,30643472606917
O3;TUNJELITO;2020;2021;25,752257553866446;18,467541617940512;15919;25,511486802875158;25,993028304857734;25,465356390074152;26,03915871765874;25,37518896684465;26,129326140888242
O3;TUNJELITO;2020;2022;25,764521534430525;19,02423988609958;24426;25,564293508284077;25,964749560576973;25,525932351512175;26,003110717348875;25,450953230861412;26,078089837999638
O3;TUNJELITO;2020;2023;26,0462736716941;18,87106818886714;31958;25,872634968279794;26,219912375108404;25,839368556387242;26,253178787000955;25,774348314636196;26,318199028752
O3;TUNJELITO;2021;2021;25,735459016001908;18,832877284819503;8374;25,396906919178353;26,074011112825463;25,33203562699468;26,138882405009134;25,205226581244116;26,2656914507597
O3;TUNJELITO;2021;2022;25,761669853681653;19,44249558456821;16881;25,515517486914085;26,00782222044922;25,46835628301452;26,054983424348787;25,376174529757165;26,14716517760614
O3;TUNJELITO;2021;2023;26,131379175029696;19,11589568378808;24413;25,93013291691417;26,33262543314522;25,891576678293564;26,37118167176583;25,81621625641596;26,446542093643433
O3;TUNJELITO;2022;2022;25,787470906312446;20,0255401823418;8507;25,430304518372594;26,1446372942523;25,36186669477618;26,213075117848714;25,22808622738377;26,346855585241123
O3;TUNJELITO;2022;2023;26,33809003055053;19,259357168298777;16039;26,087937162319633;26,588242898781424;26,040009224868076;26,63617083623298;25,946328387517568;26,72985167358349
O3;TUNJELITO;2023;2023;26,95998552841211;18,337027403558654;7532;26,61240578291755;27,30756527390667;26,545803096699093;27,374167960125124;26,41560705707872;27,504363999745497
O3;USAQUEN;2020;2020;33,53020938752147;21,634972510624902;6988;33,10444950041005;33,955969274632885;33,022864568045556;34,03755420699738;32,86337861224716;34,19704016279577
O3;USAQUEN;2020;2021;32,95523305891282;20,156577813482333;17127;32,70187956373514;33,208586554090495;32,653338743096796;33,25712737472884;32,55846049352991;33,35200562429573
O3;USAQUEN;2020;2022;33,1505395638379;20,853312250646297;24899;32,93315559693459;33,367923530741216;32,8915076361678;33,409571491508004;32,810104356287646;33,49097477138816
O3;USAQUEN;2020;2023;33,65574618949694;20,9384237822884;32581;33,46493607756864;33,84655630142524;33,428379935747174;33,8831124432467;33,35692987553561;33,95456250345826
O3;USAQUEN;2021;2021;32,55894796331;19,062046729987383;10139;32,24753340484055;32,87036252177944;32,187864234184424;32,93003169243557;32,0712276757625;33,04666825085749
O3;USAQUEN;2021;2022;33,00241088716431;20,538996667499603;17911;32,74996457627117;33,25485719805745;32,70159778439328;33,30322398993534;32,607060040351406;33,39776173397721
O3;USAQUEN;2021;2023;33,69002318602743;20,744472394403477;25593;33,47672617329897;33,90332019875589;33,43586129879095;33,94418507326392;33,355988730156184;34,02405764189868
O3;USAQUEN;2022;2022;33,58093257848687;22,307340421128053;7772;33,164676650578635;33,99718850639511;33,08491491968862;34,076950237285125;32,92899628037948;34,23286887659427
O3;USAQUEN;2022;2023;34,432094603338946;21,74644339215254;15454;34,14434079660943;34,719848410068465;34,08920849270872;34,77498071396917;33,98144550087064;34,88274370580725
O3;USAQUEN;2023;2023;35,29322858630566;21,13044002542518;7682;34,8966301215292;35,68982705108212;34,820634893228664;35,765822279382654;34,672078710195045;35,91437846241627
O3;USME;2020;2020;21,591842488734457;21,51010722820966;18419;21,331131910511566;21,85255306695735;21,281181883786402;21,902503093682512;21,18354976479242;22,000135212676494
O3;USME;2020;2021;21,506910153896264;20,470081715714862;24562;21,29206213642073;21,7217581713718;21,250899990747225;21,762920317045303;21,170446199988582;21,843374107803946
O3;USME;2020;2022;22,375082596045754;20,70855139752024;30246;22,179217835701635;22,570947356389873;22,14169314765468;22,608472044436827;22,068349785191124;22,681815406900384
O3;USME;2020;2023;23,120322796783853;20,526078731477085;38058;22,947253177611966;23,29339241595574;22,91409608695707;23,326549506610636;22,849289984572643;23,391355608995063
O3;USME;2021;2021;21,25225140810679;16,972962022397144;6143;20,895997081529053;21,608505734684528;20,827728564508828;21,676774251704753;20,694270365781993;21,810232450431588
O3;USME;2021;2022;23,594876249260167;19,332174306068005;11827;23,302457858815988;23,887294639704347;23,246429877987826;23,94332262053251;23,13691304662133;24,052839451899004
O3;USME;2021;2023;24,553851937471354;19,449935226397027;19639;24,32555177603579;24,782152098906916;24,28181158221557;24,825892292727136;24,196317592191402;24,911386282751305
O3;USME;2022;2022;26,126675052779735;21,307858938784378;5684;25,661720145898215;26,591629959661255;25,57261941941703;26,68073068614244;25,398433016334156;26,854917089225314
O3;USME;2022;2023;26,056647732661528;20,301939653465727;13496;25,769178037527926;26,34411742779513;25,714099254634178;26,399196210688878;25,6064394221638;26,506856043159257
O3;USME;2023;2023;26,005695954941114;19,5387404585128;7812;25,642037060594657;26,36935484928757;25,572353898969006;26,439038010913222;25,43613702751955;26,575254882362678
PM10;Todas;2020;2020;32,8379416389519;22,47198225057129;143726;32,740441828873806;32,93544144902999;32,72176321997207;32,954120057931725;32,68525657304843;32,990626704855366
