Sintoma_predicho;Variable;Coeficiente;Error_estandar;p_valor;IC_Inferior;IC_Superior;R2_ajustado;RMSE
Congestión_nasal;C(Estrato)[T.4];0,006654053410382305;0,06243136088900586;0,9153502482786287;-0,11732225631508439;0,130630363135849;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Estrato)[T.5];0,2132815884201018;0,09344622749454559;0,024745308557493247;0,027715900317660636;0,398847276522543;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Estrato)[T.6];0,5760134347039239;0,11129382072208577;1,3047758575108491e-06;0,3550059635885272;0,7970209058193205;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.BOSA];-0,1763051966598375;0,1506727922183286;0,24494270395221285;-0,47551150081954563;0,12290110749987068;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.CIUDAD BOLIVAR];-0,15167082721135242;0,12727425369155923;0,23641698002658423;-0,4044122711115613;0,1010706166888565;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.ENGATIVA];0,05351457332197602;0,07910853854145533;0,5004211195045474;-0,10357930604389246;0,21060845268784448;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.FONTIBON];0,08774200920424205;0,09796769840402687;0,3727670900543172;-0,10680242403375892;0,282286442442243;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.KENNEDY];0,031021946736833117;0,1514033380831783;0,8381011176269121;-0,2696350767267564;0,33167897020042264;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.PUENTE ARANDA];0,030335684461295136;0,09323161636933175;0,7456245485823476;-0,1548038284793176;0,21547519740190788;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.SANTA FE];0,05091991357863876;0,1557174052225314;0,7444011830266237;-0,2583039922374879;0,36014381939476536;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.SUBA];-0,04178127471027192;0,08626202506347877;0,6292740705383211;-0,21308056059047292;0,12951801116992911;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.USAQUEN];0,10493511239739872;0,09470385345887765;0,27070446384091496;-0,08312797162678148;0,2929981964215789;0,28159999432214966;0,156201392165593
Congestión_nasal;C(Localidad)[T.USME];-0,1899350284681694;0,15675385056044916;0,2287057279502085;-0,5012171093168034;0,12134705238046456;0,28159999432214966;0,156201392165593
Congestión_nasal;PM25;0,028269826029409896;0,04164099900961029;0,49889103081852615;-0,054420945355046844;0,11096059741386663;0,28159999432214966;0,156201392165593
Congestión_nasal;CO;-0,0739270052535678;0,05404383845478565;0,17463710239710487;-0,1812473577112937;0,03339334720415811;0,28159999432214966;0,156201392165593
