;Estacion;Anio;Mes;Hora;Localidad;mean_CO_granular;mean_NO2_granular;mean_O3_granular;mean_PM10_granular;mean_PM25_granular;mean_SO2_granular;mean_CO_local;mean_NO2_local;mean_O3_local;mean_PM10_local;mean_PM25_local;mean_SO2_local
1974;CARVAJAL - SEVILLANA;2020;10;6;KENNEDY;2212.2423;62.98;3.728;98.9032;42.1613;19.7916;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1975;CARVAJAL - SEVILLANA;2020;10;7;KENNEDY;1927.8639;62.4024;11.694;89.9355;37.5161;20.4165;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1976;CARVAJAL - SEVILLANA;2020;10;8;KENNEDY;1440.3581;57.9042;19.66;83.3871;33.3548;16.53;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1977;CARVAJAL - SEVILLANA;2020;10;9;KENNEDY;1222.4577;53.6874;25.428;69.2581;34.5484;17.3835;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1978;CARVAJAL - SEVILLANA;2020;10;10;KENNEDY;1034.1032;46.719;32.018;59.4333;29.6452;13.3968;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1979;CARVAJAL - SEVILLANA;2020;10;11;KENNEDY;1085.8084;48.5571;31.862;65.0645;28.0323;14.1229;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1980;CARVAJAL - SEVILLANA;2020;10;12;KENNEDY;1096.8881;49.0463;36.02;63.4516;26.6129;14.4023;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1981;CARVAJAL - SEVILLANA;2020;10;13;KENNEDY;1082.1152;46.3735;34.178;60.8387;24.1613;10.9558;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1982;CARVAJAL - SEVILLANA;2020;10;14;KENNEDY;1071.0355;46.2945;34.022;57.5806;21.2903;10.6426;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1983;CARVAJAL - SEVILLANA;2020;10;15;KENNEDY;1115.3542;50.2257;31.744;58.7742;23.4839;14.0897;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1984;CARVAJAL - SEVILLANA;2020;10;16;KENNEDY;1336.9477;58.3832;26.212;59.0645;22.9032;14.4952;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1985;CARVAJAL - SEVILLANA;2020;10;17;KENNEDY;1558.5413;62.52;17.736;60.129;20.3548;13.433;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1986;CARVAJAL - SEVILLANA;2020;10;18;KENNEDY;1772.7484;67.5371;12.36;58.6452;21.2903;16.3837;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1987;CARVAJAL - SEVILLANA;2020;10;19;KENNEDY;1769.0552;68.8106;10.32;70.7419;27.0968;14.5073;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1988;CARVAJAL - SEVILLANA;2020;10;20;KENNEDY;1724.7365;67.7068;7.69;77.6774;32.6774;17.8573;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1989;CARVAJAL - SEVILLANA;2020;10;21;KENNEDY;1647.1787;62.7117;6.752;77.8065;31.871;22.145;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1990;CARVAJAL - SEVILLANA;2020;10;22;KENNEDY;1336.9477;58.0013;6.525;64.2903;26.1613;27.8252;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1991;CARVAJAL - SEVILLANA;2020;10;23;KENNEDY;1100.5813;54.7006;8.1925;69.5484;23.6774;28.07;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1992;CARVAJAL - SEVILLANA;2020;11;0;KENNEDY;1551.1548;51.5713;5.5964;64.0;25.9677;10.1368;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1993;CARVAJAL - SEVILLANA;2020;11;1;KENNEDY;1285.2426;45.3235;5.7217;51.2333;20.9355;10.3819;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1994;CARVAJAL - SEVILLANA;2020;11;2;KENNEDY;1288.9358;45.3419;5.156;51.0333;21.5806;9.4694;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1995;CARVAJAL - SEVILLANA;2020;11;3;KENNEDY;1390.2357;48.8348;5.0339;64.9643;27.0714;13.3268;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1996;CARVAJAL - SEVILLANA;2020;11;4;KENNEDY;1732.6153;54.5459;4.35;87.8;37.5333;13.4417;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1997;CARVAJAL - SEVILLANA;2020;11;5;KENNEDY;2079.9017;55.353;4.2425;92.5667;38.6;10.9637;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1998;CARVAJAL - SEVILLANA;2020;11;6;KENNEDY;2476.8003;63.2138;5.4942;107.6;44.0333;14.4027;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
1999;CARVAJAL - SEVILLANA;2020;11;7;KENNEDY;2259.2693;64.0186;8.8704;105.1;45.3667;17.501;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2000;CARVAJAL - SEVILLANA;2020;11;8;KENNEDY;1751.697;60.4072;18.8588;98.5172;44.5333;14.306;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2001;CARVAJAL - SEVILLANA;2020;11;9;KENNEDY;1427.3087;54.902;33.0183;82.7667;39.6667;10.9897;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2002;CARVAJAL - SEVILLANA;2020;11;10;KENNEDY;1282.288;48.56;42.2658;75.4333;39.4;9.2877;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2003;CARVAJAL - SEVILLANA;2020;11;11;KENNEDY;1350.982;51.8197;40.7771;77.2;33.9333;9.227;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2004;CARVAJAL - SEVILLANA;2020;11;12;KENNEDY;1354.7983;51.4324;38.3738;70.8621;30.2;8.0297;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2005;CARVAJAL - SEVILLANA;2020;11;13;KENNEDY;1389.1453;50.7523;35.5046;65.2759;26.7586;9.1114;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2006;CARVAJAL - SEVILLANA;2020;11;14;KENNEDY;1488.37;54.4627;30.4021;61.7586;26.5357;8.2653;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2007;CARVAJAL - SEVILLANA;2020;11;15;KENNEDY;1492.1863;55.7434;23.96;61.8667;27.5;8.284;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2008;CARVAJAL - SEVILLANA;2020;11;16;KENNEDY;1511.268;56.2303;18.9992;52.2333;21.9333;8.0393;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2009;CARVAJAL - SEVILLANA;2020;11;17;KENNEDY;1614.309;61.3077;12.7996;50.5172;21.2759;6.3543;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2010;CARVAJAL - SEVILLANA;2020;11;18;KENNEDY;1931.0647;65.12;9.6776;62.3929;25.5;6.8867;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2011;CARVAJAL - SEVILLANA;2020;11;19;KENNEDY;2112.1431;66.1186;7.3175;71.7241;28.9655;11.7207;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2012;CARVAJAL - SEVILLANA;2020;11;20;KENNEDY;2160.0447;65.1586;5.6284;76.9;32.4333;9.174;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2013;CARVAJAL - SEVILLANA;2020;11;21;KENNEDY;2068.4527;63.5953;5.1252;78.6667;34.2;10.7803;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2014;CARVAJAL - SEVILLANA;2020;11;22;KENNEDY;1938.6973;60.5733;4.6932;71.3;29.5333;10.3427;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2015;CARVAJAL - SEVILLANA;2020;11;23;KENNEDY;1772.621;55.5893;4.5287;70.8276;28.3448;9.8514;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2016;CARVAJAL - SEVILLANA;2020;12;0;KENNEDY;1761.3846;44.1165;4.082;70.2258;27.1935;13.7855;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2017;CARVAJAL - SEVILLANA;2020;12;1;KENNEDY;1470.7562;40.6587;3.9791;63.0645;26.3226;15.4835;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2018;CARVAJAL - SEVILLANA;2020;12;2;KENNEDY;1272.6004;36.2368;4.4073;58.7742;24.6129;13.9374;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2019;CARVAJAL - SEVILLANA;2020;12;3;KENNEDY;1514.7908;43.59;3.9773;71.2581;29.5806;15.2377;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2020;CARVAJAL - SEVILLANA;2020;12;4;KENNEDY;1877.636;51.5954;4.2636;84.0968;38.0;14.8416;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2021;CARVAJAL - SEVILLANA;2020;12;5;KENNEDY;2967.5808;61.5796;4.4427;108.5161;51.0968;12.8735;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2022;CARVAJAL - SEVILLANA;2020;12;6;KENNEDY;3356.8468;66.4988;5.0858;124.129;51.5484;13.6674;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2023;CARVAJAL - SEVILLANA;2020;12;7;KENNEDY;2720.2824;61.1927;8.5192;109.2903;50.2903;14.4523;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2024;CARVAJAL - SEVILLANA;2020;12;8;KENNEDY;2134.0936;64.4555;15.3358;103.4828;53.0323;11.1087;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2025;CARVAJAL - SEVILLANA;2020;12;9;KENNEDY;1634.9172;50.7643;25.915;81.5667;43.7333;8.6416;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2026;CARVAJAL - SEVILLANA;2020;12;10;KENNEDY;1460.8924;42.1206;32.2258;63.4286;39.6429;8.7677;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2027;CARVAJAL - SEVILLANA;2020;12;11;KENNEDY;1442.574;41.2181;30.6883;59.9667;32.7241;8.5658;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2028;CARVAJAL - SEVILLANA;2020;12;12;KENNEDY;1474.6312;44.3223;33.473;69.7;32.4444;8.9965;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2029;CARVAJAL - SEVILLANA;2020;12;13;KENNEDY;1579.962;49.0477;37.101;71.7742;35.0;8.4048;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2030;CARVAJAL - SEVILLANA;2020;12;14;KENNEDY;1721.9296;53.835;32.294;72.9355;33.2069;9.3677;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2031;CARVAJAL - SEVILLANA;2020;12;15;KENNEDY;1708.1908;52.6755;27.665;71.3548;35.8966;8.7765;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2032;CARVAJAL - SEVILLANA;2020;12;16;KENNEDY;1767.7256;56.8732;25.859;61.8387;32.2069;10.7868;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2033;CARVAJAL - SEVILLANA;2020;12;17;KENNEDY;2056.2404;64.6065;17.1356;61.0667;28.5333;9.6555;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2034;CARVAJAL - SEVILLANA;2020;12;18;KENNEDY;2211.9468;70.939;9.3511;65.129;27.6452;9.2648;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2035;CARVAJAL - SEVILLANA;2020;12;19;KENNEDY;2422.6084;70.2174;5.1233;82.0323;39.4194;12.0874;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2036;CARVAJAL - SEVILLANA;2020;12;20;KENNEDY;2537.0984;66.378;4.4489;91.4194;42.0968;14.9084;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2037;CARVAJAL - SEVILLANA;2020;12;21;KENNEDY;2454.6656;61.891;4.7311;99.2581;43.0968;14.5126;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2038;CARVAJAL - SEVILLANA;2020;12;22;KENNEDY;2239.4244;54.0039;4.2522;86.5161;37.9677;13.0171;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2039;CARVAJAL - SEVILLANA;2020;12;23;KENNEDY;1900.534;49.466;4.2522;77.3;33.1;13.4327;1000.7274;39.5831;28.24;52.2131;25.2608;7.8995
2040;CARVAJAL - SEVILLANA;2021;1;0;KENNEDY;1875.8746;27.9088;7.9838;50.8065;23.5833;23.6181;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2041;CARVAJAL - SEVILLANA;2021;1;1;KENNEDY;1902.2954;24.4998;8.5422;52.0645;29.28;26.9378;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2042;CARVAJAL - SEVILLANA;2021;1;2;KENNEDY;1682.1223;21.5807;6.1577;54.1613;29.6667;23.39;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2043;CARVAJAL - SEVILLANA;2021;1;3;KENNEDY;1840.6469;25.9621;4.9654;54.1613;27.8077;20.4504;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2044;CARVAJAL - SEVILLANA;2021;1;4;KENNEDY;2078.4338;33.3803;4.739;77.2903;36.7308;16.1002;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2045;CARVAJAL - SEVILLANA;2021;1;5;KENNEDY;2967.9331;37.5626;4.7994;92.3548;45.8929;13.5154;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2046;CARVAJAL - SEVILLANA;2021;1;6;KENNEDY;3610.8385;33.0145;5.0861;106.4194;51.7778;17.6629;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2047;CARVAJAL - SEVILLANA;2021;1;7;KENNEDY;3425.8931;35.491;7.0934;111.8065;50.16;19.7493;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2048;CARVAJAL - SEVILLANA;2021;1;8;KENNEDY;2703.7254;33.3498;13.5831;100.4194;52.087;17.4939;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2049;CARVAJAL - SEVILLANA;2021;1;9;KENNEDY;2007.9785;30.2866;28.1472;81.9032;48.3478;14.4192;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2050;CARVAJAL - SEVILLANA;2021;1;10;KENNEDY;1602.86;20.2477;38.3646;60.2903;37.05;12.4764;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2051;CARVAJAL - SEVILLANA;2021;1;11;KENNEDY;1558.8254;21.4548;42.3339;53.0645;28.8571;10.1365;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2052;CARVAJAL - SEVILLANA;2021;1;12;KENNEDY;1664.5085;24.3239;39.3456;59.5484;34.1429;13.0508;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2053;CARVAJAL - SEVILLANA;2021;1;13;KENNEDY;1673.3154;29.5708;40.1455;67.1935;35.9524;14.5543;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2054;CARVAJAL - SEVILLANA;2021;1;14;KENNEDY;1743.7708;29.5951;38.4552;62.9677;35.3182;13.9546;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2055;CARVAJAL - SEVILLANA;2021;1;15;KENNEDY;1708.5431;30.5292;36.1914;56.0968;32.6667;12.13;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2056;CARVAJAL - SEVILLANA;2021;1;16;KENNEDY;1946.33;32.6765;30.5317;50.5806;26.96;14.0137;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2057;CARVAJAL - SEVILLANA;2021;1;17;KENNEDY;2413.0969;36.3463;22.1706;48.4;24.64;12.9072;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2058;CARVAJAL - SEVILLANA;2021;1;18;KENNEDY;2404.29;40.1465;14.8056;51.8966;23.625;16.4043;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2059;CARVAJAL - SEVILLANA;2021;1;19;KENNEDY;2387.9343;38.8553;12.1644;62.0333;26.88;20.0956;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2060;CARVAJAL - SEVILLANA;2021;1;20;KENNEDY;2273.4443;37.42;8.7029;67.4194;35.48;15.8721;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2061;CARVAJAL - SEVILLANA;2021;1;21;KENNEDY;2036.2864;32.8949;7.4696;59.8065;30.72;16.2607;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2062;CARVAJAL - SEVILLANA;2021;1;22;KENNEDY;1758.2393;27.786;8.5067;51.6774;26.88;16.0664;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2063;CARVAJAL - SEVILLANA;2021;1;23;KENNEDY;1532.4046;25.6318;8.2555;44.1724;22.8261;15.829;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2064;CARVAJAL - SEVILLANA;2021;2;0;KENNEDY;2428.8236;9.4624;10.6929;48.8889;24.3214;28.2324;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2065;CARVAJAL - SEVILLANA;2021;2;1;KENNEDY;2289.8;8.6968;10.1588;45.5185;25.5357;23.3149;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2066;CARVAJAL - SEVILLANA;2021;2;2;KENNEDY;2011.7529;8.6431;7.63;45.6154;25.9286;21.3977;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2067;CARVAJAL - SEVILLANA;2021;2;3;KENNEDY;2490.1575;9.3013;6.4964;50.52;26.8929;15.5339;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2068;CARVAJAL - SEVILLANA;2021;2;4;KENNEDY;2784.5604;12.0681;5.2756;67.6923;33.1786;17.1144;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2069;CARVAJAL - SEVILLANA;2021;2;5;KENNEDY;3328.3879;14.7813;4.4908;77.8148;39.6071;13.3175;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2070;CARVAJAL - SEVILLANA;2021;2;6;KENNEDY;3913.1046;16.4918;4.905;101.8148;50.0357;14.2059;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2071;CARVAJAL - SEVILLANA;2021;2;7;KENNEDY;3348.8325;16.0304;7.521;96.0741;49.2963;19.1345;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2072;CARVAJAL - SEVILLANA;2021;2;8;KENNEDY;2649.6257;17.0915;13.6468;103.2963;56.4444;21.0143;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2073;CARVAJAL - SEVILLANA;2021;2;9;KENNEDY;2175.31;14.0264;24.8712;83.5769;53.6538;18.8927;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2074;CARVAJAL - SEVILLANA;2021;2;10;KENNEDY;1942.0896;11.5122;37.4857;68.68;51.3182;17.7968;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2075;CARVAJAL - SEVILLANA;2021;2;11;KENNEDY;1844.1068;9.7646;41.1443;59.1538;43.92;16.2914;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2076;CARVAJAL - SEVILLANA;2021;2;12;KENNEDY;1966.7746;10.3979;39.1542;63.04;39.5833;16.4224;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2077;CARVAJAL - SEVILLANA;2021;2;13;KENNEDY;2035.3778;11.2824;33.869;58.88;34.08;16.3614;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2078;CARVAJAL - SEVILLANA;2021;2;14;KENNEDY;2107.4641;11.8674;30.8524;65.12;34.8519;16.8075;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2079;CARVAJAL - SEVILLANA;2021;2;15;KENNEDY;2220.2882;12.9882;27.2718;66.2692;38.2308;15.3843;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2080;CARVAJAL - SEVILLANA;2021;2;16;KENNEDY;2252.9996;12.9479;23.0824;63.7778;32.5556;15.244;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2081;CARVAJAL - SEVILLANA;2021;2;17;KENNEDY;2518.78;14.3045;18.0042;51.6667;28.3929;14.9354;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2082;CARVAJAL - SEVILLANA;2021;2;18;KENNEDY;2841.8054;15.6476;12.6376;49.2963;25.6071;16.6562;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2083;CARVAJAL - SEVILLANA;2021;2;19;KENNEDY;2567.8471;15.8961;9.7292;58.7778;28.0357;22.0991;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2084;CARVAJAL - SEVILLANA;2021;2;20;KENNEDY;2629.1811;15.661;8.0673;65.4815;32.75;21.6315;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2085;CARVAJAL - SEVILLANA;2021;2;21;KENNEDY;2432.9125;14.5395;6.8324;65.5185;34.3929;22.6789;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2086;CARVAJAL - SEVILLANA;2021;2;22;KENNEDY;2342.9561;12.8673;8.2058;62.8148;32.5714;26.8552;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2087;CARVAJAL - SEVILLANA;2021;2;23;KENNEDY;2426.3073;10.9931;8.1668;56.2;27.2;27.8117;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2088;CARVAJAL - SEVILLANA;2021;3;0;KENNEDY;3142.9352;11.3552;;59.2581;36.0;11.7415;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2089;CARVAJAL - SEVILLANA;2021;3;1;KENNEDY;2780.999;9.7296;;59.1;34.0323;12.0793;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2090;CARVAJAL - SEVILLANA;2021;3;2;KENNEDY;2326.7323;8.7954;;56.8333;36.8065;13.4393;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2091;CARVAJAL - SEVILLANA;2021;3;3;KENNEDY;2696.0548;9.7538;;59.3;37.7419;11.7921;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2092;CARVAJAL - SEVILLANA;2021;3;4;KENNEDY;2950.8874;12.5198;;72.5484;42.0968;10.5879;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2093;CARVAJAL - SEVILLANA;2021;3;5;KENNEDY;3442.0865;14.9765;;82.7;49.9677;10.0554;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2094;CARVAJAL - SEVILLANA;2021;3;6;KENNEDY;3604.5884;15.4253;;97.0;53.1613;10.2998;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2095;CARVAJAL - SEVILLANA;2021;3;7;KENNEDY;3386.6881;15.5467;;100.9677;54.7097;13.704;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2096;CARVAJAL - SEVILLANA;2021;3;8;KENNEDY;2758.8397;14.8612;;91.2581;53.4839;17.4686;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2097;CARVAJAL - SEVILLANA;2021;3;9;KENNEDY;2293.4932;13.0536;;82.0667;53.5806;14.7402;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2098;CARVAJAL - SEVILLANA;2021;3;10;KENNEDY;2112.5252;10.8578;;73.3548;50.9032;11.2177;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2099;CARVAJAL - SEVILLANA;2021;3;11;KENNEDY;2145.7642;10.7183;;66.6129;43.3548;10.1703;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2100;CARVAJAL - SEVILLANA;2021;3;12;KENNEDY;2282.4135;11.4947;;65.6452;42.1935;10.9221;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2101;CARVAJAL - SEVILLANA;2021;3;13;KENNEDY;2330.4255;11.6282;;65.6774;38.7097;11.3698;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2102;CARVAJAL - SEVILLANA;2021;3;14;KENNEDY;2223.3219;12.2165;;56.871;34.3871;11.3529;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2103;CARVAJAL - SEVILLANA;2021;3;15;KENNEDY;2385.8239;13.6966;;64.7241;38.4667;14.284;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2104;CARVAJAL - SEVILLANA;2021;3;16;KENNEDY;2570.4852;14.5094;;59.9333;37.4194;12.5355;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2105;CARVAJAL - SEVILLANA;2021;3;17;KENNEDY;2673.8955;15.3586;;57.8966;33.3226;11.1417;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2106;CARVAJAL - SEVILLANA;2021;3;18;KENNEDY;2943.501;16.5718;;60.1667;34.0968;11.7499;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2107;CARVAJAL - SEVILLANA;2021;3;19;KENNEDY;2987.8197;16.5172;;65.2903;35.9355;12.3328;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2108;CARVAJAL - SEVILLANA;2021;3;20;KENNEDY;2928.7281;16.0198;;73.6667;41.129;12.3412;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2109;CARVAJAL - SEVILLANA;2021;3;21;KENNEDY;2854.8635;16.4808;;80.129;47.4839;13.5576;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2110;CARVAJAL - SEVILLANA;2021;3;22;KENNEDY;2906.5687;14.7581;;74.0333;40.0323;14.7317;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2111;CARVAJAL - SEVILLANA;2021;3;23;KENNEDY;3126.7614;13.2536;;67.069;39.7931;13.9508;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2112;CARVAJAL - SEVILLANA;2021;4;0;KENNEDY;1955.8708;25.5734;8.502;46.9333;28.7333;14.2766;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2113;CARVAJAL - SEVILLANA;2021;4;1;KENNEDY;2017.8862;23.505;11.3578;39.2;24.0667;17.2525;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2114;CARVAJAL - SEVILLANA;2021;4;2;KENNEDY;1688.7275;18.2399;11.203;42.1429;27.2;13.5361;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2115;CARVAJAL - SEVILLANA;2021;4;3;KENNEDY;1660.105;26.3256;7.9069;56.4167;31.1333;16.2655;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2116;CARVAJAL - SEVILLANA;2021;4;4;KENNEDY;1946.33;;5.0031;59.0714;36.3333;13.8584;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2117;CARVAJAL - SEVILLANA;2021;4;5;KENNEDY;2857.4796;25.3854;3.5708;81.0;44.3333;11.5923;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2118;CARVAJAL - SEVILLANA;2021;4;6;KENNEDY;2852.7092;29.8984;4.8069;66.6429;38.0;12.2571;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2119;CARVAJAL - SEVILLANA;2021;4;7;KENNEDY;2370.8971;30.0864;12.4195;65.5714;37.2667;15.2382;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2120;CARVAJAL - SEVILLANA;2021;4;8;KENNEDY;1812.7583;26.3256;23.4655;65.3571;32.6667;13.9289;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2121;CARVAJAL - SEVILLANA;2021;4;9;KENNEDY;1579.0079;31.2146;36.1597;60.5385;41.4;11.4211;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
2122;CARVAJAL - SEVILLANA;2021;4;10;KENNEDY;1398.7691;29.8984;37.278;59.3571;37.6;9.626;1527.0057;39.0468;23.0984;54.0716;26.4046;9.3384
