;Estacion;Anio;Mes;Hora;Localidad;mean_CO_granular;mean_NO2_granular;mean_O3_granular;mean_PM10_granular;mean_PM25_granular;mean_SO2_granular;mean_CO_local;mean_NO2_local;mean_O3_local;mean_PM10_local;mean_PM25_local;mean_SO2_local
12670;MÓVIL FONTIBÓN;2022;12;2;FONTIBÓN;601.5969;39.5596;5.7458;67.8333;24.0733;3.2215;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12671;MÓVIL FONTIBÓN;2022;12;3;FONTIBÓN;593.7303;39.7337;5.1399;60.8207;26.0267;3.8579;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12672;MÓVIL FONTIBÓN;2022;12;4;FONTIBÓN;698.2879;44.0567;2.8489;63.34;24.1833;4.2444;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12673;MÓVIL FONTIBÓN;2022;12;5;FONTIBÓN;1111.1447;46.7184;1.9856;70.529;24.5452;4.0885;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12674;MÓVIL FONTIBÓN;2022;12;6;FONTIBÓN;1532.2274;50.913;2.5506;81.471;29.4742;5.2015;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12675;MÓVIL FONTIBÓN;2022;12;7;FONTIBÓN;1626.7583;52.8947;9.0014;90.8226;28.2258;6.8147;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12676;MÓVIL FONTIBÓN;2022;12;8;FONTIBÓN;1192.3312;56.299;22.2947;90.3167;28.7233;6.7251;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12677;MÓVIL FONTIBÓN;2022;12;9;FONTIBÓN;801.8872;48.4788;40.7278;80.8267;23.3267;4.8122;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12678;MÓVIL FONTIBÓN;2022;12;10;FONTIBÓN;590.706;39.1538;56.6611;67.9767;17.67;3.2825;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12679;MÓVIL FONTIBÓN;2022;12;11;FONTIBÓN;488.9544;35.838;65.1386;56.1633;17.1067;2.7937;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12680;MÓVIL FONTIBÓN;2022;12;12;FONTIBÓN;459.6293;35.7898;64.4509;62.571;18.529;3.0186;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12681;MÓVIL FONTIBÓN;2022;12;13;FONTIBÓN;489.4704;36.1741;67.6474;67.96;20.7724;3.3161;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12682;MÓVIL FONTIBÓN;2022;12;14;FONTIBÓN;508.2768;34.9287;63.2423;76.3655;23.8429;3.1849;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12683;MÓVIL FONTIBÓN;2022;12;15;FONTIBÓN;499.9813;35.4951;56.2193;80.1655;24.5321;3.0536;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12684;MÓVIL FONTIBÓN;2022;12;16;FONTIBÓN;579.1503;38.1238;44.0907;73.1034;25.0966;2.7971;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12685;MÓVIL FONTIBÓN;2022;12;17;FONTIBÓN;768.2058;44.6637;31.3105;70.6033;21.7724;2.6106;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12686;MÓVIL FONTIBÓN;2022;12;18;FONTIBÓN;935.2829;51.3949;22.5208;66.7167;25.6828;2.4945;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12687;MÓVIL FONTIBÓN;2022;12;19;FONTIBÓN;959.9353;51.8234;18.1011;65.6667;25.7793;2.4874;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12688;MÓVIL FONTIBÓN;2022;12;20;FONTIBÓN;1019.2671;52.554;13.7627;64.4733;25.1483;2.4734;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12689;MÓVIL FONTIBÓN;2022;12;21;FONTIBÓN;1234.6254;52.1193;10.8628;67.13;25.12;2.7756;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12690;MÓVIL FONTIBÓN;2022;12;22;FONTIBÓN;1240.6312;49.034;9.4325;70.9867;26.3733;3.0068;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12691;MÓVIL FONTIBÓN;2022;12;23;FONTIBÓN;895.0615;46.2467;7.4364;71.2069;24.4655;3.2589;879.9863;41.5463;20.1755;47.4973;22.7017;9.2698
12692;MÓVIL FONTIBÓN;2023;1;0;FONTIBÓN;505.0907;43.9779;10.2249;41.6897;14.8767;2.3478;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12693;MÓVIL FONTIBÓN;2023;1;1;FONTIBÓN;432.9956;40.2837;9.0565;40.9581;15.0742;2.865;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12694;MÓVIL FONTIBÓN;2023;1;2;FONTIBÓN;424.2512;38.8162;8.7356;36.6032;16.1367;2.6183;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12695;MÓVIL FONTIBÓN;2023;1;3;FONTIBÓN;418.5991;39.4245;7.4232;36.8032;16.0433;3.176;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12696;MÓVIL FONTIBÓN;2023;1;4;FONTIBÓN;543.9438;43.8143;5.3898;35.8903;16.6323;4.2428;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12697;MÓVIL FONTIBÓN;2023;1;5;FONTIBÓN;899.1701;47.9257;3.2892;44.14;16.4833;5.4224;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12698;MÓVIL FONTIBÓN;2023;1;6;FONTIBÓN;1408.162;50.6984;2.9843;52.5733;19.7935;5.8925;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12699;MÓVIL FONTIBÓN;2023;1;7;FONTIBÓN;1522.5763;52.0927;8.3936;64.0226;23.2419;7.0509;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12700;MÓVIL FONTIBÓN;2023;1;8;FONTIBÓN;1093.8349;50.5718;20.8259;67.4871;23.7467;7.3633;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12701;MÓVIL FONTIBÓN;2023;1;9;FONTIBÓN;791.3453;43.6285;36.57;63.8677;19.1733;5.2532;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12702;MÓVIL FONTIBÓN;2023;1;10;FONTIBÓN;538.3762;33.1472;52.1766;51.2133;16.3379;3.8547;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12703;MÓVIL FONTIBÓN;2023;1;11;FONTIBÓN;460.4389;31.0262;63.7469;47.9276;15.331;3.2435;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12704;MÓVIL FONTIBÓN;2023;1;12;FONTIBÓN;438.7404;31.3888;65.5008;41.2593;15.2111;2.8165;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12705;MÓVIL FONTIBÓN;2023;1;13;FONTIBÓN;411.6167;29.6268;67.3422;55.0607;16.9621;2.7115;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12706;MÓVIL FONTIBÓN;2023;1;14;FONTIBÓN;473.5602;32.4768;60.6557;62.0968;18.6067;2.757;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12707;MÓVIL FONTIBÓN;2023;1;15;FONTIBÓN;491.6363;36.3807;53.3845;65.5129;22.72;2.7835;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12708;MÓVIL FONTIBÓN;2023;1;16;FONTIBÓN;598.1079;39.2418;42.5019;65.7806;23.9133;2.5645;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12709;MÓVIL FONTIBÓN;2023;1;17;FONTIBÓN;844.3663;45.7908;30.9485;60.2759;25.89;2.5477;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12710;MÓVIL FONTIBÓN;2023;1;18;FONTIBÓN;917.6163;48.6;22.7041;57.4533;23.6667;2.3501;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12711;MÓVIL FONTIBÓN;2023;1;19;FONTIBÓN;830.4754;46.5717;21.079;55.42;22.6333;2.0253;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12712;MÓVIL FONTIBÓN;2023;1;20;FONTIBÓN;810.129;48.7212;17.6853;48.21;19.7483;1.9085;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12713;MÓVIL FONTIBÓN;2023;1;21;FONTIBÓN;904.3041;49.5026;12.8829;47.0567;17.8167;2.0312;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12714;MÓVIL FONTIBÓN;2023;1;22;FONTIBÓN;881.7063;48.1542;10.643;44.6933;18.4172;2.2252;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12715;MÓVIL FONTIBÓN;2023;1;23;FONTIBÓN;676.1184;46.0778;8.9584;44.6467;14.8828;2.1136;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12716;MÓVIL FONTIBÓN;2023;2;0;FONTIBÓN;556.9946;50.2674;7.4797;60.3536;26.9179;4.5346;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12717;MÓVIL FONTIBÓN;2023;2;1;FONTIBÓN;451.0272;46.4615;8.5135;51.4464;26.2107;6.6729;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12718;MÓVIL FONTIBÓN;2023;2;2;FONTIBÓN;430.7461;45.7874;7.8311;46.1536;24.7929;7.4754;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12719;MÓVIL FONTIBÓN;2023;2;3;FONTIBÓN;516.504;46.3225;5.8458;45.2643;25.1071;8.5374;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12720;MÓVIL FONTIBÓN;2023;2;4;FONTIBÓN;681.5136;51.9999;3.1669;50.6115;27.0143;8.804;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12721;MÓVIL FONTIBÓN;2023;2;5;FONTIBÓN;1151.4312;56.1632;1.8319;58.7556;28.5321;9.6168;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12722;MÓVIL FONTIBÓN;2023;2;6;FONTIBÓN;1717.0601;60.339;2.1196;71.525;30.3464;11.2829;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12723;MÓVIL FONTIBÓN;2023;2;7;FONTIBÓN;1712.2895;60.7465;7.9946;90.8963;41.3852;14.7865;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12724;MÓVIL FONTIBÓN;2023;2;8;FONTIBÓN;1249.8114;61.8335;21.2406;94.3321;36.2857;13.0214;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12725;MÓVIL FONTIBÓN;2023;2;9;FONTIBÓN;928.9218;52.5013;42.4289;84.1071;32.0857;7.3114;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12726;MÓVIL FONTIBÓN;2023;2;10;FONTIBÓN;696.1202;40.1012;61.0231;66.225;24.0;4.4206;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12727;MÓVIL FONTIBÓN;2023;2;11;FONTIBÓN;574.8255;35.0687;69.9125;62.0714;15.425;3.6908;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12728;MÓVIL FONTIBÓN;2023;2;12;FONTIBÓN;531.1131;33.4786;69.8353;61.0926;21.8741;3.6769;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12729;MÓVIL FONTIBÓN;2023;2;13;FONTIBÓN;543.2015;32.1538;68.2538;89.1071;27.5889;3.6413;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12730;MÓVIL FONTIBÓN;2023;2;14;FONTIBÓN;610.0735;32.4609;60.3731;86.9852;30.4462;3.4777;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12731;MÓVIL FONTIBÓN;2023;2;15;FONTIBÓN;572.4548;32.5165;54.677;85.0444;28.0923;3.0742;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12732;MÓVIL FONTIBÓN;2023;2;16;FONTIBÓN;661.4676;35.0151;47.5287;78.4143;34.5654;3.0021;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12733;MÓVIL FONTIBÓN;2023;2;17;FONTIBÓN;802.7843;41.3795;37.0075;71.2214;30.9107;2.9199;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12734;MÓVIL FONTIBÓN;2023;2;18;FONTIBÓN;867.4044;47.0968;26.8463;64.6571;25.7786;2.7615;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12735;MÓVIL FONTIBÓN;2023;2;19;FONTIBÓN;855.8164;49.1183;21.5714;62.8481;32.0643;2.6669;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12736;MÓVIL FONTIBÓN;2023;2;20;FONTIBÓN;936.4083;51.9454;16.6451;57.4821;29.1964;2.842;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12737;MÓVIL FONTIBÓN;2023;2;21;FONTIBÓN;1024.6508;55.3487;11.8976;52.6821;24.1857;3.1745;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12738;MÓVIL FONTIBÓN;2023;2;22;FONTIBÓN;1116.8688;57.5946;7.7089;58.3333;22.8321;3.7395;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12739;MÓVIL FONTIBÓN;2023;2;23;FONTIBÓN;740.7419;53.2709;7.4618;60.8741;26.7889;3.5774;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12740;MÓVIL FONTIBÓN;2023;3;0;FONTIBÓN;466.8493;38.174;15.7188;42.9633;21.4154;1.5328;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12741;MÓVIL FONTIBÓN;2023;3;1;FONTIBÓN;424.9097;35.851;15.9798;36.5833;24.0577;1.6955;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12742;MÓVIL FONTIBÓN;2023;3;2;FONTIBÓN;425.539;36.3732;13.2879;36.4323;22.3923;1.8351;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12743;MÓVIL FONTIBÓN;2023;3;3;FONTIBÓN;460.8329;39.2865;10.1106;38.9966;21.9885;2.6483;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12744;MÓVIL FONTIBÓN;2023;3;4;FONTIBÓN;594.0726;45.1501;7.1508;38.18;25.3308;2.8023;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12745;MÓVIL FONTIBÓN;2023;3;5;FONTIBÓN;1000.6112;51.5764;5.0521;46.4161;24.988;3.242;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12746;MÓVIL FONTIBÓN;2023;3;6;FONTIBÓN;1621.1477;56.0839;4.6535;57.6533;30.0923;3.8229;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12747;MÓVIL FONTIBÓN;2023;3;7;FONTIBÓN;1677.6017;55.4685;11.6659;68.6419;33.6692;5.132;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12748;MÓVIL FONTIBÓN;2023;3;8;FONTIBÓN;1163.4455;51.6668;24.4296;67.2355;29.9577;4.097;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12749;MÓVIL FONTIBÓN;2023;3;9;FONTIBÓN;856.0942;43.1247;38.8326;64.8065;24.8308;3.4841;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12750;MÓVIL FONTIBÓN;2023;3;10;FONTIBÓN;699.8749;33.7761;52.5173;56.3867;18.236;2.9962;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12751;MÓVIL FONTIBÓN;2023;3;11;FONTIBÓN;709.1744;35.4087;54.6582;49.5241;14.568;2.6029;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12752;MÓVIL FONTIBÓN;2023;3;12;FONTIBÓN;730.2336;35.5412;58.6458;50.5733;18.3462;2.51;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12753;MÓVIL FONTIBÓN;2023;3;13;FONTIBÓN;714.0852;32.6739;58.9192;63.04;24.6296;2.3572;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12754;MÓVIL FONTIBÓN;2023;3;14;FONTIBÓN;781.4946;34.8217;53.0597;72.6194;24.3846;2.3209;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12755;MÓVIL FONTIBÓN;2023;3;15;FONTIBÓN;714.2067;36.5182;47.8599;65.6484;23.5769;2.3715;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12756;MÓVIL FONTIBÓN;2023;3;16;FONTIBÓN;730.4747;37.8567;41.0872;68.3774;26.2269;2.308;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12757;MÓVIL FONTIBÓN;2023;3;17;FONTIBÓN;925.9612;44.8403;29.5986;59.7677;27.2615;2.2989;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12758;MÓVIL FONTIBÓN;2023;3;18;FONTIBÓN;1035.178;48.8932;20.093;59.029;25.1077;2.2386;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12759;MÓVIL FONTIBÓN;2023;3;19;FONTIBÓN;951.2173;49.6619;16.0737;56.5645;26.9385;2.0272;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12760;MÓVIL FONTIBÓN;2023;3;20;FONTIBÓN;926.1817;48.2874;15.3841;55.5867;26.6346;2.0594;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12761;MÓVIL FONTIBÓN;2023;3;21;FONTIBÓN;973.911;48.1033;13.3986;50.9323;25.5038;1.9502;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12762;MÓVIL FONTIBÓN;2023;3;22;FONTIBÓN;940.5651;46.4314;12.4479;50.91;27.644;1.9245;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12763;MÓVIL FONTIBÓN;2023;3;23;FONTIBÓN;656.7452;42.3662;13.8111;46.6333;24.852;1.9118;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12764;MÓVIL FONTIBÓN;2023;4;0;FONTIBÓN;666.0044;43.6266;5.6942;51.0867;22.8379;3.0116;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12765;MÓVIL FONTIBÓN;2023;4;1;FONTIBÓN;519.2762;38.366;7.409;47.7552;22.25;3.4488;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12766;MÓVIL FONTIBÓN;2023;4;2;FONTIBÓN;453.5471;37.522;6.5364;41.7167;21.7138;3.2102;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12767;MÓVIL FONTIBÓN;2023;4;3;FONTIBÓN;465.7382;35.5968;7.1169;37.775;18.7643;3.4266;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12768;MÓVIL FONTIBÓN;2023;4;4;FONTIBÓN;585.0065;40.8022;5.1367;37.92;16.6033;3.3094;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12769;MÓVIL FONTIBÓN;2023;4;5;FONTIBÓN;1014.1261;46.3296;2.7954;40.3517;20.3267;3.7466;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12770;MÓVIL FONTIBÓN;2023;4;6;FONTIBÓN;1571.4898;49.4142;3.5762;46.8607;22.7069;4.5106;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12771;MÓVIL FONTIBÓN;2023;4;7;FONTIBÓN;1593.0627;51.5971;9.2958;58.125;27.1267;5.9971;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12772;MÓVIL FONTIBÓN;2023;4;8;FONTIBÓN;1121.8535;48.4421;21.5917;61.5867;24.4103;5.599;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12773;MÓVIL FONTIBÓN;2023;4;9;FONTIBÓN;843.2386;39.582;34.7628;53.17;18.0759;4.4731;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12774;MÓVIL FONTIBÓN;2023;4;10;FONTIBÓN;680.5336;31.469;42.7083;45.6333;14.7897;3.4818;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12775;MÓVIL FONTIBÓN;2023;4;11;FONTIBÓN;661.5576;32.2119;49.4653;44.6467;10.8;2.9172;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12776;MÓVIL FONTIBÓN;2023;4;12;FONTIBÓN;643.8311;29.5615;52.487;58.71;14.2929;2.8329;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12777;MÓVIL FONTIBÓN;2023;4;13;FONTIBÓN;646.8779;29.765;49.9674;58.8517;17.3786;2.6782;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12778;MÓVIL FONTIBÓN;2023;4;14;FONTIBÓN;670.5924;29.7305;46.5515;55.1793;17.4429;2.6832;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12779;MÓVIL FONTIBÓN;2023;4;15;FONTIBÓN;638.3985;30.9757;42.9534;52.85;19.69;2.5568;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12780;MÓVIL FONTIBÓN;2023;4;16;FONTIBÓN;686.5587;34.8919;36.0381;49.7267;20.02;2.4809;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12781;MÓVIL FONTIBÓN;2023;4;17;FONTIBÓN;868.2537;39.8495;27.2191;47.79;21.7233;2.1473;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12782;MÓVIL FONTIBÓN;2023;4;18;FONTIBÓN;941.2997;44.7552;19.0149;49.98;21.82;1.9883;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12783;MÓVIL FONTIBÓN;2023;4;19;FONTIBÓN;950.4708;47.0325;14.0053;48.3367;20.6033;1.9598;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12784;MÓVIL FONTIBÓN;2023;4;20;FONTIBÓN;1069.1453;50.2935;9.5886;51.89;21.5931;2.3447;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12785;MÓVIL FONTIBÓN;2023;4;21;FONTIBÓN;1218.4147;51.2321;6.7933;53.6967;22.42;2.8894;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12786;MÓVIL FONTIBÓN;2023;4;22;FONTIBÓN;1168.4319;49.2907;5.2474;54.4379;22.9967;3.3644;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12787;MÓVIL FONTIBÓN;2023;4;23;FONTIBÓN;821.3166;45.7158;5.6942;51.2793;22.3379;3.0732;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12788;MÓVIL FONTIBÓN;2023;5;0;FONTIBÓN;593.381;33.2667;3.186;46.8806;17.0065;3.0187;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12789;MÓVIL FONTIBÓN;2023;5;1;FONTIBÓN;516.1519;32.5782;3.6921;42.5129;15.9387;3.6681;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12790;MÓVIL FONTIBÓN;2023;5;2;FONTIBÓN;482.9898;33.0425;3.137;36.8065;17.729;4.9881;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12791;MÓVIL FONTIBÓN;2023;5;3;FONTIBÓN;446.3056;37.3505;2.1979;33.9516;16.3742;5.072;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12792;MÓVIL FONTIBÓN;2023;5;4;FONTIBÓN;603.1607;41.9864;1.0766;35.0355;15.5806;4.9886;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12793;MÓVIL FONTIBÓN;2023;5;5;FONTIBÓN;1051.7475;45.2316;0.5288;41.4935;16.8367;7.1218;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12794;MÓVIL FONTIBÓN;2023;5;6;FONTIBÓN;1526.3987;44.2619;2.2106;55.0194;20.5452;8.7382;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12795;MÓVIL FONTIBÓN;2023;5;7;FONTIBÓN;1383.4455;43.8888;7.9192;60.2065;24.5806;8.7763;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12796;MÓVIL FONTIBÓN;2023;5;8;FONTIBÓN;1099.5485;38.024;15.9271;64.62;23.09;7.9488;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12797;MÓVIL FONTIBÓN;2023;5;9;FONTIBÓN;870.6085;29.9422;23.6847;65.2933;20.3867;5.7826;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12798;MÓVIL FONTIBÓN;2023;5;10;FONTIBÓN;695.8923;27.8602;30.5019;56.4833;20.5433;4.5583;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12799;MÓVIL FONTIBÓN;2023;5;11;FONTIBÓN;635.9716;27.6477;31.78;59.371;16.6533;2.926;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12800;MÓVIL FONTIBÓN;2023;5;12;FONTIBÓN;652.7182;27.7111;31.2584;57.57;15.969;2.5229;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12801;MÓVIL FONTIBÓN;2023;5;13;FONTIBÓN;682.4554;28.4276;31.316;62.1548;17.6767;2.5617;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12802;MÓVIL FONTIBÓN;2023;5;14;FONTIBÓN;713.642;30.7668;30.7322;65.8933;18.5548;2.4453;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12803;MÓVIL FONTIBÓN;2023;5;15;FONTIBÓN;681.4728;32.136;26.2953;61.22;15.7903;2.3886;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12804;MÓVIL FONTIBÓN;2023;5;16;FONTIBÓN;697.8682;36.8431;24.1052;58.0032;20.1581;2.5945;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12805;MÓVIL FONTIBÓN;2023;5;17;FONTIBÓN;916.8341;42.396;15.6623;53.329;16.5129;2.3438;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12806;MÓVIL FONTIBÓN;2023;5;18;FONTIBÓN;1070.7496;42.7697;9.3756;49.9258;17.8839;2.2896;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12807;MÓVIL FONTIBÓN;2023;5;19;FONTIBÓN;1043.9017;42.5878;6.3429;51.38;16.11;2.1856;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12808;MÓVIL FONTIBÓN;2023;5;20;FONTIBÓN;1011.754;43.8929;4.6937;51.2581;19.2516;2.3882;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12809;MÓVIL FONTIBÓN;2023;5;21;FONTIBÓN;1156.1344;42.0612;3.0689;49.3935;20.029;3.1857;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12810;MÓVIL FONTIBÓN;2023;5;22;FONTIBÓN;1081.6041;39.7119;2.2518;51.4968;21.8645;5.0651;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12811;MÓVIL FONTIBÓN;2023;5;23;FONTIBÓN;765.2157;36.7162;1.9676;48.2467;19.4267;3.3767;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12812;MÓVIL FONTIBÓN;2023;6;0;FONTIBÓN;421.1596;25.7145;4.1056;40.1037;14.6893;2.5999;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12813;MÓVIL FONTIBÓN;2023;6;1;FONTIBÓN;368.0036;23.2296;5.2974;31.4704;13.1714;2.8524;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12814;MÓVIL FONTIBÓN;2023;6;2;FONTIBÓN;318.9364;23.5453;4.3164;30.1679;13.2556;2.8524;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12815;MÓVIL FONTIBÓN;2023;6;3;FONTIBÓN;392.5371;25.2914;4.9704;27.2643;12.6852;3.2078;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12816;MÓVIL FONTIBÓN;2023;6;4;FONTIBÓN;535.6496;28.9448;3.4734;29.9704;11.7393;3.8436;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
12817;MÓVIL FONTIBÓN;2023;6;5;FONTIBÓN;944.5425;32.8331;1.9479;40.3333;13.9;4.2271;683.3708;33.8293;26.1567;45.6387;20.5935;9.0426
