;variable;localidad;year_start;year_end;mean;std;n;confidence_level;ci_lower;ci_upper
909;O3;CIUDAD BOLIVAR;2021;2021;21.148892659489835;16.449471303483488;8556;95%;20.80029369281621;21.49749162616346
910;O3;CIUDAD BOLIVAR;2021;2021;21.148892659489835;16.449471303483488;8556;90%;20.856348896516007;21.441436422463664
911;O3;CIUDAD BOLIVAR;2021;2021;21.148892659489835;16.449471303483488;8556;99%;20.690718553043297;21.607066765936374
912;O3;CIUDAD BOLIVAR;2021;2022;24.790589082695856;19.957755398897106;17098;95%;24.491419196131652;25.08975896926006
913;O3;CIUDAD BOLIVAR;2021;2022;24.790589082695856;19.957755398897106;17098;90%;24.539521969769257;25.041656195622455
914;O3;CIUDAD BOLIVAR;2021;2022;24.790589082695856;19.957755398897106;17098;99%;24.39739714309901;25.183781022292703
915;O3;CIUDAD BOLIVAR;2021;2023;25.892629562817945;20.19323904507011;25618;95%;25.645342163590502;26.139916962045387
916;O3;CIUDAD BOLIVAR;2021;2023;25.892629562817945;20.19323904507011;25618;90%;25.68510173602478;26.10015738961111
917;O3;CIUDAD BOLIVAR;2021;2023;25.892629562817945;20.19323904507011;25618;99%;25.567629970853577;26.217629154782312
918;O3;CIUDAD BOLIVAR;2022;2022;28.438254102240546;22.35402944026636;8542;95%;27.96413694132517;28.912371263155922
919;O3;CIUDAD BOLIVAR;2022;2022;28.438254102240546;22.35402944026636;8542;90%;28.040375668693642;28.83613253578745
920;O3;CIUDAD BOLIVAR;2022;2022;28.438254102240546;22.35402944026636;8542;99%;27.81510757457988;29.06140062990121
921;O3;CIUDAD BOLIVAR;2022;2023;28.271448748427787;21.43908655416397;17062;95%;27.94973456269554;28.593162934160034
922;O3;CIUDAD BOLIVAR;2022;2023;28.271448748427787;21.43908655416397;17062;90%;28.001462186960225;28.54143530989535
923;O3;CIUDAD BOLIVAR;2022;2023;28.271448748427787;21.43908655416397;17062;99%;27.84862733066779;28.694270166187785
924;O3;CIUDAD BOLIVAR;2023;2023;28.104212676565286;20.480743184930798;8520;95%;27.66926630368234;28.539159049448234
925;O3;CIUDAD BOLIVAR;2023;2023;28.104212676565286;20.480743184930798;8520;90%;27.739206342850565;28.469219010280007
926;O3;CIUDAD BOLIVAR;2023;2023;28.104212676565286;20.480743184930798;8520;99%;27.532549379869817;28.675875973260755
927;O3;ENGATIVÁ;2020;2020;24.711693225509844;17.628779544982724;10112;95%;24.368053155588832;25.055333295430856
928;O3;ENGATIVÁ;2020;2020;24.711693225509844;17.628779544982724;10112;90%;24.42330948825251;25.000076962767178
929;O3;ENGATIVÁ;2020;2020;24.711693225509844;17.628779544982724;10112;99%;24.260042421667457;25.16334402935223
930;O3;ENGATIVÁ;2020;2021;20.23425360471179;18.076093230317422;30652;95%;20.031886273093562;20.436620936330016
931;O3;ENGATIVÁ;2020;2021;20.23425360471179;18.076093230317422;30652;90%;20.06442315988223;20.404084049541346
932;O3;ENGATIVÁ;2020;2021;20.23425360471179;18.076093230317422;30652;99%;19.96829178898338;20.5002154204402
933;O3;ENGATIVÁ;2020;2022;19.139119419139128;18.519132191175018;47384;95%;18.972370143193377;19.30586869508488
934;O3;ENGATIVÁ;2020;2022;19.139119419139128;18.519132191175018;47384;90%;18.999179854104028;19.279058984174227
935;O3;ENGATIVÁ;2020;2022;19.139119419139128;18.519132191175018;47384;99%;18.919970493227197;19.35826834505106
936;O3;ENGATIVÁ;2020;2023;19.629563603684428;18.89931760213653;62669;95%;19.48159273615356;19.777534471215297
937;O3;ENGATIVÁ;2020;2023;19.629563603684428;18.89931760213653;62669;90%;19.505383099793704;19.75374410757515
938;O3;ENGATIVÁ;2020;2023;19.629563603684428;18.89931760213653;62669;99%;19.43509475262006;19.824032454748796
939;O3;ENGATIVÁ;2021;2021;18.029975637549672;17.885590943003447;20540;95%;17.785364200519382;18.274587074579962
940;O3;ENGATIVÁ;2021;2021;18.029975637549672;17.885590943003447;20540;90%;17.82469408680512;18.235257188294224
941;O3;ENGATIVÁ;2021;2021;18.029975637549672;17.885590943003447;20540;99%;17.708490784858522;18.35146049024082
942;O3;ENGATIVÁ;2021;2022;17.62726423750089;18.465850322767846;37272;95%;17.439790621087774;17.814737853914004
943;O3;ENGATIVÁ;2021;2022;17.62726423750089;18.465850322767846;37272;90%;17.469932617757816;17.78459585724396
944;O3;ENGATIVÁ;2021;2022;17.62726423750089;18.465850322767846;37272;99%;17.380877524648547;17.87365095035323
945;O3;ENGATIVÁ;2021;2023;18.65175865408878;18.978780794030563;52557;95%;18.48949878585603;18.814018522321533
946;O3;ENGATIVÁ;2021;2023;18.65175865408878;18.978780794030563;52557;90%;18.51558661586163;18.787930692315932
947;O3;ENGATIVÁ;2021;2023;18.65175865408878;18.978780794030563;52557;99%;18.438510206369465;18.865007101808096
948;O3;ENGATIVÁ;2022;2022;17.132900613486903;19.1431090356075;16732;95%;16.84282043419231;17.422980792781498
949;O3;ENGATIVÁ;2022;2022;17.132900613486903;19.1431090356075;16732;90%;16.889461785122574;17.376339441851233
950;O3;ENGATIVÁ;2022;2022;17.132900613486903;19.1431090356075;16732;99%;16.751654721473567;17.51414650550024
951;O3;ENGATIVÁ;2022;2023;19.0506537148288;19.63800996245582;32017;95%;18.835538232895512;19.26576919676209
952;O3;ENGATIVÁ;2022;2023;19.0506537148288;19.63800996245582;32017;90%;18.87012471280989;19.231182716847712
953;O3;ENGATIVÁ;2022;2023;19.0506537148288;19.63800996245582;32017;99%;18.767937882546196;19.333369547111406
954;O3;ENGATIVÁ;2023;2023;21.149956619091316;19.95627655135694;15285;95%;20.833561862943903;21.46635137523873
955;O3;ENGATIVÁ;2023;2023;21.149956619091316;19.95627655135694;15285;90%;20.884434703254716;21.415478534927917
956;O3;ENGATIVÁ;2023;2023;21.149956619091316;19.95627655135694;15285;99%;20.734124423721195;21.56578881446144
957;O3;FONTIBÓN;2020;2021;16.89763287909539;16.602026168127495;3449;95%;16.343370928527616;17.451894829663164
958;O3;FONTIBÓN;2020;2021;16.89763287909539;16.602026168127495;3449;90%;16.432519906285343;17.362745851905437
959;O3;FONTIBÓN;2020;2021;16.89763287909539;16.602026168127495;3449;99%;16.169061595826424;17.626204162364356
960;O3;FONTIBÓN;2020;2022;19.023175587678644;19.24319108132321;11936;95%;18.67792070945984;19.368430465897447
961;O3;FONTIBÓN;2020;2022;19.023175587678644;19.24319108132321;11936;90%;18.733435454763335;19.312915720593953
962;O3;FONTIBÓN;2020;2022;19.023175587678644;19.24319108132321;11936;99%;18.569407210392566;19.476943964964722
963;O3;FONTIBÓN;2020;2023;23.51909488364784;23.780364062945747;29767;95%;23.248937577993207;23.78925218930247
964;O3;FONTIBÓN;2020;2023;23.51909488364784;23.780364062945747;29767;90%;23.292373888776453;23.745815878519224
965;O3;FONTIBÓN;2020;2023;23.51909488364784;23.780364062945747;29767;99%;23.164039669709005;23.87415009758667
966;O3;FONTIBÓN;2021;2021;16.89763287909539;16.602026168127495;3449;95%;16.343370928527616;17.451894829663164
967;O3;FONTIBÓN;2021;2021;16.89763287909539;16.602026168127495;3449;90%;16.432519906285343;17.362745851905437
968;O3;FONTIBÓN;2021;2021;16.89763287909539;16.602026168127495;3449;99%;16.169061595826424;17.626204162364356
969;O3;FONTIBÓN;2021;2022;19.023175587678644;19.24319108132321;11936;95%;18.67792070945984;19.368430465897447
970;O3;FONTIBÓN;2021;2022;19.023175587678644;19.24319108132321;11936;90%;18.733435454763335;19.312915720593953
971;O3;FONTIBÓN;2021;2022;19.023175587678644;19.24319108132321;11936;99%;18.569407210392566;19.476943964964722
972;O3;FONTIBÓN;2021;2023;23.51909488364784;23.780364062945747;29767;95%;23.248937577993207;23.78925218930247
973;O3;FONTIBÓN;2021;2023;23.51909488364784;23.780364062945747;29767;90%;23.292373888776453;23.745815878519224
974;O3;FONTIBÓN;2021;2023;23.51909488364784;23.780364062945747;29767;99%;23.164039669709005;23.87415009758667
975;O3;FONTIBÓN;2022;2022;19.886966892250772;20.155118684363273;8487;95%;19.458104170171783;20.31582961432976
976;O3;FONTIBÓN;2022;2022;19.886966892250772;20.155118684363273;8487;90%;19.52706599569035;20.246867788811194
977;O3;FONTIBÓN;2022;2022;19.886966892250772;20.155118684363273;8487;99%;19.323299343794776;20.450634440706768
978;O3;FONTIBÓN;2022;2023;24.386844045958856;24.43373662551334;26318;95%;24.09163374170142;24.682054350216294
979;O3;FONTIBÓN;2022;2023;24.386844045958856;24.43373662551334;26318;90%;24.139098422256286;24.634589669661427
980;O3;FONTIBÓN;2022;2023;24.386844045958856;24.43373662551334;26318;99%;23.99886164511903;24.77482644679868
981;O3;FONTIBÓN;2023;2023;26.52864525752975;25.95407694889849;17831;95%;26.147671280697853;26.909619234361646
982;O3;FONTIBÓN;2023;2023;26.52864525752975;25.95407694889849;17831;90%;26.20892690992902;26.84836360513048
983;O3;FONTIBÓN;2023;2023;26.52864525752975;25.95407694889849;17831;99%;26.027940968648423;27.029349546411076
984;O3;KENNEDY;2020;2020;27.093025624227895;23.852797651796283;17238;95%;26.736923574431746;27.449127674024044
985;O3;KENNEDY;2020;2020;27.093025624227895;23.852797651796283;17238;90%;26.794180287088317;27.391870961367474
986;O3;KENNEDY;2020;2020;27.093025624227895;23.852797651796283;17238;99%;26.625009237943885;27.561042010511905
987;O3;KENNEDY;2020;2021;24.912878140704017;22.548295507160855;36974;95%;24.683036979092925;25.142719302315108
988;O3;KENNEDY;2020;2021;24.912878140704017;22.548295507160855;36974;90%;24.71999083895485;25.105765442453183
989;O3;KENNEDY;2020;2021;24.912878140704017;22.548295507160855;36974;99%;24.610809946128523;25.21494633527951
990;O3;KENNEDY;2020;2022;24.35904882364341;22.29078634599061;46442;95%;24.15631353855953;24.561784108727288
991;O3;KENNEDY;2020;2022;24.35904882364341;22.29078634599061;46442;90%;24.18890904941088;24.529188597875937
992;O3;KENNEDY;2020;2022;24.35904882364341;22.29078634599061;46442;99%;24.092605488272625;24.625492159014193
993;O3;KENNEDY;2020;2023;24.51538616700208;22.273724635858265;55004;95%;24.32924031734533;24.70153201665883
994;O3;KENNEDY;2020;2023;24.51538616700208;22.273724635858265;55004;90%;24.359168452018835;24.671603881985327
995;O3;KENNEDY;2020;2023;24.51538616700208;22.273724635858265;55004;99%;24.270745946017843;24.76002638798632
996;O3;KENNEDY;2021;2021;23.008673523710463;21.161403239865773;19736;95%;22.71342371686294;23.303923330557986
997;O3;KENNEDY;2021;2021;23.008673523710463;21.161403239865773;19736;90%;22.76089564055367;23.256451406867257
998;O3;KENNEDY;2021;2021;23.008673523710463;21.161403239865773;19736;99%;22.62063577161876;23.39671127580217
999;O3;KENNEDY;2021;2022;22.74528728109871;21.150332405766328;29204;95%;22.502703300152767;22.987871262044656
1000;O3;KENNEDY;2021;2022;22.74528728109871;21.150332405766328;29204;90%;22.541706366452726;22.948868195744698
1001;O3;KENNEDY;2021;2022;22.74528728109871;21.150332405766328;29204;99%;22.426470264451023;23.0641042977464
1002;O3;KENNEDY;2021;2023;23.338842477872745;21.411911687777327;37766;95%;23.122885640152194;23.554799315593296
1003;O3;KENNEDY;2021;2023;23.338842477872745;21.411911687777327;37766;90%;23.157607149351392;23.5200778063941
1004;O3;KENNEDY;2021;2023;23.338842477872745;21.411911687777327;37766;99%;23.0550218350563;23.62266312068919
1005;O3;KENNEDY;2022;2022;22.19625993802885;21.117794460464832;9468;95%;21.770834893148052;22.621684982909645
1006;O3;KENNEDY;2022;2022;22.19625993802885;21.117794460464832;9468;90%;21.83924269627636;22.553277179781336
1007;O3;KENNEDY;2022;2022;22.19625993802885;21.117794460464832;9468;99%;21.637115404725957;22.75540447133174
1008;O3;KENNEDY;2022;2023;23.70025204411495;21.677628711097597;18030;95%;23.383812202694436;24.016691885535465
1009;O3;KENNEDY;2022;2023;23.70025204411495;21.677628711097597;18030;90%;23.434691540893454;23.965812547336448
1010;O3;KENNEDY;2022;2023;23.70025204411495;21.677628711097597;18030;99%;23.284363487680373;24.116140600549528
1011;O3;KENNEDY;2023;2023;25.36339117754443;22.163039221037835;8562;95%;24.893874309447636;25.832908045641222
1012;O3;KENNEDY;2023;2023;25.36339117754443;22.163039221037835;8562;90%;24.969373272444013;25.757409082644845
1013;O3;KENNEDY;2023;2023;25.36339117754443;22.163039221037835;8562;99%;24.74629107181724;25.98049128327162
1014;O3;PUENTE ARANDA;2020;2020;19.232810946509222;17.177253888989288;10892;95%;18.91018723941172;19.555434653606724
1015;O3;PUENTE ARANDA;2020;2020;19.232810946509222;17.177253888989288;10892;90%;18.96206365680939;19.503558236209052
1016;O3;PUENTE ARANDA;2020;2020;19.232810946509222;17.177253888989288;10892;99%;18.808784331354143;19.6568375616643
1017;O3;PUENTE ARANDA;2020;2021;19.818522431964233;18.39597478478112;27977;95%;19.60295203815917;20.034092825769296
1018;O3;PUENTE ARANDA;2020;2021;19.818522431964233;18.39597478478112;27977;90%;19.637611890997253;19.999432972931213
1019;O3;PUENTE ARANDA;2020;2021;19.818522431964233;18.39597478478112;27977;99%;19.5352078385875;20.101837025340966
1020;O3;PUENTE ARANDA;2020;2022;19.29252173452481;18.504362465428386;45040;95%;19.12162463252464;19.463418836524983
1021;O3;PUENTE ARANDA;2020;2022;19.29252173452481;18.504362465428386;45040;90%;19.14910126973268;19.435942199316944
1022;O3;PUENTE ARANDA;2020;2022;19.29252173452481;18.504362465428386;45040;99%;19.067921388516712;19.51712208053291
1023;O3;PUENTE ARANDA;2020;2023;20.009733637507253;19.010044867560456;62223;95%;19.860363353091802;20.159103921922704
1024;O3;PUENTE ARANDA;2020;2023;20.009733637507253;19.010044867560456;62223;90%;19.88437871533898;20.135088559675527
1025;O3;PUENTE ARANDA;2020;2023;20.009733637507253;19.010044867560456;62223;99%;19.81342560472684;20.206041670287664
1026;O3;PUENTE ARANDA;2021;2021;20.191924217131106;19.12358454087224;17085;95%;19.905149625872824;20.47869880838939
1027;O3;PUENTE ARANDA;2021;2021;20.191924217131106;19.12358454087224;17085;90%;19.95125939419496;20.432589040067253
1028;O3;PUENTE ARANDA;2021;2021;20.191924217131106;19.12358454087224;17085;99%;19.815023110658863;20.56882532360335
1029;O3;PUENTE ARANDA;2021;2022;19.31156735661295;18.908280213230857;34148;95%;19.11101264072389;19.512122072502013
1030;O3;PUENTE ARANDA;2021;2022;19.31156735661295;18.908280213230857;34148;90%;19.143257933102866;19.479876780123035
1031;O3;PUENTE ARANDA;2021;2022;19.31156735661295;18.908280213230857;34148;99%;19.04798839092677;19.575146322299133
1032;O3;PUENTE ARANDA;2021;2023;20.174590000140952;19.372813465310173;51331;95%;20.00699495834616;20.342185041935746
1033;O3;PUENTE ARANDA;2021;2023;20.174590000140952;19.372813465310173;51331;90%;20.033940585463753;20.31523941481815
1034;O3;PUENTE ARANDA;2021;2023;20.174590000140952;19.372813465310173;51331;99%;19.95432978274473;20.394850217537176
1035;O3;PUENTE ARANDA;2022;2022;18.43007541721468;18.64917920660968;17063;95%;18.15023468566325;18.709916148766112
1036;O3;PUENTE ARANDA;2022;2022;18.43007541721468;18.64917920660968;17063;90%;18.195229581082565;18.664921253346797
1037;O3;PUENTE ARANDA;2022;2022;18.43007541721468;18.64917920660968;17063;99%;18.06228730023019;18.797863534199173
1038;O3;PUENTE ARANDA;2022;2023;20.16594212601618;19.496231884601553;34246;95%;19.95944728943578;20.37243696259658
1039;O3;PUENTE ARANDA;2022;2023;20.16594212601618;19.496231884601553;34246;90%;19.99264763340964;20.33923661862272
1040;O3;PUENTE ARANDA;2022;2023;20.16594212601618;19.496231884601553;34246;99%;19.894556374659512;20.437327877372848
1041;O3;PUENTE ARANDA;2023;2023;21.88968615513101;20.15556645464564;17183;95%;21.588299375177392;22.191072935084627
1042;O3;PUENTE ARANDA;2023;2023;21.88968615513101;20.15556645464564;17183;90%;21.63675857674222;22.1426137335198
1043;O3;PUENTE ARANDA;2023;2023;21.88968615513101;20.15556645464564;17183;99%;21.4935806847906;22.28579162547142
1044;O3;SAN CRISTOBAL;2020;2020;21.366203329369796;16.490992303728444;1682;95%;20.577534463449986;22.154872195289606
1045;O3;SAN CRISTOBAL;2020;2020;21.366203329369796;16.490992303728444;1682;90%;20.70444342026232;22.027963238477273
1046;O3;SAN CRISTOBAL;2020;2020;21.366203329369796;16.490992303728444;1682;99%;20.329285724114943;22.40312093462465
1047;O3;SAN CRISTOBAL;2020;2021;24.048223874868185;17.15330843869287;9653;95%;23.70599291229878;24.39045483743759
1048;O3;SAN CRISTOBAL;2020;2021;24.048223874868185;17.15330843869287;9653;90%;23.76102304823223;24.33542470150414
1049;O3;SAN CRISTOBAL;2020;2021;24.048223874868185;17.15330843869287;9653;99%;23.598423602136382;24.49802414759999
1050;O3;SAN CRISTOBAL;2020;2022;22.50986829120406;16.66476553035838;18323;95%;22.268556969392527;22.751179613015594
1051;O3;SAN CRISTOBAL;2020;2022;22.50986829120406;16.66476553035838;18323;90%;22.307356585000782;22.71237999740734
1052;O3;SAN CRISTOBAL;2020;2022;22.50986829120406;16.66476553035838;18323;99%;22.192719367561427;22.827017214846695
1053;O3;SAN CRISTOBAL;2020;2023;19.484290310882376;15.11470736514913;26402;95%;19.301964005441306;19.666616616323445
1054;O3;SAN CRISTOBAL;2020;2023;19.484290310882376;15.11470736514913;26402;90%;19.331278897803667;19.637301723961084
1055;O3;SAN CRISTOBAL;2020;2023;19.484290310882376;15.11470736514913;26402;99%;19.2446665893255;19.72391403243925
1056;O3;SAN CRISTOBAL;2021;2021;24.614170250169686;17.237586164934573;7971;95%;24.235697953558162;24.99264254678121
1057;O3;SAN CRISTOBAL;2021;2021;24.614170250169686;17.237586164934573;7971;90%;24.29655760473008;24.93178289560929
1058;O3;SAN CRISTOBAL;2021;2021;24.614170250169686;17.237586164934573;7971;99%;24.116729746226703;25.111610754112668
1059;O3;SAN CRISTOBAL;2021;2022;22.625464978050115;16.678356305762488;16641;95%;22.372043616886426;22.878886339213803
1060;O3;SAN CRISTOBAL;2021;2022;22.625464978050115;16.678356305762488;16641;90%;22.412790697211292;22.838139258888937
1061;O3;SAN CRISTOBAL;2021;2022;22.625464978050115;16.678356305762488;16641;99%;22.29239887479288;22.95853108130735
1062;O3;SAN CRISTOBAL;2021;2023;19.356241051291118;15.008269442341197;24720;95%;19.169140209485548;19.543341893096688
1063;O3;SAN CRISTOBAL;2021;2023;19.356241051291118;15.008269442341197;24720;90%;19.199222879018173;19.513259223564063
1064;O3;SAN CRISTOBAL;2021;2023;19.356241051291118;15.008269442341197;24720;99%;19.11034191667644;19.602140185905796
1065;O3;SAN CRISTOBAL;2022;2022;20.79709476766198;15.930547731943458;8670;95%;20.461720381570196;21.132469153753767
1066;O3;SAN CRISTOBAL;2022;2022;20.79709476766198;15.930547731943458;8670;90%;20.51564893124546;21.0785406040785
1067;O3;SAN CRISTOBAL;2022;2022;20.79709476766198;15.930547731943458;8670;99%;20.356302598544396;21.237886936779567
1068;O3;SAN CRISTOBAL;2022;2023;16.85394517426795;13.10087819839208;16749;95%;16.655525174000744;17.052365174535154
1069;O3;SAN CRISTOBAL;2022;2023;16.85394517426795;13.10087819839208;16749;90%;16.68742868445175;17.02046166408415
1070;O3;SAN CRISTOBAL;2022;2023;16.85394517426795;13.10087819839208;16749;99%;16.593166216623978;17.11472413191192
1071;O3;SAN CRISTOBAL;2023;2023;12.622343865352699;6.99272213455343;8079;95%;12.469840075877176;12.774847654828221
1072;O3;SAN CRISTOBAL;2023;2023;12.622343865352699;6.99272213455343;8079;90%;12.494363150441064;12.750324580264333
1073;O3;SAN CRISTOBAL;2023;2023;12.622343865352699;6.99272213455343;8079;99%;12.421902581620397;12.822785149085
1074;O3;SANTA FE;2020;2020;27.514987207433748;19.516733691730117;1282;95%;26.44563258997588;28.584341824891617
1075;O3;SANTA FE;2020;2020;27.514987207433748;19.516733691730117;1282;90%;26.61775559710423;28.412218817763264
1076;O3;SANTA FE;2020;2020;27.514987207433748;19.516733691730117;1282;99%;26.10884987341021;28.921124541457285
1077;O3;SANTA FE;2020;2021;26.959402640308948;20.08302786393363;8613;95%;26.535211982234085;27.38359329838381
1078;O3;SANTA FE;2020;2021;26.959402640308948;20.08302786393363;8613;90%;26.60342235790664;27.315382922711255
1079;O3;SANTA FE;2020;2021;26.959402640308948;20.08302786393363;8613;99%;26.40187640165812;27.516928878959774
1080;O3;SANTA FE;2020;2022;25.15378543504841;19.45698673289294;17119;95%;24.862301122336586;25.445269747760232
1081;O3;SANTA FE;2020;2022;25.15378543504841;19.45698673289294;17119;90%;24.909168146898924;25.398402723197893
1082;O3;SANTA FE;2020;2022;25.15378543504841;19.45698673289294;17119;99%;24.77069448345068;25.53687638664614
1083;O3;SANTA FE;2020;2023;25.109984026756038;19.537927539601263;23762;95%;24.861552211343135;25.35841584216894
1084;O3;SANTA FE;2020;2023;25.109984026756038;19.537927539601263;23762;90%;24.901495966816853;25.318472086695223
1085;O3;SANTA FE;2020;2023;25.109984026756038;19.537927539601263;23762;99%;24.78347968063282;25.436488372879257
1086;O3;SANTA FE;2021;2021;26.86224544278419;20.180154765457928;7331;95%;26.40022340382716;27.32426748174122
1087;O3;SANTA FE;2021;2021;26.86224544278419;20.180154765457928;7331;90%;26.47451934837927;27.249971537189108
1088;O3;SANTA FE;2021;2021;26.86224544278419;20.180154765457928;7331;99%;26.254987693985996;27.469503191582383
1089;O3;SANTA FE;2021;2022;24.96264691940795;19.4402159498483;15837;95%;24.659853862517387;25.26543997629851
1090;O3;SANTA FE;2021;2022;24.96264691940795;19.4402159498483;15837;90%;24.70853953272688;25.216754306089015
1091;O3;SANTA FE;2021;2022;24.96264691940795;19.4402159498483;15837;99%;24.56469183775505;25.360602001060847
1092;O3;SANTA FE;2021;2023;24.972830375615967;19.530644674344774;22480;95%;24.717507397583372;25.228153353648562
1093;O3;SANTA FE;2021;2023;24.972830375615967;19.530644674344774;22480;90%;24.75855928488063;25.187101466351304
1094;O3;SANTA FE;2021;2023;24.972830375615967;19.530644674344774;22480;99%;24.637268677913884;25.30839207331805
1095;O3;SANTA FE;2022;2022;23.32545472861659;18.625490801292163;8506;95%;22.929582590134025;23.721326867099158
1096;O3;SANTA FE;2022;2022;23.32545472861659;18.625490801292163;8506;90%;22.99323945113538;23.657670006097803
1097;O3;SANTA FE;2022;2022;23.32545472861659;18.625490801292163;8506;99%;22.805147820889136;23.845761636344047
1098;O3;SANTA FE;2022;2023;24.058492672968256;19.14227504631929;15149;95%;23.753643962028356;24.363341383908157
1099;O3;SANTA FE;2022;2023;24.058492672968256;19.14227504631929;15149;90%;23.802660366357383;24.31432497957913
1100;O3;SANTA FE;2022;2023;24.058492672968256;19.14227504631929;15149;99%;23.657835082174888;24.459150263761625
1101;O3;SANTA FE;2023;2023;24.99710787011642;19.746009070551693;6643;95%;24.522183511406965;25.472032228825874
1102;O3;SANTA FE;2023;2023;24.99710787011642;19.746009070551693;6643;90%;24.59855582702978;25.39565991320306
1103;O3;SANTA FE;2023;2023;24.99710787011642;19.746009070551693;6643;99%;24.372885820414393;25.621329919818447
1104;O3;SUBA;2020;2020;28.401961011888876;24.2524067844285;14730;95%;28.0102757310702;28.79364629270755
1105;O3;SUBA;2020;2020;28.401961011888876;24.2524067844285;14730;90%;28.073254700152027;28.730667323625724
1106;O3;SUBA;2020;2020;28.401961011888876;24.2524067844285;14730;99%;27.88717488624657;28.916747137531182
1107;O3;SUBA;2020;2021;23.168844446467556;21.16940685301262;43912;95%;22.97083899705712;23.366849895877994
1108;O3;SUBA;2020;2021;23.168844446467556;21.16940685301262;43912;90%;23.002674109734873;23.33501478320024
1109;O3;SUBA;2020;2021;23.168844446467556;21.16940685301262;43912;99%;22.908617036853926;23.429071856081187
1110;O3;SUBA;2020;2022;21.200151678358313;20.512722016440183;69001;95%;21.047095342751522;21.353208013965105
1111;O3;SUBA;2020;2022;21.200151678358313;20.512722016440183;69001;90%;21.071703281045234;21.328600075671392
1112;O3;SUBA;2020;2022;21.200151678358313;20.512722016440183;69001;99%;20.998999520569765;21.401303836146862
1113;O3;SUBA;2020;2023;20.447696351481895;19.55085096767076;94518;95%;20.32305502679577;20.57233767616802
1114;O3;SUBA;2020;2023;20.447696351481895;19.55085096767076;94518;90%;20.343094368684476;20.552298334279314
1115;O3;SUBA;2020;2023;20.447696351481895;19.55085096767076;94518;99%;20.28388867373046;20.61150402923333
1116;O3;SUBA;2021;2021;20.52735972956481;18.885852542795348;29182;95%;20.310666584524427;20.744052874605195
1117;O3;SUBA;2021;2021;20.52735972956481;18.885852542795348;29182;90%;20.34550687939154;20.709212579738082
1118;O3;SUBA;2021;2021;20.52735972956481;18.885852542795348;29182;99%;20.242569847701866;20.812149611427756
1119;O3;SUBA;2021;2022;19.245467749871548;18.906252247118356;54271;95%;19.08640103459355;19.404534465149545
1120;O3;SUBA;2021;2022;19.245467749871548;18.906252247118356;54271;90%;19.111975452817596;19.3789600469255
1121;O3;SUBA;2021;2022;19.245467749871548;18.906252247118356;54271;99%;19.036415959985984;19.45451953975711
1122;O3;SUBA;2021;2023;18.979225924252308;18.176506666842663;79788;95%;18.85310233837569;19.105349510128924
1123;O3;SUBA;2021;2023;18.979225924252308;18.176506666842663;79788;90%;18.87338005110039;19.085071797404225
1124;O3;SUBA;2021;2023;18.979225924252308;18.176506666842663;79788;99%;18.81346998458368;19.144981863920936
1125;O3;SUBA;2022;2022;17.754448906896187;18.820805488784544;25089;95%;17.521551005861934;17.98734680793044
1126;O3;SUBA;2022;2022;17.754448906896187;18.820805488784544;25089;90%;17.558997039478804;17.94990077431357
1127;O3;SUBA;2022;2022;17.754448906896187;18.820805488784544;25089;99%;17.44836066076489;18.060537153027482
1128;O3;SUBA;2022;2023;18.08649303276455;17.69330058042983;50606;95%;17.932334940040484;18.24065112548862
1129;O3;SUBA;2022;2023;18.08649303276455;17.69330058042983;50606;90%;17.95712020909044;18.21586585643866
1130;O3;SUBA;2022;2023;18.08649303276455;17.69330058042983;50606;99%;17.883892160615083;18.28909390491402
1131;O3;SUBA;2023;2023;18.412967738800187;16.503663121728447;25517;95%;18.210463445212056;18.61547203238832
1132;O3;SUBA;2023;2023;18.412967738800187;16.503663121728447;25517;90%;18.24302266981683;18.582912807783543
1133;O3;SUBA;2023;2023;18.412967738800187;16.503663121728447;25517;99%;18.14682469999014;18.679110777610234
1134;O3;TUNJELITO;2020;2020;24.96877373324695;17.634521855439907;8432;95%;24.59232240578752;25.345225060706383
1135;O3;TUNJELITO;2020;2020;24.96877373324695;17.634521855439907;8432;90%;24.652856462510037;25.284691003983866
1136;O3;TUNJELITO;2020;2020;24.96877373324695;17.634521855439907;8432;99%;24.473991837105565;25.46355562938834
1137;O3;TUNJELITO;2020;2021;25.31061783738394;18.15102588879452;17096;95%;25.038515192795845;25.582720481972036
1138;O3;TUNJELITO;2020;2021;25.31061783738394;18.15102588879452;17096;90%;25.082265893114997;25.538969781652884
1139;O3;TUNJELITO;2020;2021;25.31061783738394;18.15102588879452;17096;99%;24.95299973505726;25.66823593971062
1140;O3;TUNJELITO;2020;2022;25.46563749918087;18.78442512560902;25667;95%;25.235822206185407;25.69545279217633
1141;O3;TUNJELITO;2020;2022;25.46563749918087;18.78442512560902;25667;90%;25.27277255952916;25.658502438832578
1142;O3;TUNJELITO;2020;2022;25.46563749918087;18.78442512560902;25667;99%;25.163600788874053;25.767674209487684
1143;O3;TUNJELITO;2020;2023;25.707482461572617;18.625840568321927;34039;95%;25.50960741994843;25.905357503196804
1144;O3;TUNJELITO;2020;2023;25.707482461572617;18.625840568321927;34039;90%;25.541421877316743;25.87354304582849
1145;O3;TUNJELITO;2020;2023;25.707482461572617;18.625840568321927;34039;99%;25.447425239825165;25.96753968332007
