;variable;localidad;year_start;year_end;mean;std;n;confidence_level;ci_lower;ci_upper
0;CO;TODAS;2020;2020;728.4690790880064;478.42984927669187;125720;95%;725.8244281803142;731.1137299956987
1;CO;TODAS;2020;2020;728.4690790880064;478.42984927669187;125720;90%;726.2496230950911;730.6885350809217
2;CO;TODAS;2020;2020;728.4690790880064;478.42984927669187;125720;99%;724.9933993301137;731.9447588458992
3;CO;TODAS;2020;2021;739.5925271864498;560.9099838986209;282854;95%;737.525424947629;741.6596294252707
4;CO;TODAS;2020;2021;739.5925271864498;560.9099838986209;282854;90%;737.857762043825;741.3272923290747
5;CO;TODAS;2020;2021;739.5925271864498;560.9099838986209;282854;99%;736.8758876418606;742.3091667310391
6;CO;TODAS;2020;2022;736.8128561293206;564.5204569272394;419384;95%;735.1043241975128;738.5213880611284
7;CO;TODAS;2020;2022;736.8128561293206;564.5204569272394;419384;90%;735.3790119036012;738.24670035504
8;CO;TODAS;2020;2022;736.8128561293206;564.5204569272394;419384;99%;734.567460816382;739.0582514422592
9;CO;TODAS;2020;2023;710.8346838134419;538.3345168390131;561003;95%;709.4259833324145;712.2433842944693
10;CO;TODAS;2020;2023;710.8346838134419;538.3345168390131;561003;90%;709.6524657008317;712.016901926052
11;CO;TODAS;2020;2023;710.8346838134419;538.3345168390131;561003;99%;708.9833352557176;712.6860323711661
12;CO;TODAS;2021;2021;748.492191771685;618.894657970521;157134;95%;745.4321096090292;751.5522739343409
13;CO;TODAS;2021;2021;748.492191771685;618.894657970521;157134;90%;745.9240945071064;751.0602890362637
14;CO;TODAS;2021;2021;748.492191771685;618.894657970521;157134;99%;744.470544231158;752.5138393122121
15;CO;TODAS;2021;2022;740.3848964530716;597.5623637869248;293664;95%;738.2236327365871;742.5461601695562
