"Estacion","Fecha inicial","Fecha final","SO2"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 11:00","2019-12-15 11:59","1.3093"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 10:00","2019-12-15 10:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 09:00","2019-12-15 09:59","4.45162"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 08:00","2019-12-15 08:59","8.90324"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 07:00","2019-12-15 07:59","8.11766"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 06:00","2019-12-15 06:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 05:00","2019-12-15 05:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 04:00","2019-12-15 04:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 03:00","2019-12-15 03:59","1.3093"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 02:00","2019-12-15 02:59","1.3093"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 01:00","2019-12-15 01:59","1.83302"
"CENTRO DE ALTO RENDIMIENTO","2019-12-15 00:00","2019-12-15 00:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 23:00","2019-12-14 23:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 22:00","2019-12-14 22:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 21:00","2019-12-14 21:59","5.76092"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 20:00","2019-12-14 20:59","5.2372"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 19:00","2019-12-14 19:59","4.97534"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 18:00","2019-12-14 18:59","4.18976"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 17:00","2019-12-14 17:59","3.14232"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 16:00","2019-12-14 16:59","3.14232"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 15:00","2019-12-14 15:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 14:00","2019-12-14 14:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 13:00","2019-12-14 13:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 12:00","2019-12-14 12:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 11:00","2019-12-14 11:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 10:00","2019-12-14 10:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 09:00","2019-12-14 09:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 08:00","2019-12-14 08:59","5.2372"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 07:00","2019-12-14 07:59","3.66604"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 06:00","2019-12-14 06:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 05:00","2019-12-14 05:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 04:00","2019-12-14 04:59","3.66604"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 03:00","2019-12-14 03:59","3.40418"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 02:00","2019-12-14 02:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 01:00","2019-12-14 01:59","4.18976"
"CENTRO DE ALTO RENDIMIENTO","2019-12-14 00:00","2019-12-14 00:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 23:00","2019-12-13 23:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 22:00","2019-12-13 22:59","3.14232"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 21:00","2019-12-13 21:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 20:00","2019-12-13 20:59","3.14232"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 19:00","2019-12-13 19:59","3.40418"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 18:00","2019-12-13 18:59","3.66604"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 17:00","2019-12-13 17:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 16:00","2019-12-13 16:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 15:00","2019-12-13 15:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 14:00","2019-12-13 14:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 13:00","2019-12-13 13:59","3.40418"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 12:00","2019-12-13 12:59","4.71348"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 11:00","2019-12-13 11:59","10.4744"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 10:00","2019-12-13 10:59","16.49718"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 09:00","2019-12-13 09:59","18.3302"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 08:00","2019-12-13 08:59","9.95068"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 07:00","2019-12-13 07:59","11.7837"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 06:00","2019-12-13 06:59","23.04368"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 05:00","2019-12-13 05:59","4.97534"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 04:00","2019-12-13 04:59","3.66604"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 03:00","2019-12-13 03:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 02:00","2019-12-13 02:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 01:00","2019-12-13 01:59","3.40418"
"CENTRO DE ALTO RENDIMIENTO","2019-12-13 00:00","2019-12-13 00:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 23:00","2019-12-12 23:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 22:00","2019-12-12 22:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 21:00","2019-12-12 21:59","2.09488"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 20:00","2019-12-12 20:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 19:00","2019-12-12 19:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 18:00","2019-12-12 18:59","3.40418"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 17:00","2019-12-12 17:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 16:00","2019-12-12 16:59","1.57116"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 15:00","2019-12-12 15:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 14:00","2019-12-12 14:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 13:00","2019-12-12 13:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 12:00","2019-12-12 12:59","3.40418"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 11:00","2019-12-12 11:59","5.76092"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 10:00","2019-12-12 10:59","5.2372"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 09:00","2019-12-12 09:59","4.18976"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 08:00","2019-12-12 08:59","8.11766"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 07:00","2019-12-12 07:59","9.42696"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 06:00","2019-12-12 06:59","6.5465"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 05:00","2019-12-12 05:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 04:00","2019-12-12 04:59","1.57116"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 03:00","2019-12-12 03:59","1.3093"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 02:00","2019-12-12 02:59","1.04744"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 01:00","2019-12-12 01:59","1.3093"
"CENTRO DE ALTO RENDIMIENTO","2019-12-12 00:00","2019-12-12 00:59","1.3093"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 23:00","2019-12-11 23:59","1.83302"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 22:00","2019-12-11 22:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 21:00","2019-12-11 21:59","2.09488"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 20:00","2019-12-11 20:59","1.83302"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 19:00","2019-12-11 19:59","3.40418"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 18:00","2019-12-11 18:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 17:00","2019-12-11 17:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 16:00","2019-12-11 16:59","2.88046"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 15:00","2019-12-11 15:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 14:00","2019-12-11 14:59","2.6186"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 13:00","2019-12-11 13:59","3.66604"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 12:00","2019-12-11 12:59","4.71348"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 11:00","2019-12-11 11:59","4.97534"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 10:00","2019-12-11 10:59","4.71348"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 09:00","2019-12-11 09:59","8.90324"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 08:00","2019-12-11 08:59","8.37952"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 07:00","2019-12-11 07:59","5.76092"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 06:00","2019-12-11 06:59","7.59394"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 05:00","2019-12-11 05:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 04:00","2019-12-11 04:59","2.09488"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 03:00","2019-12-11 03:59","2.35674"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 02:00","2019-12-11 02:59","3.9279"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 01:00","2019-12-11 01:59","3.66604"
"CENTRO DE ALTO RENDIMIENTO","2019-12-11 00:00","2019-12-11 00:59","3.40418"
"KENNEDY","2019-12-31 22:00","2019-12-31 22:59","0.52372"
"KENNEDY","2019-12-31 21:00","2019-12-31 21:59","1.04744"
"KENNEDY","2019-12-31 20:00","2019-12-31 20:59","0.78558"
"KENNEDY","2019-12-31 19:00","2019-12-31 19:59","0.52372"
"KENNEDY","2019-12-31 18:00","2019-12-31 18:59","0.78558"
"KENNEDY","2019-12-31 17:00","2019-12-31 17:59","0.78558"
"KENNEDY","2019-12-31 16:00","2019-12-31 16:59","0.78558"
"KENNEDY","2019-12-31 15:00","2019-12-31 15:59","0.78558"
"KENNEDY","2019-12-31 14:00","2019-12-31 14:59","0.52372"
"KENNEDY","2019-12-31 13:00","2019-12-31 13:59","0.52372"
"KENNEDY","2019-12-31 12:00","2019-12-31 12:59","1.3093"
"KENNEDY","2019-12-31 11:00","2019-12-31 11:59","1.83302"
"KENNEDY","2019-12-31 10:00","2019-12-31 10:59","2.88046"
"KENNEDY","2019-12-31 09:00","2019-12-31 09:59","5.49906"
"KENNEDY","2019-12-31 08:00","2019-12-31 08:59","10.21254"
"KENNEDY","2019-12-31 07:00","2019-12-31 07:59","10.4744"
"KENNEDY","2019-12-31 06:00","2019-12-31 06:59","5.76092"
"KENNEDY","2019-12-31 05:00","2019-12-31 05:59","2.35674"
"KENNEDY","2019-12-31 04:00","2019-12-31 04:59","1.04744"
"KENNEDY","2019-12-31 03:00","2019-12-31 03:59","0.52372"
"KENNEDY","2019-12-31 02:00","2019-12-31 02:59","0.78558"
"KENNEDY","2019-12-31 01:00","2019-12-31 01:59","0.26186"
"KENNEDY","2019-12-31 00:00","2019-12-31 00:59","0.52372"
"KENNEDY","2019-12-30 23:00","2019-12-30 23:59","0.78558"
"KENNEDY","2019-12-30 22:00","2019-12-30 22:59","1.3093"
"KENNEDY","2019-12-30 21:00","2019-12-30 21:59","1.3093"
"KENNEDY","2019-12-30 20:00","2019-12-30 20:59","1.3093"
"KENNEDY","2019-12-30 19:00","2019-12-30 19:59","1.04744"
"KENNEDY","2019-12-30 18:00","2019-12-30 18:59","1.3093"
"KENNEDY","2019-12-30 17:00","2019-12-30 17:59","1.57116"
"KENNEDY","2019-12-30 16:00","2019-12-30 16:59","2.09488"
"KENNEDY","2019-12-30 15:00","2019-12-30 15:59","2.6186"
"KENNEDY","2019-12-30 14:00","2019-12-30 14:59","2.88046"
"KENNEDY","2019-12-30 13:00","2019-12-30 13:59","1.57116"
"KENNEDY","2019-12-30 12:00","2019-12-30 12:59","1.3093"
"KENNEDY","2019-12-30 11:00","2019-12-30 11:59","3.40418"
"KENNEDY","2019-12-30 10:00","2019-12-30 10:59","9.68882"
"KENNEDY","2019-12-30 09:00","2019-12-30 09:59","9.1651"
"KENNEDY","2019-12-30 08:00","2019-12-30 08:59","4.97534"
"KENNEDY","2019-12-30 07:00","2019-12-30 07:59","5.76092"
"KENNEDY","2019-12-30 06:00","2019-12-30 06:59","3.66604"
"KENNEDY","2019-12-30 05:00","2019-12-30 05:59","3.9279"
"KENNEDY","2019-12-30 04:00","2019-12-30 04:59","2.88046"
"KENNEDY","2019-12-30 03:00","2019-12-30 03:59","2.6186"
"KENNEDY","2019-12-30 02:00","2019-12-30 02:59","2.6186"
"KENNEDY","2019-12-30 01:00","2019-12-30 01:59","4.45162"
"KENNEDY","2019-12-30 00:00","2019-12-30 00:59","8.11766"
"KENNEDY","2019-12-29 23:00","2019-12-29 23:59","4.45162"
"KENNEDY","2019-12-29 22:00","2019-12-29 22:59","5.49906"
"KENNEDY","2019-12-29 21:00","2019-12-29 21:59","6.02278"
"KENNEDY","2019-12-29 20:00","2019-12-29 20:59","2.35674"
"KENNEDY","2019-12-29 19:00","2019-12-29 19:59","2.88046"
"KENNEDY","2019-12-29 18:00","2019-12-29 18:59","2.88046"
"KENNEDY","2019-12-29 17:00","2019-12-29 17:59","2.09488"
"KENNEDY","2019-12-29 16:00","2019-12-29 16:59","1.83302"
"KENNEDY","2019-12-29 15:00","2019-12-29 15:59","1.57116"
"KENNEDY","2019-12-29 14:00","2019-12-29 14:59","1.57116"
"KENNEDY","2019-12-29 13:00","2019-12-29 13:59","0.52372"
"KENNEDY","2019-12-29 12:00","2019-12-29 12:59","0.26186"
"KENNEDY","2019-12-29 11:00","2019-12-29 11:59","0.78558"
"KENNEDY","2019-12-29 10:00","2019-12-29 10:59","1.83302"
"KENNEDY","2019-12-29 09:00","2019-12-29 09:59","3.14232"
"KENNEDY","2019-12-29 08:00","2019-12-29 08:59","9.42696"
"KENNEDY","2019-12-29 07:00","2019-12-29 07:59","17.80648"
"KENNEDY","2019-12-29 06:00","2019-12-29 06:59","13.61672"
"KENNEDY","2019-12-29 05:00","2019-12-29 05:59","7.59394"
"KENNEDY","2019-12-29 04:00","2019-12-29 04:59","5.2372"
"KENNEDY","2019-12-29 03:00","2019-12-29 03:59","3.40418"
"KENNEDY","2019-12-29 02:00","2019-12-29 02:59","4.71348"
"KENNEDY","2019-12-29 01:00","2019-12-29 01:59","3.9279"
"KENNEDY","2019-12-29 00:00","2019-12-29 00:59","2.35674"
"KENNEDY","2019-12-28 23:00","2019-12-28 23:59","1.57116"
"KENNEDY","2019-12-28 22:00","2019-12-28 22:59","1.83302"
"KENNEDY","2019-12-28 21:00","2019-12-28 21:59","1.83302"
"KENNEDY","2019-12-28 20:00","2019-12-28 20:59","2.09488"
"KENNEDY","2019-12-28 19:00","2019-12-28 19:59","1.83302"
"KENNEDY","2019-12-28 18:00","2019-12-28 18:59","2.6186"
"KENNEDY","2019-12-28 17:00","2019-12-28 17:59","2.88046"
"KENNEDY","2019-12-28 16:00","2019-12-28 16:59","2.88046"
"KENNEDY","2019-12-28 15:00","2019-12-28 15:59","2.09488"
"KENNEDY","2019-12-28 14:00","2019-12-28 14:59","2.88046"
"KENNEDY","2019-12-28 13:00","2019-12-28 13:59","2.09488"
"KENNEDY","2019-12-28 12:00","2019-12-28 12:59","2.09488"
"KENNEDY","2019-12-28 11:00","2019-12-28 11:59","2.6186"
"KENNEDY","2019-12-28 10:00","2019-12-28 10:59","2.35674"
"KENNEDY","2019-12-28 09:00","2019-12-28 09:59","5.76092"
"KENNEDY","2019-12-28 08:00","2019-12-28 08:59","10.73626"
"KENNEDY","2019-12-28 07:00","2019-12-28 07:59","12.30742"
"KENNEDY","2019-12-28 06:00","2019-12-28 06:59","7.33208"
"KENNEDY","2019-12-28 05:00","2019-12-28 05:59","7.33208"
"KENNEDY","2019-12-28 04:00","2019-12-28 04:59","8.64138"
"KENNEDY","2019-12-28 03:00","2019-12-28 03:59","6.28464"
"KENNEDY","2019-12-28 02:00","2019-12-28 02:59","3.40418"
"KENNEDY","2019-12-28 01:00","2019-12-28 01:59","6.28464"
"KENNEDY","2019-12-28 00:00","2019-12-28 00:59","4.97534"
"KENNEDY","2019-12-27 23:00","2019-12-27 23:59","3.66604"
"KENNEDY","2019-12-27 22:00","2019-12-27 22:59","6.02278"
"KENNEDY","2019-12-27 21:00","2019-12-27 21:59","5.2372"
"KENNEDY","2019-12-27 20:00","2019-12-27 20:59","4.97534"
"KENNEDY","2019-12-27 19:00","2019-12-27 19:59","5.49906"
"KENNEDY","2019-12-27 18:00","2019-12-27 18:59","3.14232"
"KENNEDY","2019-12-27 17:00","2019-12-27 17:59","1.83302"
"KENNEDY","2019-12-27 16:00","2019-12-27 16:59","0.78558"
"KENNEDY","2019-12-27 15:00","2019-12-27 15:59","1.04744"
"KENNEDY","2019-12-27 14:00","2019-12-27 14:59","2.88046"
"KENNEDY","2019-12-27 13:00","2019-12-27 13:59","2.35674"
"KENNEDY","2019-12-27 12:00","2019-12-27 12:59","2.35674"
"KENNEDY","2019-12-27 11:00","2019-12-27 11:59","0.78558"
"KENNEDY","2019-12-27 10:00","2019-12-27 10:59","1.57116"
"KENNEDY","2019-12-27 09:00","2019-12-27 09:59","0.78558"
"KENNEDY","2019-12-27 08:00","2019-12-27 08:59","2.88046"
"KENNEDY","2019-12-27 07:00","2019-12-27 07:59","6.80836"
"KENNEDY","2019-12-27 06:00","2019-12-27 06:59","6.28464"
"KENNEDY","2019-12-27 05:00","2019-12-27 05:59","2.6186"
"KENNEDY","2019-12-27 04:00","2019-12-27 04:59","2.6186"
"KENNEDY","2019-12-27 03:00","2019-12-27 03:59","1.3093"
"KENNEDY","2019-12-27 02:00","2019-12-27 02:59","1.04744"
"KENNEDY","2019-12-27 01:00","2019-12-27 01:59","2.09488"
"KENNEDY","2019-12-27 00:00","2019-12-27 00:59","2.35674"
"KENNEDY","2019-12-26 23:00","2019-12-26 23:59","2.6186"
"KENNEDY","2019-12-26 22:00","2019-12-26 22:59","6.5465"
"KENNEDY","2019-12-26 21:00","2019-12-26 21:59","4.97534"
"KENNEDY","2019-12-26 20:00","2019-12-26 20:59","5.49906"
"KENNEDY","2019-12-26 19:00","2019-12-26 19:59","3.14232"
"KENNEDY","2019-12-26 18:00","2019-12-26 18:59","1.57116"
"KENNEDY","2019-12-26 17:00","2019-12-26 17:59","2.6186"
"KENNEDY","2019-12-26 16:00","2019-12-26 16:59","0.52372"
"KENNEDY","2019-12-26 15:00","2019-12-26 15:59","0.0"
"KENNEDY","2019-12-26 14:00","2019-12-26 14:59","0.0"
"KENNEDY","2019-12-26 13:00","2019-12-26 13:59","0.26186"
"KENNEDY","2019-12-26 12:00","2019-12-26 12:59","0.78558"
"KENNEDY","2019-12-26 11:00","2019-12-26 11:59","1.04744"
"KENNEDY","2019-12-26 10:00","2019-12-26 10:59","0.78558"
"KENNEDY","2019-12-26 09:00","2019-12-26 09:59","1.3093"
"KENNEDY","2019-12-26 08:00","2019-12-26 08:59","1.57116"
"KENNEDY","2019-12-26 07:00","2019-12-26 07:59","2.35674"
"KENNEDY","2019-12-26 06:00","2019-12-26 06:59","3.40418"
"KENNEDY","2019-12-26 05:00","2019-12-26 05:59","3.14232"
"KENNEDY","2019-12-26 04:00","2019-12-26 04:59","1.83302"
"KENNEDY","2019-12-26 03:00","2019-12-26 03:59","1.83302"
"KENNEDY","2019-12-26 02:00","2019-12-26 02:59","0.78558"
"KENNEDY","2019-12-26 01:00","2019-12-26 01:59","0.52372"
"KENNEDY","2019-12-26 00:00","2019-12-26 00:59","0.52372"
"KENNEDY","2019-12-25 23:00","2019-12-25 23:59","1.04744"
"KENNEDY","2019-12-25 22:00","2019-12-25 22:59","1.83302"
"KENNEDY","2019-12-25 21:00","2019-12-25 21:59","2.35674"
"KENNEDY","2019-12-25 20:00","2019-12-25 20:59","1.3093"
"KENNEDY","2019-12-25 19:00","2019-12-25 19:59","1.04744"
"KENNEDY","2019-12-25 18:00","2019-12-25 18:59","1.3093"
"KENNEDY","2019-12-25 17:00","2019-12-25 17:59","0.78558"
"KENNEDY","2019-12-25 16:00","2019-12-25 16:59","1.3093"
"KENNEDY","2019-12-25 15:00","2019-12-25 15:59","1.04744"
"KENNEDY","2019-12-25 14:00","2019-12-25 14:59","0.52372"
"KENNEDY","2019-12-25 13:00","2019-12-25 13:59","0.26186"
"KENNEDY","2019-12-25 12:00","2019-12-25 12:59","0.0"
"KENNEDY","2019-12-25 11:00","2019-12-25 11:59","0.78558"
"KENNEDY","2019-12-25 10:00","2019-12-25 10:59","1.04744"
"KENNEDY","2019-12-25 09:00","2019-12-25 09:59","3.14232"
"KENNEDY","2019-12-25 08:00","2019-12-25 08:59","6.5465"
"KENNEDY","2019-12-25 07:00","2019-12-25 07:59","7.8558"
"KENNEDY","2019-12-25 06:00","2019-12-25 06:59","3.66604"
"KENNEDY","2019-12-25 05:00","2019-12-25 05:59","4.18976"
"KENNEDY","2019-12-25 04:00","2019-12-25 04:59","5.2372"
"KENNEDY","2019-12-25 03:00","2019-12-25 03:59","4.18976"
"KENNEDY","2019-12-25 02:00","2019-12-25 02:59","3.9279"
"KENNEDY","2019-12-25 01:00","2019-12-25 01:59","4.45162"
"KENNEDY","2019-12-25 00:00","2019-12-25 00:59","4.18976"
"KENNEDY","2019-12-24 23:00","2019-12-24 23:59","2.88046"
"KENNEDY","2019-12-24 22:00","2019-12-24 22:59","1.04744"
"KENNEDY","2019-12-24 21:00","2019-12-24 21:59","1.04744"
"KENNEDY","2019-12-24 20:00","2019-12-24 20:59","1.04744"
"KENNEDY","2019-12-24 19:00","2019-12-24 19:59","1.57116"
"KENNEDY","2019-12-24 18:00","2019-12-24 18:59","1.3093"
"KENNEDY","2019-12-24 17:00","2019-12-24 17:59","1.3093"
"KENNEDY","2019-12-24 16:00","2019-12-24 16:59","1.04744"
"KENNEDY","2019-12-24 15:00","2019-12-24 15:59","0.78558"
"KENNEDY","2019-12-24 14:00","2019-12-24 14:59","0.78558"
"KENNEDY","2019-12-24 13:00","2019-12-24 13:59","0.26186"
"KENNEDY","2019-12-24 12:00","2019-12-24 12:59","1.3093"
"KENNEDY","2019-12-24 11:00","2019-12-24 11:59","0.78558"
"KENNEDY","2019-12-24 10:00","2019-12-24 10:59","0.52372"
"KENNEDY","2019-12-24 08:00","2019-12-24 08:59","1.04744"
"KENNEDY","2019-12-24 07:00","2019-12-24 07:59","2.09488"
"KENNEDY","2019-12-24 06:00","2019-12-24 06:59","2.88046"
"KENNEDY","2019-12-24 05:00","2019-12-24 05:59","4.71348"
"KENNEDY","2019-12-24 04:00","2019-12-24 04:59","6.5465"
"KENNEDY","2019-12-24 03:00","2019-12-24 03:59","5.76092"
"KENNEDY","2019-12-24 02:00","2019-12-24 02:59","6.80836"
"KENNEDY","2019-12-24 01:00","2019-12-24 01:59","1.83302"
"KENNEDY","2019-12-24 00:00","2019-12-24 00:59","1.04744"
"KENNEDY","2019-12-23 23:00","2019-12-23 23:59","1.04744"
"KENNEDY","2019-12-23 22:00","2019-12-23 22:59","1.3093"
"KENNEDY","2019-12-23 21:00","2019-12-23 21:59","1.57116"
"KENNEDY","2019-12-23 20:00","2019-12-23 20:59","1.57116"
"KENNEDY","2019-12-23 19:00","2019-12-23 19:59","1.57116"
"KENNEDY","2019-12-23 18:00","2019-12-23 18:59","0.78558"
"KENNEDY","2019-12-23 17:00","2019-12-23 17:59","0.52372"
"KENNEDY","2019-12-23 16:00","2019-12-23 16:59","0.0"
"KENNEDY","2019-12-23 15:00","2019-12-23 15:59","0.0"
"KENNEDY","2019-12-23 14:00","2019-12-23 14:59","0.0"
"KENNEDY","2019-12-23 13:00","2019-12-23 13:59","0.0"
"KENNEDY","2019-12-23 12:00","2019-12-23 12:59","0.0"
"KENNEDY","2019-12-23 11:00","2019-12-23 11:59","0.26186"
"KENNEDY","2019-12-23 10:00","2019-12-23 10:59","0.0"
"KENNEDY","2019-12-23 09:00","2019-12-23 09:59","0.26186"
"KENNEDY","2019-12-23 08:00","2019-12-23 08:59","0.26186"
"KENNEDY","2019-12-23 07:00","2019-12-23 07:59","0.78558"
"KENNEDY","2019-12-23 06:00","2019-12-23 06:59","1.3093"
"KENNEDY","2019-12-23 05:00","2019-12-23 05:59","1.04744"
"KENNEDY","2019-12-23 04:00","2019-12-23 04:59","0.26186"
"KENNEDY","2019-12-23 03:00","2019-12-23 03:59","0.52372"
"KENNEDY","2019-12-23 02:00","2019-12-23 02:59","0.52372"
"KENNEDY","2019-12-23 00:00","2019-12-23 00:59","0.0"
"KENNEDY","2019-12-22 23:00","2019-12-22 23:59","0.0"
"KENNEDY","2019-12-22 22:00","2019-12-22 22:59","0.52372"
"KENNEDY","2019-12-22 21:00","2019-12-22 21:59","0.26186"
"KENNEDY","2019-12-22 20:00","2019-12-22 20:59","0.52372"
"KENNEDY","2019-12-22 19:00","2019-12-22 19:59","0.26186"
"KENNEDY","2019-12-22 18:00","2019-12-22 18:59","0.26186"
"KENNEDY","2019-12-22 17:00","2019-12-22 17:59","0.26186"
"KENNEDY","2019-12-22 16:00","2019-12-22 16:59","0.26186"
"KENNEDY","2019-12-22 15:00","2019-12-22 15:59","0.0"
"KENNEDY","2019-12-22 14:00","2019-12-22 14:59","0.0"
"KENNEDY","2019-12-22 13:00","2019-12-22 13:59","0.26186"
"KENNEDY","2019-12-22 12:00","2019-12-22 12:59","0.26186"
"KENNEDY","2019-12-22 11:00","2019-12-22 11:59","1.3093"
"KENNEDY","2019-12-22 10:00","2019-12-22 10:59","1.57116"
"KENNEDY","2019-12-22 09:00","2019-12-22 09:59","2.09488"
"KENNEDY","2019-12-22 08:00","2019-12-22 08:59","3.14232"
"KENNEDY","2019-12-22 07:00","2019-12-22 07:59","3.14232"
"KENNEDY","2019-12-22 06:00","2019-12-22 06:59","3.40418"
"KENNEDY","2019-12-22 05:00","2019-12-22 05:59","2.35674"
"KENNEDY","2019-12-22 04:00","2019-12-22 04:59","1.3093"
"KENNEDY","2019-12-22 03:00","2019-12-22 03:59","1.3093"
"KENNEDY","2019-12-22 02:00","2019-12-22 02:59","1.3093"
"KENNEDY","2019-12-22 01:00","2019-12-22 01:59","2.35674"
"KENNEDY","2019-12-22 00:00","2019-12-22 00:59","6.28464"
"KENNEDY","2019-12-21 23:00","2019-12-21 23:59","3.40418"
